formula,intensity,m/z
C16H33N1O8,5334653,366.21343
C17H37N1O7,52303492,366.24976
C18H33N5O3,4281989,366.25098
C15H12O11,5404455,367.03073
C12H16O13,4661035,367.05179
C16H16O10,9873198,367.06713
C13H20O12,3475250,367.08814
C17H20O9,19134262,367.10348
C18H24O8,7749437,367.13987
C15H28O10,2845505,367.16095
C19H28O7,10798916,367.17619
C16H32O9,9279305,367.19737
C20H32O6,10733388,367.21266
C21H36O5,8730452,367.24893
C15H15N1O10,321099776,368.06232
C18H27N1O7,3898387,368.17142
C15H14O11,6172873,369.04637
C12H18O13,105060560,369.06749
C16H18O10,7379153,369.0827
C13H22O12,3690709,369.10383
C17H22O9,8151257,369.1191
C18H26O8,9410784,369.15553
C15H30O10,5638373,369.1766
C19H30O7,11057384,369.19184
C20H34O6,11266287,369.22831
C21H38O5,7282935,369.26465
C22H42O4,2761982,369.30102
C18H9N7O3,3428255,370.06926
C15H17N1O10,7958945,370.07802
C18H29N1O7,10316215,370.18715
C18H12O9,3321450,371.04084
C15H16O11,4359790,371.06193
C19H16O8,6976114,371.07725
C12H20O13,5272179,371.08303
C16H20O10,5892726,371.09843
C20H20O7,4608633,371.11367
C13H24O12,5900922,371.11955
C17H24O9,10136189,371.13474
C18H28O8,11958917,371.17114
C19H32O7,12073613,371.20759
C20H36O6,22387348,371.24389
C21H40O5,7957148,371.28035
C20H23N1O6,2451281,372.14529
C18H31N1O7,21945182,372.20277
C18H14O9,15088657,373.05649
C15H18O11,2485270,373.07766
C19H18O8,10177561,373.09294
C12H22O13,3114010,373.09878
C16H22O10,5559325,373.11403
C20H22O7,10783776,373.12927
C13H26O12,2534434,373.13513
C17H26O9,8199205,373.15035
C10H26N6O9,14257193,373.16903
C18H30O8,18144300,373.18684
C19H34O7,14666804,373.22317
C20H38O6,12430396,373.25956
C21H42O5,4011076,373.29604
C17H9N7O4,2754790,374.06434
C17H29N1O8,6305023,374.18202
C18H33N1O7,19430662,374.21842
C17H12O10,5176755,375.03581
C18H16O9,21216698,375.07212
C14H20N2O10,21953986,375.10446
C19H20O8,11230659,375.10859
C12H24O13,5780932,375.11447
C16H24O10,3152327,375.1297
C20H24O7,9137610,375.14492
C17H28O9,11189711,375.16601
C21H28O6,3361234,375.1813
C10H28N6O9,8883667,375.18464
C18H32O8,12471767,375.20249
C19H36O7,8668638,375.23882
C20H40O6,97918440,375.2752
C18H35N1O7,19398322,376.23405
C17H14O10,38772576,377.05144
C18H10N4O6,3239776,377.05274
C18H18O9,36642664,377.08785
C19H22O8,8900463,377.12415
C20H26O7,7200631,377.1606
C17H30O9,4773756,377.18175
C21H30O6,5863295,377.19698
C18H34O8,4728708,377.21807
C16H29N1O9,3210321,378.177
C18H37N1O7,5976161,378.24978
C16H12O11,3534088,379.03068
C17H16O10,42606864,379.06712
C18H20O9,64348440,379.10344
C19H24O8,7160096,379.13985
C20H28O7,12243239,379.17629
C17H32O9,3946796,379.19732
C21H32O6,9769263,379.21259
C22H36O5,6682935,379.24906
C15H11N1O11,13079007,380.0259
C16H15N1O10,3836391,380.06237
C16H31N1O9,3095043,380.19262
C19H10O9,2364087,381.02532
C16H14O11,5431996,381.0463
C13H18O13,19563200,381.06749
C17H18O10,20202180,381.08278
C18H22O9,20169420,381.1191
C19H26O8,8962771,381.15549
C16H30O10,2990808,381.1767
C20H30O7,14037723,381.19194
C17H34O9,3052256,381.21302
C21H34O6,14979811,381.22828
C14H34N6O6,8753895,381.24687
C22H38O5,9663211,381.26467
C15H13N1O11,4770708,382.04159
C16H17N1O10,2398108,382.07798
C14H25N1O11,2534312,382.13553
C23H45N1O3,5899219,382.33271
C16H16O11,5135475,383.06201
C20H16O8,2625654,383.07726
C13H20O13,13337719,383.08309
C17H20O10,5848187,383.09836
C14H24O12,20538496,383.11954
C18H24O9,6530179,383.13479
C19H28O8,10249354,383.17114
C16H32O10,3954831,383.19228
C20H32O7,11125906,383.20752
C21H36O6,17142938,383.24396
C22H40O5,3315874,383.28034
C15H15N1O11,3378509,384.05722
C18H27N1O8,3396965,384.16645
C15H14O12,2803238,385.04123
C19H14O9,8203817,385.05651
C16H18O11,4556334,385.07762
C20H18O8,7550513,385.0929
C13H22O13,2535986,385.09871
C17H22O10,6649398,385.11408
C21H22O7,3011129,385.12929
C18H26O9,5905982,385.15043
C22H26O6,4402753,385.16566
C19H30O8,8537670,385.18676
C16H34O10,3721803,385.20796
C20H34O7,15078990,385.22324
C21H38O6,19678806,385.25958
C22H42O5,4779614,385.29592
C20H9N3O6,5172995,386.04189
C18H29N1O8,9447202,386.18209
C18H12O10,3837920,387.03593
C19H16O9,10581992,387.07212
C16H20O11,2786285,387.09324
C20H20O8,8312817,387.10857
C13H24O13,39282672,387.11446
C14H20N4O9,2934770,387.11584
C19H20N2O7,7626739,387.1198
C17H24O10,7438326,387.12971
C21H24O7,4192249,387.14497
C18H28O9,6107134,387.16606
C22H28O6,2648065,387.1813
C19H32O8,8198150,387.20245
C20H36O7,12904462,387.2389
C21H40O6,30378006,387.27522
C14H15N1O12,15222980,388.05199
C19H19N1O8,2613455,388.10386
C18H31N1O8,18434276,388.19773
C13H6N6O9,2429340,389.01254
C18H14O10,9370020,389.05144
C19H18O9,24185260,389.08784
C20H22O8,16648629,389.12415
C17H26O10,9976250,389.14533
C21H26O7,3948989,389.16062
C15H26N4O8,3366335,389.1679
C18H30O9,8604098,389.18179
C22H30O6,4207045,389.19701
C19H34O8,7754186,389.21808
C20H38O7,7700946,389.25448
C21H42O6,28371418,389.29093
C20H5N7O3,3868292,390.03829
C14H17N1O12,3279498,390.0677
C17H29N1O9,2714275,390.17695
C18H33N1O8,24464044,390.21331
C17H12O11,4287333,391.03076
C18H16O10,22309742,391.06706
C19H20O9,13990774,391.10343
C18H20N2O8,2328440,391.11473
C20H24O8,11287422,391.1399
C17H28O10,16468867,391.16101
C21H28O7,6253446,391.17625
C10H28N6O10,5454727,391.17958
C18H32O9,6022027,391.19735
C22H32O6,4635535,391.2126
C19H36O8,5575572,391.23382
C20H40O7,3328924,391.2702
C16H7N7O6,11967563,392.03857
C12H15N3O12,4832336,392.05843
C18H19N1O9,2912345,392.0987
C17H31N1O9,2909295,392.19249
C18H35N1O8,20958328,392.22901
C19H39N1O7,53226624,392.26542
C20H35N5O3,3972224,392.26682
C17H14O11,9534771,393.0464
C10H14N6O11,6280504,393.06489
C18H18O10,46607676,393.08268
C19H14N4O6,3525948,393.08409
C19H22O9,8023364,393.11913
C20H26O8,8377677,393.15555
C17H30O10,2867537,393.17662
C21H30O7,17050964,393.19184
C18H34O9,5352794,393.21296
C22H34O6,7308637,393.22831
C23H38O5,3375462,393.26473
C17H17N1O10,3280418,394.07797
C18H21N1O9,4494890,394.11434
C17H33N1O9,2345536,394.20816
C18H37N1O8,5609033,394.24467
C19H41N1O7,20180560,394.28112
C17H16O11,92942088,395.06204
C21H16O8,2317066,395.07733
C18H20O10,228110096,395.09837
C19H24O9,6995736,395.13475
C20H28O8,11935520,395.1712
C17H32O10,3022629,395.1923
C21H32O7,16895784,395.20752
C18H36O9,4101934,395.22863
C22H36O6,8560433,395.2439
C23H40O5,4583226,395.28032
C16H15N1O11,4870128,396.05728
C28H15N1O2,3616763,396.10318
C17H35N1O9,5546007,396.22381
C16H14O12,2860248,397.04121
C20H14O9,3827931,397.05651
C17H18O11,8863968,397.07764
C21H18O8,2821348,397.093
C14H22O13,3682533,397.09882
C18H22O10,11464937,397.11409
C19H26O9,8691953,397.15042
C20H30O8,12386554,397.18679
C21H34O7,16519427,397.22332
C22H38O6,9785611,397.25957
C23H42O5,4131092,397.29597
C19H29N1O8,2856422,398.18205
C17H37N1O9,5079540,398.2394
C16H16O12,2671287,399.05691
C20H16O9,26596026,399.07219
C17H20O11,3349184,399.09335
C21H20O8,3892931,399.10857
C14H24O13,4784837,399.11446
C18H24O10,4412105,399.12969
C19H28O9,9827025,399.16604
C20H32O8,13796058,399.20251
C21H36O7,25555682,399.23884
C22H40O6,12931819,399.27519
C23H44O5,3719924,399.3117
C21H23N1O7,2652091,400.14029
C20H35N1O7,2329554,400.23414
C19H14O10,12498071,401.05142
C20H18O9,18658464,401.08788
C17H22O11,2705574,401.109
C21H22O8,7298217,401.12421
C14H26O13,3801259,401.13009
C18H26O10,3624110,401.14526
C22H26O7,3616946,401.16055
C19H30O9,8266935,401.18173
C20H34O8,12084416,401.21815
C21H38O7,25310408,401.25445
C22H42O6,7017682,401.29088
C18H29N1O9,4875690,402.17703
C14H16N2O12,5764739,403.06312
C19H16O10,12617348,403.06711
C20H20O9,14435981,403.1035
C19H20N2O8,5277328,403.11475
C21H24O8,7259798,403.13991
C22H28O7,6522527,403.17621
C19H32O9,6852260,403.19735
C20H36O8,10634925,403.23379
C21H40O7,18880182,403.27016
C22H44O6,32257726,403.30649
C23H40N4O2,2827967,403.30798
C16H11N3O10,11790195,404.03736
C14H15N1O13,56571764,404.0469
C15H11N5O9,4904822,404.04839
C12H23N1O14,15058820,404.10465
C18H31N1O9,9140122,404.19265
C18H14O11,6293614,405.04635
C19H18O10,31783032,405.08277
C20H22O9,26908800,405.11908
C21H18N4O5,2590849,405.12059
C17H26O11,3214470,405.14025
C21H26O8,8853641,405.15548
C10H26N6O11,2746506,405.15881
C18H30O10,3702927,405.17673
C22H30O7,7755923,405.19193
C19H34O9,4128920,405.21303
C23H34O6,3934363,405.22823
C20H38O8,4933793,405.24937
C24H38O5,2896037,405.26462
C21H42O7,7923882,405.28581
C24H13N3O4,2351474,406.08341
C19H21N1O9,2459001,406.11429
C17H29N1O10,3011976,406.17181
C18H33N1O9,10344849,406.20823
C17H12O12,4481631,407.02563
C18H16O11,11872872,407.06203
C19H20O10,30218866,407.09834
C20H16N4O6,2493042,407.09986
C20H24O9,10492539,407.1348
C21H28O8,9136772,407.17122
C18H32O10,8333962,407.19232
C22H32O7,7797389,407.20752
C23H36O6,6445719,407.24389
C20H40O8,3549852,407.26504
C24H40O5,4074144,407.28039
C18H19N1O10,2815855,408.09357
C17H31N1O10,6607751,408.18743
C18H35N1O9,2387856,408.22391
C17H14O12,4510817,409.04129
C18H18O11,24689770,409.07762
C22H18O8,3661934,409.09282
C19H22O10,11258996,409.11399
C20H26O9,7083133,409.15047
C17H30O11,2356355,409.17157
C21H30O8,23010438,409.18683
C18H34O10,5309580,409.20788
C22H34O7,8629392,409.22314
C23H38O6,8469657,409.25959
C20H42O8,3413151,409.28081
C24H42O5,3933347,409.29598
C18H21N1O10,9375092,410.10929
C20H25N7O3,173981072,410.19466
C17H33N1O10,5623181,410.20301
C17H16O12,5398123,411.05695
C21H16O9,4269679,411.07226
C14H20O14,6219376,411.07807
C18H20O11,12738164,411.09333
C22H20O8,3800696,411.10855
C15H24O13,4419194,411.1145
C19H24O10,4028030,411.12962
C20H28O9,9424519,411.16609
C21H32O8,16760465,411.20249
C18H36O10,5811862,411.22359
C22H36O7,10251930,411.2388
C23H40O6,5351076,411.27517
C24H44O5,4662957,411.31168
C17H35N1O10,5900187,412.21875
C20H14O10,4655223,413.05135
C17H18O12,2612348,413.0725
C21H18O9,8421504,413.08779
C18H22O11,3954822,413.10902
C22H22O8,3920010,413.12423
C15H26O13,4718732,413.13014
C19H26O10,4456592,413.14534
C20H30O9,6418585,413.18166
C21H34O8,12005539,413.21808
C18H38O10,2312361,413.23928
C22H38O7,10731692,413.25452
C23H42O6,7207094,413.29091
C24H46O5,4600000,413.32722
C20H16O10,46727824,415.06711
C21H20O9,9839258,415.10352
C18H24O11,2972320,415.12461
C22H24O8,5604004,415.13981
C15H28O13,17719974,415.14569
C19H28O10,4569770,415.16094
C23H28O7,2734766,415.17618
C20H32O9,7568052,415.1974
C21H36O8,15147710,415.23381
C22H40O7,13849287,415.27009
C23H44O6,5100241,415.30653
C21H23N1O8,8070065,416.13515
C19H14O11,5086378,417.04631
C20H18O10,32982196,417.08278
C21H22O9,9409725,417.11913
C14H26O14,2290879,417.12498
C22H26O8,9348295,417.15547
C19H30O10,5084365,417.17663
C23H30O7,3810513,417.19192
C20H34O9,10290391,417.21307
C24H34O6,3076315,417.22833
C21H38O8,13944033,417.2494
C22H42O7,10208491,417.28574
C23H46O6,3526901,417.32221
C20H21N1O9,8807886,418.11436
C20H20O10,17778398,419.09843
C21H24O9,10569449,419.13476
C22H28O8,8488691,419.17113
C11H28N6O11,4644596,419.17446
C19H32O10,3500793,419.19229
C23H32O7,5867261,419.20754
C20H36O9,6534915,419.22875
C24H36O6,5875463,419.24394
C21H40O8,17155852,419.26509
C25H40O5,4062993,419.2803
C22H44O7,79152920,419.30141
C12H15N5O12,4909036,420.06463
C20H23N1O9,3326974,420.12999
C18H31N1O10,2851854,420.18755
C21H43N1O7,22702124,420.29675
C18H14O12,3922174,421.04111
C11H14N6O12,26085636,421.05985
C16H14N4O10,3955972,421.06367
C19H18O11,20924680,421.07758
C20H22O10,19032338,421.11409
C11H26N4O13,6449435,421.14246
C21H26O9,9890077,421.15046
C22H30O8,6885671,421.1868
C19H34O10,2648365,421.20786
C23H34O7,8059185,421.22316
C20H38O9,3075383,421.24436
C24H38O6,6269244,421.25963
C21H42O8,3963201,421.28074
C25H42O5,6404422,421.296
C22H46O7,5470540,421.3171
C19H21N1O10,4880940,422.10931
C17H29N1O11,2272828,422.16669
C18H16O12,6509370,423.05698
C19H20O11,47762244,423.09335
C20H24O10,12618574,423.12965
C21H28O9,8375129,423.16602
C10H28N6O12,3784538,423.16937
C18H32O11,11139935,423.18721
C22H32O8,7502692,423.20247
C23H36O7,9345902,423.23888
C24H40O6,13499256,423.27518
C21H44O8,2442110,423.29637
C25H44O5,7445379,423.3116
C18H19N1O11,2321506,424.08859
C19H23N1O10,3800172,424.12488
C17H31N1O11,4963453,424.18241
C17H14O13,2298227,425.03618
C21H14O10,4973944,425.05149
C18H18O12,5520766,425.07262
C22H18O9,22318466,425.08781
C11H18N6O12,10026371,425.09114
C33H14O1,3998085,425.09702
C19H22O11,8650120,425.1089
C23H22O8,3897741,425.12421
C20H26O10,4818323,425.1453
C21H30O9,10104222,425.18177
C22H34O8,7579048,425.21811
C23H38O7,8238515,425.25454
C24H42O6,12664253,425.29086
C25H46O5,5959112,425.32734
C17H33N1O11,8220358,426.19805
C21H37N3O6,7460568,426.26117
C23H41N1O6,2447071,426.28617
C21H16O10,11804612,427.06711
C18H20O12,3093450,427.08816
C22H20O9,9486287,427.10342
C11H20N6O12,3616720,427.10662
C19H24O11,3570645,427.12457
C23H24O8,2868185,427.13985
C20H28O10,4220896,427.16107
C21H32O9,11001834,427.19743
C22H36O8,8755189,427.23368
C23H40O7,8310784,427.27015
C24H44O6,8577034,427.30659
C17H35N1O11,6797590,428.21365
C18H39N1O10,15159585,428.24999
C20H14O11,7705102,429.04639
C21H18O10,28799512,429.08276
C22H22O9,6787619,429.11911
C11H22N6O12,5872164,429.12243
C15H26O14,3508773,429.12485
C23H26O8,4518446,429.15545
C20H30O10,3114548,429.17662
C24H30O7,2409017,429.19192
C21H34O9,7283263,429.21307
C22H38O8,9175626,429.24938
C23H42O7,8983125,429.28574
C24H46O6,5214816,429.32217
C21H21N1O9,3039053,430.11438
C21H37N1O8,2290548,430.24469
C15H8N6O10,18527326,431.02312
C20H16O11,28554346,431.06199
C21H20O10,42521716,431.09845
C14H24O15,35820664,431.10431
C22H24O9,11084927,431.13482
C15H28O14,28718210,431.14064
C19H28O11,2855046,431.15594
C23H28O8,8291467,431.17109
C20H32O10,4846737,431.19227
C24H32O7,3750038,431.20758
C21H36O9,15299740,431.22874
C25H36O6,3695777,431.24395
C22H40O8,9032871,431.2651
C23H44O7,5889202,431.30139
C24H48O6,4662461,431.33782
C21H23N1O9,3904941,432.1301
C20H35N1O9,2599369,432.22386
C19H14O12,4488899,433.04129
C20H18O11,36869836,433.07763
C21H22O10,14272217,433.11401
C22H26O9,11785956,433.15045
C15H30O14,3067622,433.15629
C23H30O8,5822191,433.18687
C20H34O10,5635830,433.20797
C24H34O7,6387450,433.22318
C21H38O9,7145217,433.2443
C25H38O6,5017349,433.25954
C22H42O8,8042252,433.28067
C23H46O7,4362007,433.31713
C20H21N1O10,41883656,434.10932
C11H12N6O13,3360041,435.0391
C19H16O12,6910254,435.05684
C20H20O11,21158202,435.09328
C24H20O8,9492798,435.10857
C21H24O10,15661380,435.12974
C22H28O9,7690576,435.16616
C11H28N6O12,8567121,435.16946
C19H32O11,2360662,435.18708
C23H32O8,8190299,435.2024
C20H36O10,6191458,435.22356
C24H36O7,9824614,435.23881
C21H40O9,2461037,435.25991
C25H40O6,6830450,435.27526
C22H44O8,9435512,435.29644
C26H44O5,5206397,435.31168
C20H23N1O10,5634681,436.12488
C11H14N6O13,41950108,437.05475
C19H18O12,10148769,437.07251
C12H18N6O12,3396519,437.09116
C20H22O11,21756844,437.10902
C24H22O8,2772913,437.12425
C21H26O10,18373560,437.14539
C22H30O9,6190019,437.18166
C19H34O11,2424778,437.20275
C23H34O8,12114895,437.21807
C20H38O10,3494869,437.23923
C24H38O7,12008410,437.25454
C25H42O6,8494053,437.29093
C22H46O8,7511020,437.31205
C26H46O5,8039409,437.32725
C19H21N1O11,10980581,438.10417
C33H12O2,50634264,439.0763
C14H20N2O14,11623962,439.08409
C32H12N2O1,18718236,439.08787
C12H20N6O12,53222944,439.10686
C29H16N2O3,4865571,439.10861
C20H24O11,10501671,439.12466
C21H28O10,5260851,439.16104
C22H32O9,8244799,439.19733
C23H36O8,11406922,439.23374
C24H40O7,12541525,439.27018
C25H44O6,4257377,439.30664
C26H48O5,5236333,439.34294
C17H31N1O12,2415478,440.1773
C21H14O11,3733644,441.04648
C18H18O13,2853010,441.06754
C22H18O10,553115776,441.08271
C19H22O12,7000222,441.1039
C23H22O9,8724643,441.11911
C12H22N6O12,4675748,441.1224
C20H26O11,3905706,441.14028
C24H26O8,2788527,441.15549
C21H30O10,5613750,441.17674
C22H34O9,6469825,441.21299
C23H38O8,10037453,441.2496
C24H42O7,11292888,441.28578
C25H46O6,6756580,441.32222
C26H50O5,4753648,441.3586
C22H21N1O9,2350563,442.11439
C17H33N1O12,4092412,442.19292
C21H16O11,42279700,443.06205
C22H20O10,16401185,443.09844
C15H24O15,7385891,443.1043
C19H24O12,3223336,443.11962
C23H24O9,6441772,443.13475
C20H28O11,2551603,443.15592
C24H28O8,6828856,443.17113
C13H28N6O11,2345785,443.17437
C21H32O10,5421887,443.19229
C22H36O9,7164747,443.22863
C23H40O8,8044375,443.26486
C24H44O7,12133218,443.30143
C25H48O6,4653934,443.33777
C20H14O12,5873049,445.04135
C21H18O11,110749096,445.07764
C22H22O10,9340337,445.11406
C23H26O9,7593405,445.15047
C20H30O11,2400708,445.17163
C24H30O8,5156297,445.18688
C21H34O10,5033424,445.20801
C25H34O7,3090901,445.22312
C22H38O9,7935452,445.2443
C23H42O8,9012712,445.28068
C27H42O5,2580973,445.29598
C24H46O7,8791540,445.31714
C25H50O6,8582656,445.35354
C21H21N1O10,2856696,446.10932
C15H29N1O14,3894022,446.15159
C21H37N1O9,2289443,446.23957
C20H16O12,44181552,447.05688
C21H20O11,49031228,447.0933
C22H24O10,10856521,447.12973
C23H28O9,7751765,447.1661
C20H32O11,2954332,447.18722
C24H32O8,7577697,447.20244
C13H32N6O11,3168354,447.20576
C21H36O10,5027944,447.2236
C25H36O7,6396013,447.23879
C22H40O9,6760564,447.25995
C26H40O6,2461817,447.27523
C23H44O8,9443456,447.29641
C27H44O5,3495045,447.31171
C24H48O7,32761996,447.33282
C21H23N1O10,5185939,448.12496
C22H27N1O9,3657119,448.16136
C20H10N4O9,3138243,449.03744
C20H18O12,45411024,449.07255
C21H22O11,17992412,449.10899
C22H26O10,9706215,449.14539
C23H30O9,7189236,449.1817
C24H34O8,6781696,449.218
C21H38O10,2622215,449.23922
C25H38O7,7049996,449.25451
C22H42O9,3853075,449.27566
C26H42O6,5096216,449.29094
C23H46O8,3947295,449.31207
C27H46O5,11041572,449.32729
C20H21N1O11,4613161,450.10423
C21H25N1O10,2390069,450.14067
C19H16O13,4580712,451.05182
C20H20O12,17091956,451.0882
C24H20O9,57372024,451.10348
C21H24O11,16010625,451.12467
C22H28O10,8596877,451.16103
C23H32O9,8306073,451.19735
C20H36O11,2853280,451.21846
C24H36O8,8428965,451.23373
C25H40O7,9895346,451.27012
C26H44O6,9354686,451.30658
C27H48O5,13454794,451.34297
C20H23N1O11,16617169,452.11986
C19H18O13,5060628,453.06744
C23H18O10,3825689,453.08278
C16H22O15,4999195,453.08858
C20H22O12,27086880,453.10384
C24H22O9,11558949,453.11913
C21H26O11,12218413,453.14025
C22H30O10,4786233,453.17672
C19H34O12,2537536,453.19779
C23H34O9,9306181,453.21308
C20H38O11,2326605,453.23417
C24H38O8,10158162,453.24941
C25H42O7,8429662,453.28574
C26H46O6,6125675,453.32219
C27H50O5,4532343,453.35866
C22H16O11,34779840,455.06215
C23H20O10,31126220,455.09845
C12H20N6O13,6623949,455.10178
C20H24O12,7660243,455.11952
C24H24O9,6484696,455.13478
C21H28O11,2917087,455.15585
C25H28O8,3465957,455.17116
C22H32O10,4066028,455.1923
C23H36O9,9536248,455.22869
C24H40O8,12530437,455.26511
C25H44O7,6486802,455.30149
C26H48O6,8192798,455.33781
C27H52O5,2354987,455.37423
C22H19N1O10,6718499,456.09368
C20H43N1O10,5471332,456.28135
C21H14O12,3410284,457.04142
C22H18O11,1826354560,457.0776
C19H22O13,3075455,457.09883
C23H22O10,11285893,457.11401
C16H26O15,6000007,457.11982
C20H26O12,5723532,457.13521
C24H26O9,6729105,457.15045
C21H30O11,3220889,457.17167
C25H30O8,3423646,457.18691
C18H34O13,2264480,457.19276
C22H34O10,3978661,457.20795
C23H38O9,7841202,457.24426
C24H42O8,11445695,457.28069
C25H46O7,9754059,457.31715
C26H50O6,5445080,457.35355
C22H21N1O10,2766559,458.10944
C23H41N1O8,2417433,458.27592
C24H45N1O7,6209318,458.31233
C21H16O12,19036202,459.05689
C22H20O11,48035896,459.09334
C23H24O10,8251460,459.12975
C16H28O15,3284038,459.1356
C24H28O9,15022161,459.16608
C25H32O8,4968542,459.20234
C22H36O10,5367909,459.22352
C23H40O9,8423538,459.26
C27H40O6,2561143,459.27528
C24H44O8,11171967,459.29643
C25H48O7,4937868,459.33276
C26H52O6,3596440,459.36907
C20H14O13,3034851,461.03614
C21H18O12,54459120,461.07262
C26H14N4O5,3559158,461.08908
C22H22O11,15809277,461.109
C23H26O10,8391434,461.14539
C16H30O15,6484748,461.15119
C20H30O12,3315474,461.16647
C24H30O9,9194263,461.18168
C21H34O11,3060510,461.20278
C25H34O8,22436644,461.21808
C22H38O10,3840811,461.23919
C26H38O7,3355441,461.25455
C23H42O9,7385912,461.27566
C27H42O6,5129022,461.29101
C24H46O8,9681733,461.31204
C25H50O7,4455250,461.34839
C20H17N1O12,3800145,462.06786
C21H21N1O11,2327646,462.10421
C22H25N1O10,2825323,462.14068
C20H16O13,11197871,463.05188
C21H20O12,90930624,463.08827
C22H24O11,13569481,463.12463
C23H28O10,13159894,463.16097
C24H32O9,8127971,463.19735
C13H32N6O12,5375460,463.20065
C21H36O11,4896235,463.21845
C25H36O8,14265840,463.23378
C22H40O10,2642424,463.25488
C26H40O7,4947453,463.27025
C23H44O9,3436037,463.29134
C27H44O6,11460106,463.30657
C24H48O8,4492818,463.32769
C28H48O5,3685911,463.34292
C21H23N1O11,2668333,464.1199
C22H27N1O10,4034362,464.15632
C20H18O13,8712321,465.06746
C24H18O10,3555463,465.08287
C21H22O12,18055310,465.10393
C22H26O11,10645659,465.14028
C23H30O10,8622248,465.17658
C16H30N6O10,2280623,465.19506
C24H34O9,6795445,465.21299
C17H34N6O9,2431164,465.23161
C25H38O8,12808386,465.24941
C26H42O7,8437967,465.28585
C19H42N6O7,2334934,465.30443
C27H46O6,12882141,465.32221
C28H50O5,4587754,465.35852
C21H25N1O11,2552322,466.1355
C19H16O14,2911052,467.04687
C20H20O13,9392985,467.08311
C24H20O10,27616094,467.09835
C21H24O12,14926694,467.11953
C25H24O9,149554032,467.13481
C22H28O11,4754291,467.15595
C23H32O10,5393280,467.19234
C24H36O9,6830990,467.22867
C25H40O8,17171354,467.26501
C26H44O7,7306152,467.30144
C27H48O6,7306165,467.33792
C28H52O5,4514755,467.37435
C19H18O14,5084713,469.06247
C23H18O11,7964207,469.07773
C16H22O16,5682737,469.08352
C20H22O13,9586230,469.0988
C24H22O10,22390332,469.11403
C21H26O12,10720836,469.13514
C25H26O9,4365897,469.15041
C22H30O11,2755153,469.17162
C26H30O8,2923095,469.18689
C23H34O10,5441119,469.208
C24H38O9,8459884,469.24437
C25H42O8,15705721,469.28074
C26H46O7,6811270,469.31707
C27H50O6,6315668,469.35346
C28H54O5,3198625,469.38981
C23H21N1O10,2310056,470.10919
C17H29N1O14,3780536,470.15156
C23H41N3O7,4882410,470.28733
C22H16O12,114952456,471.05686
C13H20N4O15,3961103,471.08542
C23H20O11,104597776,471.09327
C20H24O13,7842074,471.11445
C24H24O10,25553184,471.12973
C17H28O15,10955042,471.13559
C21H28O12,10238247,471.15083
C25H28O9,20228396,471.16614
C26H32O8,2894138,471.2025
C23H36O10,6308162,471.22355
C24H40O9,8304976,471.25993
C25H44O8,5513565,471.29652
C26H48O7,10226026,471.33283
C27H52O6,4411768,471.36921
C21H14O13,2665440,473.03617
C22H18O12,58543084,473.07263
C22H14N6O7,3453938,473.08501
C23H22O11,13188091,473.10904
C20H26O13,2915331,473.13001
C24H26O10,9194505,473.14536
C17H30O15,3879947,473.1512
C21H30O12,6468625,473.16645
C25H30O9,7166998,473.18168
C22H34O11,2466846,473.2028
C26H34O8,3214372,473.21813
C15H34N6O11,5268517,473.22145
C23H38O10,6032428,473.23921
C27H38O7,3143729,473.25457
C24H42O9,11926585,473.27567
C25H46O8,5071943,473.3121
C26H50O7,5477460,473.34841
C27H54O6,4998242,473.38475
C16H29N1O15,2993533,474.14644
C21H16O13,14077647,475.05192
C22H20O12,93228768,475.08827
C21H20N2O11,2909921,475.09944
C23H24O11,8031978,475.12458
C17H24N4O12,2350317,475.13202
C20H28O13,3688178,475.14569
C24H28O10,14556919,475.16095
C21H32O12,4458240,475.18208
C25H32O9,19107588,475.19739
C22H36O11,4388621,475.21858
C26H36O8,4429587,475.23387
C23H40O10,5025563,475.25494
C27H40O7,6041376,475.27025
C24H44O9,13864744,475.29133
C25H48O8,2407222,475.32756
C29H48O5,3120955,475.34286
C26H52O7,2393923,475.36409
C22H23N1O11,2441311,476.11992
C22H39N1O10,2534543,476.25014
C21H18O13,26874306,477.06749
C22H22O12,13799888,477.10383
C19H26O14,2423256,477.12501
C23H26O11,10138078,477.1402
C20H30O13,3090918,477.16134
C24H30O10,21885420,477.17664
C21H34O12,3488244,477.19779
C25H34O9,27177466,477.21307
C26H38O8,4841991,477.24945
C23H42O10,3824143,477.27054
C27H42O7,9630229,477.28579
C24H46O9,10248733,477.30688
C28H46O6,3805730,477.32216
C29H50O5,3863088,477.35855
C20H17N1O13,43209528,478.06283
C22H25N1O11,5526357,478.1355
C20H16O14,2825390,479.04693
C21H20O13,156046528,479.08319
C22H24O12,8594634,479.11951
C23H28O11,15357143,479.15586
C22H28N2O10,10089692,479.16711
C24H32O10,7607525,479.19225
C17H32N6O10,4508908,479.21086
C21H36O12,3285229,479.21345
C25H36O9,21157106,479.22872
C26H40O8,5793025,479.26513
C27H44O7,14386446,479.30148
C24H48O9,13178134,479.32255
C28H48O6,8807708,479.33779
C29H52O5,2764074,479.37421
C20H18O14,48895916,481.06246
C21H22O13,11626426,481.09883
C25H22O10,13596608,481.11407
C22H26O12,10221512,481.13513
C26H26O9,2355150,481.15049
C23H30O11,11102166,481.17148
C16H30N6O11,5457885,481.19009
