formula,intensity,m/z
C24H34O10,7301092,481.20792
C25H38O9,18364402,481.24437
C26H42O8,7151616,481.28081
C27H46O7,10577934,481.31715
C24H50O9,7796758,481.33824
C28H50O6,7579676,481.35347
C30H58O4,3211319,481.42631
C21H13N3O11,2407717,482.04792
C21H41N1O11,2946422,482.26063
C20H20O14,15948464,483.07805
C24H20O11,10836662,483.09331
C17H24O16,2314936,483.09932
C21H24O13,13347518,483.11453
C25H24O10,281156288,483.12975
C22H28O12,2911948,483.15091
C26H28O9,5010130,483.16619
C23H32O11,3753690,483.18723
C24H36O10,6810344,483.22356
C25H40O9,18823926,483.25993
C26H44O8,8534788,483.29634
C27H48O7,8370962,483.33277
C28H52O6,13073184,483.36917
C30H60O4,4582204,483.44189
C17H27N1O15,6298693,484.1309
C23H18O12,15130032,485.07261
C20H22O14,2855352,485.09373
C24H22O11,15564222,485.1089
C21H26O13,20905414,485.13005
C25H26O10,15162828,485.14528
C26H30O9,6917595,485.18173
C23H34O11,3172835,485.20291
C24H38O10,6249969,485.23935
C25H42O9,8959487,485.2758
C26H46O8,8871437,485.31199
C27H50O7,10595867,485.34833
C28H54O6,11701801,485.38478
C22H17N1O12,2788145,486.0679
C24H25N1O10,3083086,486.14067
C22H16O13,15483055,487.05181
C23H20O12,37560508,487.08826
C24H24O11,15335628,487.12468
C17H28O16,3208398,487.13065
C21H28O13,16670932,487.14581
C25H28O10,13033690,487.16106
C26H32O9,7321832,487.19735
C23H36O11,3547376,487.21845
C27H36O8,4344054,487.23379
C16H36N6O11,3344631,487.2369
C24H40O10,8376574,487.25481
C25H44O9,4563213,487.29124
C29H44O6,4651283,487.30655
C26H48O8,10866971,487.32772
C27H52O7,9105705,487.36412
C28H56O6,5732663,487.40046
C22H19N1O12,11440705,488.08345
C23H23N1O11,4594255,488.1198
C22H18O13,27321282,489.06754
C23H22O12,19391440,489.10391
C24H26O11,9458654,489.14023
C17H30O16,3510240,489.14611
C25H30O10,17458156,489.17661
C22H34O12,2609140,489.19777
C26H34O9,6220795,489.21305
C15H34N6O12,3871740,489.21639
C23H38O11,3685379,489.23415
C27H38O8,5936137,489.24945
C24H42O10,11199505,489.27057
C25H46O9,3211295,489.30694
C29H46O6,6216741,489.32223
C26H50O8,3009581,489.34332
C27H54O7,3365948,489.3797
C21H16O14,7509706,491.04677
C22H20O13,14862040,491.08318
C23H24O12,9492198,491.11948
C24H28O11,11261685,491.15589
C25H32O10,76883712,491.19232
C26H36O9,6278930,491.22872
C23H40O11,2507546,491.24979
C27H40O8,7507744,491.26516
C24H44O10,15230760,491.28623
C28H44O7,3962670,491.30141
C29H48O6,7976765,491.33781
C21H19N1O13,3455072,492.07857
C23H27N1O11,2583677,492.15119
C22H22O13,11368947,493.09875
C21H22N2O12,6124024,493.10997
C23H26O12,6097410,493.13517
C24H30O11,23906832,493.1716
C28H26N6O3,2404891,493.19925
C25H34O10,25258526,493.20801
C18H34N6O10,4741670,493.22659
C26H38O9,4717101,493.24436
C15H38N6O12,4600367,493.24772
C23H42O11,2583093,493.26541
C27H42O8,8317500,493.28069
C24H46O10,10332740,493.30179
C28H46O7,7019082,493.31704
C29H50O6,8702552,493.35345
C20H17N1O14,119483248,494.05773
C22H25N1O12,2319756,494.13032
C26H25N1O9,3396498,494.14573
C23H29N1O11,8207259,494.16678
C21H20O14,7953669,495.07801
C25H20O11,3545355,495.09322
C22H24O13,6616339,495.11438
C26H24O10,3655961,495.12974
C23H28O12,5866786,495.15089
C27H28O9,2734376,495.16621
C24H32O11,5872945,495.18729
C25H36O10,16837950,495.22368
C26H40O9,5567821,495.26001
C27H44O8,11394396,495.29634
C24H48O10,7728484,495.31743
C28H48O7,14187882,495.33273
C29H52O6,5651833,495.36919
C31H60O4,2384278,495.44212
C24H18O12,5247009,497.07261
C21H22O14,12046377,497.09366
C25H22O11,11411503,497.10893
C22H26O13,8470583,497.13006
C26H26O10,9830461,497.14533
C23H30O12,4343878,497.16655
C27H30O9,2606156,497.18168
C24H34O11,3034197,497.20291
C28H34O8,3912795,497.21825
C25H38O10,21319780,497.2393
C26H42O9,5873778,497.27566
C19H42N6O9,2378873,497.2942
C27H46O8,11526272,497.31195
C28H50O7,11907215,497.34837
C29H54O6,3337373,497.38486
C31H62O4,3720379,497.45768
C24H21N1O11,3959230,498.1043
C24H20O12,14619465,499.08824
C21H24O14,23130962,499.10934
C25H24O11,96645976,499.12458
C26H28O10,11993958,499.16097
C27H32O9,4668277,499.19736
C24H36O11,3761021,499.21857
C25H40O10,17773452,499.25494
C26H44O9,6099867,499.29137
C30H44O6,3119009,499.30657
C27H48O8,8827817,499.32767
C28H52O7,13054904,499.36404
C29H56O6,2686918,499.40047
C24H23N1O11,3032296,500.11987
C15H10N4O16,2566732,501.00212
C23H18O13,14767718,501.06756
C20H22O15,2459247,501.08864
C24H22O12,13555317,501.10394
C21H26O14,8697470,501.12504
C25H26O11,15513220,501.1403
C18H30O16,3535494,501.14605
C26H30O10,8259219,501.17665
C27H34O9,5942945,501.21303
C24H38O11,9320106,501.23413
C28H38O8,2970288,501.2495
C17H38N6O11,3101361,501.25269
C25H42O10,8402616,501.27055
C29H42O7,5551807,501.28584
C26H46O9,6284999,501.30698
C30H46O6,5736142,501.3222
C27H50O8,9479894,501.34333
C28H54O7,12097253,501.37975
C29H58O6,4212468,501.41611
C22H16O14,4157832,503.04678
C23H20O13,77805976,503.0831
C24H24O12,8767909,503.11949
C25H28O11,9341364,503.15591
C18H32O16,17988022,503.1618
C26H32O10,13851075,503.19234
C23H36O12,4665804,503.21348
C27H36O9,8403410,503.22868
C24H40O11,6185435,503.24984
C25H44O10,4002281,503.28616
C29H44O7,9800175,503.3014
C26H48O9,5310968,503.32256
C30H48O6,4725246,503.3378
C27H52O8,3231239,503.35903
C28H56O7,3517974,503.39553
C22H19N1O13,66698028,504.07835
C22H18O14,11680956,505.0624
C23H22O13,19774668,505.09885
C24H26O12,8846554,505.13522
C17H30O17,4152540,505.14108
C25H30O11,17505512,505.17157
C18H34O16,3602667,505.1775
C26H34O10,11594999,505.20792
C23H38O12,2370816,505.22913
C27H38O9,7773447,505.24432
C16H38N6O12,2322184,505.24747
C24H42O11,7326991,505.26545
C28H42O8,3771669,505.28071
C25H46O10,2593054,505.30198
C29H46O7,15482148,505.31716
C30H50O6,3555635,505.35357
C26H21N1O10,6942312,506.10931
C23H25N1O12,2287216,506.13037
C24H29N1O11,2555519,506.16675
C22H20O14,7692276,507.07806
C23H24O13,7761923,507.11443
C14H28N4O16,6436879,507.14278
C24H28O12,7424018,507.15082
C25H32O11,19791904,507.18722
C26H36O10,6559792,507.22361
C27H40O9,7465023,507.26006
C24H44O11,10301511,507.28118
C28H44O8,5937230,507.29637
C29H48O7,18210908,507.33276
C30H52O6,4720748,507.36918
C32H60O4,2394250,507.44208
C21H19N1O14,7659917,508.07326
C21H18O15,2520865,509.05732
C25H18O12,2383655,509.0724
C22H22O14,4750128,509.09371
C26H22O11,3918646,509.10895
C23H26O13,4164415,509.13016
C24H30O12,5907278,509.16654
C25H34O11,14144349,509.20292
C18H34N6O11,10482532,509.22151
C26H38O10,4262764,509.23927
C27H42O9,8119163,509.2756
C24H46O11,11539331,509.29671
C28H46O8,7807882,509.31196
C29H50O7,11236249,509.34838
C30H54O6,4795304,509.38477
C32H62O4,5305286,509.45764
C21H21N1O14,3019978,510.0891
C26H25N1O10,4007135,510.14063
C21H20O15,4097632,511.07292
C25H20O12,5504615,511.08827
C22H24O14,5674608,511.10928
C26H24O11,6456950,511.12469
C19H28O16,6155896,511.13053
C23H28O13,2464382,511.14586
C27H28O10,14755461,511.16105
C24H32O12,2368141,511.18212
C28H32O9,2823828,511.19748
C25H36O11,9340572,511.21849
C26H40O10,4279980,511.25484
C27H44O9,9438907,511.29124
C24H48O11,8206020,511.31245
C28H48O8,12506826,511.32767
C29H52O7,5013209,511.36408
C30H56O6,6026984,511.40053
C32H64O4,5494534,511.47324
C21H14N4O12,4139412,513.05335
C24H18O13,7469467,513.06762
C21H22O15,4145571,513.0887
C20H22N2O14,2875816,513.09957
C25H22O12,11684265,513.10391
C36H18O4,6537645,513.11318
C26H26O11,23513528,513.14031
C27H30O10,5681608,513.17668
C28H34O9,3475927,513.213
C25H38O11,9886175,513.23413
C26H42O10,3541487,513.27066
C19H42N6O10,4352502,513.28916
C27H46O9,10111486,513.307
C28H50O8,11684365,513.34337
C29H54O7,6144540,513.37983
C30H58O6,3729963,513.41618
C26H9N7O6,8465204,514.05438
C24H21N1O12,11750215,514.09923
C25H45N3O8,3032992,514.31364
C24H20O13,24546528,515.08323
C21H24O15,4422889,515.10448
C25H24O12,69061872,515.1196
C27H16N8O4,5385457,515.12204
C26H28O11,28331262,515.15594
C27H32O10,11545870,515.19226
C28H36O9,3357981,515.22871
C25H40O11,4201766,515.24979
C29H40O8,5205292,515.26507
C26H44O10,3853621,515.2862
C30H44O7,3087675,515.30141
C27H48O9,7050564,515.32264
C28H52O8,11824467,515.35903
C29H56O7,19508578,515.39544
C28H11N3O8,7700083,516.04737
C22H19N3O12,2419332,516.08962
C15H10N4O17,5642239,516.99689
C15H14N6O15,2820115,517.04427
C23H18O14,3243035,517.06244
C24H22O13,13717546,517.09885
C25H26O12,13946937,517.13526
C18H30O17,3322940,517.14105
C26H30O11,9592904,517.17159
C27H34O10,17707096,517.20794
C24H38O12,4354144,517.22903
C28H38O9,4438119,517.24436
C17H38N6O12,3454056,517.24761
C25H42O11,3121264,517.26554
C29H42O8,14651510,517.28069
C26H46O10,3035263,517.30185
C30H46O7,8241285,517.31708
C27H50O9,4849806,517.3383
C28H54O8,5400733,517.37467
C29H58O7,4178092,517.41115
C23H21N1O13,4303306,518.09408
C23H20O14,8057703,519.07797
C24H24O13,19821430,519.11446
C25H28O12,8860550,519.15086
C18H32O17,3574664,519.15671
C26H32O11,14128021,519.18728
C25H32N2O10,2501530,519.19849
C27H36O10,25547684,519.22362
C24H40O12,3682221,519.24468
C28H40O9,5305267,519.25989
C17H40N6O12,3579829,519.26323
C29H44O8,17060802,519.29629
C26H48O10,2405324,519.31752
C30H48O7,5577682,519.33273
C22H19N1O14,147084560,520.07327
C22H18O15,4763303,521.05743
C23H22O14,6850231,521.09368
C24H26O13,5469894,521.13
C25H30O12,8750805,521.16645
C18H34O17,3673816,521.17227
C26H34O11,13657828,521.2029
C27H38O10,9979636,521.23932
C24H42O12,3897085,521.26046
C28H42O9,6158083,521.27577
C21H42N6O9,4314891,521.29426
C29H46O8,21632786,521.31204
C30H50O7,6479650,521.3484
C26H41N3O8,2287788,522.28226
C14H16N6O16,3403250,523.05525
C22H20O15,6033914,523.07308
C26H20O12,4444672,523.08832
C23H24O14,5016073,523.10941
C27H24O11,5165584,523.12466
C24H28O13,4039192,523.14578
C25H32O12,12384808,523.18212
C26H36O11,4303415,523.21847
C27H40O10,5849671,523.2548
C24H44O12,4532816,523.27601
C28H44O9,6660694,523.29131
C29H48O8,19642982,523.32775
C30H52O7,12569205,523.36418
C33H64O4,2341539,523.47311
C21H19N1O15,3188639,524.06816
C23H14N2O13,2762043,525.04248
C25H18O13,3060038,525.06749
C22H22O15,2594127,525.08858
C26H22O12,10247509,525.10385
C23H26O14,3052894,525.12493
C27H26O11,8138085,525.14028
C24H30O13,3336558,525.16148
C28H30O10,3249524,525.17666
C25H34O12,4715901,525.19786
C26H38O11,3475853,525.23424
C27H42O10,7011740,525.2706
C24H46O12,4009381,525.29167
C28H46O9,6258092,525.30697
C29H50O8,7318971,525.34328
C30H54O7,9727434,525.37966
C21H21N1O15,3758837,526.08394
C26H25N1O11,2706187,526.13546
C25H20O13,9097374,527.08326
C18H24O18,11669664,527.08907
C26H24O12,13320365,527.11961
C23H28O14,2589878,527.1407
C27H28O11,8302781,527.15597
C28H32O10,3883212,527.19231
C25H36O12,2746581,527.21332
C29H36O9,3001564,527.22875
C22H40O14,3076318,527.23448
C27H44O10,7155956,527.2862
C28H48O9,8524036,527.32262
C29H52O8,4892947,527.359
C30H56O7,9982243,527.39539
C22H15N3O13,10306107,528.05342
C24H18O14,15156201,529.06241
C42H10O1,4963306,529.06566
C25H22O13,20341752,529.09878
C26H26O12,20882440,529.13514
C19H30O17,2512906,529.141
C24H26N4O10,9450513,529.15771
C27H30O11,7554072,529.17158
C28H34O10,9364519,529.20795
C21H38O15,2802730,529.21394
C25H38O12,2910256,529.2291
C29H38O9,4265015,529.24441
C26H42O11,3396672,529.26553
C30H42O8,3246150,529.2808
C27H46O10,23635022,529.30191
C28H50O9,7754847,529.33819
C29H54O8,4707438,529.37462
C30H58O7,7808126,529.41096
C31H62O6,4809869,529.44748
C24H21N1O13,3626401,530.09411
C25H25N1O12,3281329,530.13052
C24H20O14,28059462,531.07802
C25H24O13,74442584,531.11449
C27H16N8O5,5515095,531.11705
C26H28O12,9209701,531.15091
C27H32O11,13514612,531.18726
C28H36O10,4419460,531.22357
C25H40O12,3903373,531.24476
C29H40O9,8005524,531.25998
C26H44O11,3122077,531.28117
C30H44O8,5336995,531.29631
C27H48O10,4390828,531.31746
C28H52O9,6531004,531.35388
C29H56O8,3013579,531.39023
C24H23N1O13,2822399,532.10972
C24H22O14,16222885,533.09379
C42H14O1,3665575,533.09698
C25H26O13,21277364,533.13016
C26H30O12,7068357,533.16649
C27H34O11,20802260,533.20286
C28H38O10,5180132,533.23917
C21H38N6O10,4037356,533.25791
C29H42O9,17779444,533.27556
C30H46O8,4774659,533.31194
C29H58O8,3908395,533.40605
C23H21N1O14,9456720,534.08886
C25H29N1O12,3814512,534.16182
C21H16N2O15,2680301,535.04776
C23H20O15,3466743,535.07304
C24H24O14,4982279,535.10936
C25H28O13,4529687,535.14576
C18H32O18,5860889,535.15162
C26H32O12,8400422,535.18209
C23H32N6O9,2686517,535.21583
C27H36O11,28945974,535.21847
C29H28N8O3,2362935,535.22109
C20H36N6O11,2469438,535.23693
C28H40O10,7290438,535.25487
C21H40N6O10,2830926,535.27354
C29H44O9,16092757,535.29129
C22H44N6O9,4101725,535.30989
C30H48O8,4978277,535.32767
C32H56O6,2304644,535.40065
C34H64O4,2809507,535.47326
C15H18N6O16,3574100,537.07089
C23H22O15,6627675,537.08869
C27H22O12,2916706,537.10382
C24H26O14,4919659,537.12499
C28H26O11,2577777,537.14016
C25H30O13,12198266,537.16132
C26H34O12,5849482,537.19769
C27H38O11,17387930,537.23412
C28H42O10,4741546,537.27055
C29H46O9,18862522,537.30699
C30H50O8,9187785,537.34339
C31H54O7,2934233,537.37972
C23H13N3O13,5556981,538.03779
C26H20O13,4773048,539.0832
C23H24O15,2733249,539.10432
C27H24O12,5772488,539.11958
C28H28O11,3412183,539.156
C25H32O13,3176672,539.17691
C29H32O10,2787559,539.19212
C26H36O12,2831600,539.2133
C27H40O11,3398912,539.2497
C28H44O10,4656400,539.2862
C29H48O9,11941151,539.32267
C30H52O8,18232622,539.35906
C31H56O7,3578175,539.39546
C21H19N1O16,26023520,540.06293
C43H10O1,3817490,541.06601
C26H22O13,16504864,541.09884
C19H26O18,7567394,541.10471
C23H26O15,2448425,541.11976
C27H26O12,21116976,541.13524
C28H30O11,5099583,541.17162
C29H34O10,5015631,541.20791
C30H38O9,2489439,541.24441
C27H42O11,4556904,541.26545
C28H46O10,3692664,541.30185
C29H50O9,5890183,541.33827
C30H54O8,7497879,541.37468
C31H58O7,5441703,541.41112
C21H21N1O16,3312072,542.0788
C25H20O14,11156345,543.07806
C24H16N8O8,6310788,543.10208
C26H24O13,12041097,543.11452
C23H28O15,3349395,543.13557
C27H28O12,6704025,543.15084
C24H32O14,3252130,543.17194
C28H32O11,5303209,543.18725
C29H36O10,7408569,543.22358
C30H40O9,3104713,543.25997
C27H44O11,8879058,543.28099
C31H44O8,3687384,543.29628
C28H48O10,6441954,543.31754
C29H52O9,3482609,543.3539
C30H56O8,6978561,543.39034
C31H60O7,10746897,543.42674
C25H23N1O13,3423545,544.10965
C24H18O15,2461397,545.05722
C42H10O2,3775191,545.0606
C25H22O14,26173156,545.09363
C18H26O19,65601256,545.09951
C26H26O13,12644085,545.13008
C27H30O12,7491333,545.16647
C20H34O17,3573511,545.1724
C28H34O11,12189460,545.20292
C29H38O10,7405349,545.23929
C26H42O12,2972462,545.26053
C30H42O9,5316404,545.2757
C27H46O11,14597949,545.2968
C31H46O8,6045508,545.31198
C28H50O10,4083533,545.33313
C30H58O8,3723117,545.40581
C25H25N1O13,9142438,546.12543
C24H20O15,72745536,547.07302
C25H24O14,185369168,547.10937
C26H28O13,7070307,547.14569
C27H32O12,9163378,547.18205
C28H36O11,6775426,547.21848
C29H40O10,8696466,547.25489
C30H44O9,9175714,547.29131
C27H48O11,3554987,547.31248
C31H48O8,3308210,547.32771
C28H52O10,2558651,547.34889
C30H19N3O8,4498440,548.10988
C16H18N6O16,5207467,549.07089
C24H22O15,4081075,549.08865
C42H14O2,10909108,549.09204
C28H22O12,5481914,549.10381
C25H26O14,4928963,549.125
C29H26O11,2359754,549.14048
C26H30O13,4298195,549.16138
C19H34O18,5684694,549.16743
C27H34O12,10642915,549.19781
C28H38O11,5236211,549.23417
C21H38N6O11,3281403,549.25283
C29H42O10,9860610,549.27043
C22H42N6O10,2874891,549.28904
C30H46O9,3835410,549.30679
C31H50O8,2883106,549.34335
C32H54O7,3106354,549.37974
C23H21N1O15,4751207,550.08387
C24H24O15,2948390,551.10426
C25H28O14,3744054,551.1406
C26H32O13,4163910,551.17703
C30H32O10,3286348,551.19215
C23H36O15,5491023,551.19823
C27H36O12,11192661,551.21337
C28H40O11,4057445,551.24986
C29H44O10,10393973,551.28622
C30H48O9,4368774,551.32265
C31H52O8,2626965,551.359
C32H56O7,5255589,551.39536
C34H64O5,3244485,551.46822
C27H23N1O12,2757345,552.11459
C28H27N1O11,2499313,552.15128
C26H18O14,2676866,553.06242
C44H10O1,3266691,553.06594
C23H22O16,2575499,553.08342
C27H22O13,5602450,553.09885
C24H26O15,3116187,553.11993
C28H26O12,6055074,553.13528
C25H30O14,2452651,553.15651
C26H34O13,2690235,553.19264
C30H34O10,3219650,553.20793
C27H38O12,8555723,553.22909
C28H42O11,3030235,553.26536
C29H46O10,10644715,553.30179
C30H50O9,5557499,553.33822
C31H54O8,3110155,553.37466
C32H58O7,5027099,553.41104
C34H66O5,4242747,553.48383
C27H24O13,6664202,555.11446
C28H28O12,6156314,555.15083
C29H32O11,4192298,555.18716
C30H36O10,4359226,555.2233
C19H36N6O13,13512764,555.22693
C29H48O10,5765220,555.31751
C30H52O9,6959220,555.35392
C34H68O5,2383028,555.49953
C21H19N1O17,105288104,556.05797
C18H23N1O19,7692724,556.07898
C26H22O14,20697974,557.09368
C27H26O13,12350341,557.13009
C28H30O12,6003606,557.16649
C29H34O11,5155750,557.20291
C30H38O10,4555702,557.23925
C27H42O12,3172287,557.26034
C35H42O6,2507213,557.29106
C28H46O11,2893775,557.29672
C29H50O10,7447519,557.33303
C30H54O9,6452208,557.36947
C31H58O8,3087360,557.4059
C32H62O7,3091472,557.4422
C33H66O6,12846112,557.47876
C26H25N1O13,2443583,558.12538
C25H20O15,4089572,559.07298
C26H24O14,17667828,559.10939
C15H24N6O17,2434806,559.11231
C19H28O19,12302071,559.11525
C23H28O16,2439934,559.13065
C27H28O13,8034053,559.14581
C24H32O15,5596942,559.16698
C28H32O12,6313749,559.18218
C29H36O11,13858597,559.21855
C30H40O10,4341557,559.25491
C27H44O12,7182143,559.276
C31H44O9,12359493,559.29127
C28H48O11,4091726,559.31236
C30H56O9,4552559,559.38508
C31H60O8,3115903,559.42165
C26H27N1O13,2708672,560.14105
C42H10O3,2428504,561.05576
C25H22O15,14137958,561.0887
C25H18N6O10,3450476,561.10111
C26H26O14,19118710,561.12507
C30H26O11,15489661,561.1403
C27H30O13,5773959,561.16142
C20H34O18,5616266,561.16728
C28H34O12,9255575,561.19774
C29H38O11,11999911,561.23411
C30H42O10,4688568,561.27054
C27H46O12,8915649,561.29168
C31H46O9,15456968,561.30692
C30H58O9,2559730,561.40092
C31H62O8,2660098,561.4372
C25H25N1O14,12905524,562.12034
C26H25N7O8,4060234,562.16941
C25H24O15,8007149,563.10433
C29H24O12,11550196,563.11963
C26H28O14,46112252,563.14072
C15H28N6O17,3440126,563.14364
C27H32O13,3927565,563.17702
C28H36O12,5828126,563.21338
C21H36N6O12,4406822,563.23158
C29H40O11,17243694,563.24975
C30H44O10,4271679,563.28614
C27H48O12,12082760,563.30733
C31H48O9,3334735,563.32268
C32H52O8,3456607,563.35914
C25H26O15,2375031,565.12002
C29H26O12,6453630,565.13514
C26H30O14,2623880,565.15616
C27H34O13,4655512,565.19262
C28H38O12,3596712,565.22909
C29H42O11,8671673,565.26553
C30H46O10,3637705,565.30199
C31H50O9,3349978,565.33839
C32H54O8,4651498,565.37467
C34H62O6,2756107,565.44754
C25H45N1O13,2513796,566.28164
C27H20O14,3301612,567.07777
C45H12O1,14746861,567.08163
C28H24O13,10986748,567.11446
C25H28O15,2503942,567.13552
C29H28O12,4588813,567.15079
C30H32O11,2568477,567.18734
C27H36O13,5340455,567.20824
C28H40O12,2320695,567.24461
C36H40O6,3310917,567.27548
C29H44O11,4517192,567.28107
C30H48O10,4279641,567.31749
C31H52O9,3092841,567.354
C32H56O8,7730553,567.39035
C34H64O6,3192218,567.46313
C28H27N1O12,6033104,568.14608
C44H10O2,4792432,569.06084
C23H22O17,2395256,569.07848
C27H22O14,9877631,569.09373
C28H26O13,9934992,569.13015
C29H30O12,3750048,569.16644
C30H34O11,4632753,569.20273
C31H38O10,2363585,569.23906
C29H46O11,3039451,569.29659
C30H50O10,4317420,569.33321
C31H54O9,2786557,569.36953
C32H58O8,4417805,569.40605
C33H62O7,3301662,569.44243
C34H66O6,3379502,569.47859
C22H21N1O17,5687870,570.07371
C27H25N1O13,11942485,570.12542
C28H8N6O9,4221938,571.02807
C21H12N6O14,3492852,571.03401
C27H24O14,11369495,571.10943
C28H28O13,9387047,571.1458
C29H32O12,4316216,571.18216
C19H36N6O14,66301004,571.22191
C37H28N6O1,4877388,571.22491
C29H48O11,3238004,571.31232
C30H52O10,8559748,571.34881
C32H60O8,3198118,571.4216
C33H64O7,3310775,571.4581
C34H68O6,10452167,571.49445
C18H23N1O20,12783057,572.07394
C38H15N5O2,3648996,572.11511
C26H22O15,8581027,573.08863
C27H26O14,14618548,573.12508
C28H30O13,11128772,573.16148
C29H34O12,5545941,573.19795
C37H34O6,2753507,573.22851
C30H38O11,5576678,573.23418
C31H42O10,4950007,573.27067
C28H46O12,4048896,573.29176
C32H46O9,3749895,573.30694
C30H54O10,4192290,573.36438
C26H25N1O14,4895102,574.12027
C27H29N1O13,7254415,574.15673
C27H49N3O10,3967457,574.33472
C35H12N8O2,2380611,575.10119
C26H24O15,26161988,575.10423
C30H24O12,6902604,575.11949
C27H28O14,11522901,575.14066
C28H32O13,5094247,575.17705
C29H36O12,8229752,575.2135
C30H40O11,5198728,575.24995
C27H44O13,4000658,575.27094
C31H44O10,7599001,575.28627
C28H48O12,6583203,575.30738
C32H48O9,3519402,575.32267
C30H56O10,2348996,575.3803
C29H19N7O7,8226079,576.12731
C26H27N1O14,3988771,576.13575
C46H10O1,3643091,577.06579
C25H22O16,2516699,577.0836
C29H22O13,6002402,577.09883
C26H26O15,6706924,577.1201
C30H26O12,151107312,577.13521
C27H30O14,8292093,577.15632
C28H34O13,4413198,577.19255
C29H38O12,9738015,577.22901
C19H42N6O14,22124338,577.26881
C27H46O13,12379961,577.28656
C31H46O10,6446913,577.3018
C32H50O9,3113810,577.33833
C35H21N3O6,4331717,578.13556
C28H20O14,2919038,579.07815
C29H24O13,22911630,579.11449
C26H28O15,4907673,579.13572
C30H28O12,12892832,579.1509
C27H32O14,2871978,579.17195
C20H32N6O14,4104883,579.19065
C28H36O13,3674811,579.20837
C29H40O12,10271436,579.24471
C19H44N6O14,6277855,579.28447
C27H48O13,7097063,579.30213
C32H52O9,3625727,579.35379
C34H60O7,2699041,579.42675
C28H22O14,11095600,581.09372
C29H26O13,22052418,581.13011
C26H30O15,3757644,581.1513
C30H30O12,4748883,581.16649
C27H34O14,2786909,581.1877
C31H34O11,2608740,581.20278
C28H38O13,2566766,581.22394
C29H42O12,4312703,581.26032
C31H50O10,2815649,581.33315
C32H54O9,4118194,581.36963
C33H58O8,2860739,581.4059
C34H62O7,3198677,581.44237
C24H25N1O16,2877456,582.11011
C27H20O15,4434392,583.07298
C28H24O14,19046888,583.10943
C29H28O13,11575802,583.14586
C30H32O12,3877387,583.18225
C31H36O11,5114397,583.21849
C21H40N6O13,5438000,583.25825
C33H44O9,5751359,583.2913
C31H52O10,2752090,583.34869
C32H56O9,4819564,583.38523
C33H60O8,3360381,583.42166
C34H64O7,2421390,583.45815
C35H68O6,13558431,583.49451
C32H15N3O9,2573235,584.07357
C28H27N1O13,3525587,584.14107
C27H22O15,8979862,585.08857
C28H26O14,13944231,585.12494
C29H30O13,8615353,585.16138
C30H34O12,5600715,585.19773
C31H38O11,4730332,585.23408
C20H38N6O14,5246430,585.2376
C32H42O10,2811373,585.27074
C33H46O9,7669247,585.30699
C30H50O11,5322249,585.32819
C31H54O10,6526490,585.36457
C32H58O9,3614251,585.40084
C33H62O8,3108413,585.43725
C35H70O6,38520416,585.50996
C27H25N1O14,35620740,586.12033
C27H24O15,14330203,587.10428
C20H28O20,6041950,587.11005
C28H28O14,12564845,587.1407
C29H32O13,5857662,587.17716
C30H36O12,5656976,587.21342
C31H40O11,4915617,587.24995
C28H44O13,2687404,587.27103
C32H44O10,3572147,587.28645
C29H48O12,5951933,587.30743
C33H48O9,12024260,587.32257
C30H52O11,3467727,587.34384
C32H60O9,2371057,587.41641
C33H64O8,3393027,587.45282
C27H27N1O14,6376268,588.13588
C28H31N1O13,3578717,588.17229
C30H14N4O10,2363660,589.06352
C26H22O16,3224854,589.0836
C30H22O13,3699997,589.09905
C23H26O18,3495200,589.10486
C27H26O15,15691047,589.12001
C28H30O14,13942073,589.15639
C21H34O19,9649467,589.16217
C29H34O13,4140362,589.1927
C30H38O12,6380892,589.22906
C31H42O11,6210926,589.26535
C28H46O13,2576760,589.2866
C32H46O10,4349311,589.30181
C33H50O9,8764817,589.33821
C26H25N1O15,13913865,590.11525
C26H24O16,11968744,591.0991
C30H24O13,17182960,591.11437
C27H28O15,7225594,591.13561
C31H28O12,5492993,591.15077
C28H32O14,4194572,591.17188
C29H36O13,4639005,591.20831
C30H40O12,4966703,591.24468
C27H44O14,2555193,591.26594
C31H44O11,9371969,591.28123
C28H48O13,4346187,591.30228
C32H48O10,3135826,591.31757
C33H52O9,4165988,591.35407
C36H64O6,4051353,591.46302
C16H27N5O19,2697948,592.12246
C27H47N1O13,3049265,592.29724
C29H22O14,9626807,593.09373
C26H26O16,4625602,593.1148
C30H26O13,142267600,593.1301
C36H18N8O2,2344146,593.14818
C27H30O15,19510484,593.15125
C20H34O20,3144918,593.15695
C31H30O12,3615963,593.16638
C21H38O19,3159272,593.19346
C29H38O13,4627703,593.22406
C19H42N6O15,27538698,593.26381
C27H46O14,7398676,593.28156
C31H46O11,6276379,593.29679
C32H50O10,3319085,593.33319
C33H54O9,2709823,593.36947
C36H66O6,5838197,593.47871
C39H37N3O3,3643133,594.2764
C28H20O15,2534534,595.07293
C38H12N8O1,2754711,595.10612
C29H24O14,28448920,595.1094
C33H20N6O6,6781094,595.13692
C30H28O13,49518764,595.14582
C31H32O12,2802876,595.18214
C28H36O14,2428103,595.20326
C29H40O13,3651801,595.23982
C27H48O14,2774261,595.29698
C31H48O11,2650365,595.31232
C32H52O10,3220751,595.34869
C33H56O9,2701601,595.3851
C36H68O6,6431063,595.49435
C28H22O15,19070062,597.08873
C38H14N8O1,3939455,597.12193
C29H26O14,25369728,597.12513
