formula,intensity,m/z
C18H21N1O9,1625003,394.11433
C18H37N1O8,1088961,394.24475
C19H41N1O7,5889479,394.28109
C16H12O12,921920,395.02564
C17H16O11,101903944,395.06203
C21H16O8,2086472,395.07728
C14H20O13,895561,395.08328
C18H20O10,117698120,395.09837
C19H24O9,2326098,395.13477
C20H28O8,6272600,395.17118
C21H32O7,12287582,395.20754
C22H36O6,4818532,395.24388
C15H36N6O6,3018343,395.26252
C23H40O5,2088554,395.28038
C18H23N1O9,999670,396.12999
C17H35N1O9,966405,396.22377
C16H14O12,1538957,397.04115
C20H14O9,1281424,397.05648
C17H18O11,5742484,397.07765
C21H18O8,1623446,397.0929
C14H22O13,926871,397.09866
C18H22O10,6643610,397.11405
C17H22N2O9,1328540,397.12527
C20H30O8,11947942,397.18678
C21H34O7,9691052,397.22331
C22H38O6,2982834,397.25958
C18H4N6O6,948443,399.01208
C16H16O12,1217251,399.05683
C20H16O9,3895525,399.07218
C17H20O11,1533161,399.09325
C21H20O8,2343148,399.10856
C18H24O10,1665775,399.12968
C19H28O9,2552054,399.16608
C20H32O8,4899068,399.20248
C21H36O7,5849346,399.23885
C22H40O6,2307336,399.27527
C23H44O5,1179918,399.31155
C22H44N2O4,1306896,399.32298
C21H23N1O7,984989,400.14033
C20H35N1O7,999598,400.23424
C15H14O13,901690,401.03625
C19H14O10,3286588,401.05145
C20H18O9,8757827,401.08784
C13H22O14,1723460,401.09362
C17H22O11,1850950,401.10902
C21H22O8,1635401,401.12423
C14H26O13,1808970,401.12991
C18H26O10,1968717,401.1453
C22H26O7,21115472,401.16055
C19H30O9,1732691,401.1817
C23H30O6,3227222,401.19705
C20H34O8,2251354,401.21813
C24H34O5,1085532,401.23344
C21H38O7,4418144,401.25448
C22H42O6,1864806,401.29085
C14H17N3O11,934130,402.07901
C18H29N1O9,928515,402.17692
C19H16O10,5372834,403.06708
C20H20O9,5456809,403.1035
C19H20N2O8,1309099,403.11478
C17H24O11,2023852,403.12458
C21H24O8,3019695,403.13989
C18H28O10,1052083,403.16096
C22H28O7,172651440,403.17622
C19H32O9,1144249,403.1973
C23H32O6,2401212,403.21258
C20H36O8,1939392,403.23383
C24H36O5,5231555,403.24908
C21H40O7,2997191,403.27013
C22H44O6,11879373,403.30648
C14H15N1O13,13222995,404.04691
C12H23N1O14,5893214,404.10461
C11H10N4O13,1394436,405.01724
C18H14O11,2504970,405.04628
C19H18O10,9782544,405.08275
C20H22O9,25974038,405.11909
C21H26O8,3394846,405.15549
C10H26N6O11,947230,405.15873
C22H30O7,7775524,405.1919
C23H34O6,5449003,405.22828
C24H38O5,5205298,405.26461
C21H42O7,2140470,405.2859
C24H13N3O4,4529610,406.08337
C18H33N1O9,2286049,406.20829
C17H12O12,3052154,407.02565
C18H16O11,4049537,407.06204
C19H20O10,7173768,407.09835
C20H24O9,4658830,407.13477
C21H28O8,3875477,407.1712
C18H32O10,860057,407.19229
C22H32O7,5457564,407.20753
C23H36O6,5719715,407.24391
C24H40O5,7036586,407.28038
C19H11N3O8,1120059,408.04747
C20H27N1O8,935250,408.16644
C17H31N1O10,1297750,408.18741
C17H14O12,2732026,409.04125
C21H14O9,958717,409.05656
C10H14N6O12,1012733,409.05984
C32H10O1,2160127,409.06585
C18H18O11,7200769,409.07765
C22H18O8,2318340,409.09288
C19H22O10,5439496,409.11403
C20H26O9,3031055,409.15048
C21H30O8,8230934,409.18682
C22H34O7,6150173,409.22317
C23H38O6,4556836,409.25957
C24H42O5,2364459,409.29597
C18H21N1O10,2112201,410.10927
C20H25N7O3,49395932,410.19465
C16H12O13,914813,411.02063
C17H16O12,2611588,411.05694
C21H16O9,2886023,411.07228
C10H16N6O12,1326984,411.07554
C14H20O14,4105608,411.07809
C18H20O11,3859851,411.09338
C22H20O8,1369486,411.10847
C15H24O13,980367,411.11451
C19H24O10,1629074,411.12965
C20H28O9,4489626,411.16608
C21H32O8,5978529,411.2025
C22H36O7,4700584,411.23881
C23H40O6,1076655,411.27518
C24H44O5,930998,411.31154
C16H15N1O12,1409098,412.0523
C16H14O13,1246224,413.03625
C20H14O10,1956627,413.05141
C21H18O9,8276763,413.0878
C18H22O11,1342751,413.10879
C22H22O8,1250082,413.12412
C15H26O13,1711395,413.12997
C19H26O10,1450278,413.1453
C20H30O9,2677550,413.18178
C21H34O8,5817141,413.21808
C22H38O7,2477885,413.25451
C23H42O6,1545540,413.29099
C24H46O5,1064267,413.3271
C15H8N6O9,1703081,415.02816
C16H16O13,1104558,415.05177
C20H16O10,47414448,415.0671
C17H20O12,1113270,415.08825
C21H20O9,16415929,415.10351
C18H24O11,1742013,415.12462
C22H24O8,4721857,415.13984
C15H28O13,2966722,415.14566
C19H28O10,943301,415.16095
C23H28O7,1644232,415.17619
C20H32O9,2625741,415.19739
C24H32O6,1156816,415.21268
C21H36O8,2925780,415.23378
C22H40O7,1792220,415.2701
C23H44O6,1015907,415.30655
C21H23N1O8,2438545,416.13515
C19H14O11,1559634,417.04634
C12H14N6O11,970838,417.0648
C20H18O10,16146010,417.08277
C17H22O12,1366111,417.10391
C21H22O9,5154402,417.11913
C18H26O11,899942,417.14015
C22H26O8,51953256,417.15547
C23H30O7,4591218,417.1919
C20H34O9,3433078,417.213
C24H34O6,3622521,417.22835
C21H38O8,2398846,417.24933
C22H42O7,2123397,417.28566
C23H46O6,949645,417.32219
C20H21N1O9,2533176,418.11442
C20H20O10,6946829,419.09841
C21H24O9,3511317,419.13475
C22H28O8,131629088,419.17113
C23H32O7,4470821,419.20754
C20H36O9,1441322,419.22879
C24H36O6,16760877,419.24395
C21H40O8,4040754,419.26504
C25H40O5,3111989,419.28031
C22H44O7,33865784,419.30141
C21H43N1O7,8769813,420.29672
C18H14O12,1510331,421.04123
C11H14N6O12,11207103,421.05986
C28H10N2O3,1392575,421.06172
C19H18O11,7358915,421.0776
C20H22O10,8028619,421.11406
C11H26N4O13,1680849,421.14251
C21H26O9,4798931,421.15045
C22H30O8,3423707,421.18676
C23H34O7,9216483,421.22314
C24H38O6,10387948,421.2596
C25H42O5,9507316,421.29598
C20H9N1O10,1078678,422.01558
C19H21N1O10,1155755,422.10936
C18H16O12,2698114,423.05695
C22H16O9,1267078,423.07219
C15H20O14,1205127,423.07824
C19H20O11,12182411,423.09334
C12H20N6O11,1158031,423.11181
C20H24O10,5131155,423.12965
C21H28O9,2855835,423.16598
C10H28N6O12,1298588,423.16929
C14H28N6O9,1437088,423.18465
C18H32O11,2330528,423.18718
C22H32O8,4551588,423.2025
C23H36O7,7881644,423.23886
C24H40O6,39486388,423.27519
C25H44O5,1328573,423.31167
C22H18O9,54084952,425.08781
C19H22O11,2983261,425.1089
C23H22O8,1551200,425.12421
C21H30O9,2609518,425.18183
C22H34O8,3925366,425.21811
C23H38O7,2478975,425.25467
C24H42O6,11408775,425.29087
C25H46O5,1104784,425.32726
C17H33N1O11,1648221,426.19805
C25H49N1O4,1186947,426.35892
C20H12O11,1008419,427.03076
C21H16O10,7210796,427.06708
C18H20O12,1065264,427.08822
C22H20O9,2847540,427.10351
C11H20N6O12,1256245,427.10665
C15H24O14,916661,427.1093
C19H24O11,1113401,427.12459
C23H24O8,1028413,427.13996
C20H28O10,1518402,427.16109
C21H32O9,3082059,427.19744
C22H36O8,3308371,427.23376
C23H40O7,1167708,427.27
C24H44O6,1698149,427.30651
C25H48O5,1151341,427.3429
C18H39N1O10,2346055,428.24997
C20H14O11,2148617,429.04639
C21H18O10,22481170,429.08276
C22H22O9,1846042,429.1191
C11H22N6O12,3407131,429.12246
C23H26O8,1364771,429.15539
C20H30O10,1147176,429.17661
C22H38O8,1269562,429.24945
C23H42O7,1621827,429.28582
C24H46O6,1192780,429.32219
C20H16O11,12266232,431.062
C21H20O10,51137280,431.09843
C14H24O15,29772546,431.10428
C22H24O9,7830283,431.13482
C15H28O14,12937996,431.14064
C23H28O8,2860820,431.17113
C24H32O7,2687773,431.20753
C21H36O9,3015458,431.22872
C25H36O6,2382630,431.24398
C22H40O8,1486123,431.26501
C21H23N1O9,1131523,432.13007
C19H14O12,1493737,433.04132
C20H18O11,19516658,433.07762
C21H22O10,5688572,433.11402
C22H26O9,44698884,433.15043
C23H30O8,2981134,433.18688
C20H34O10,1571091,433.20799
C24H34O7,8719639,433.22318
C21H38O9,1099292,433.24428
C25H38O6,2928928,433.25954
C22H42O8,1055014,433.28083
C26H42O5,2668842,433.29589
C23H46O7,1633071,433.31713
C25H13N3O5,1848305,434.07818
C20H21N1O10,7278073,434.10931
C15H12N6O10,4349676,435.05412
C19H16O12,2709228,435.05684
C20H20O11,9420534,435.0933
C24H20O8,4863738,435.10854
C21H24O10,5238527,435.12972
C22H28O9,11575048,435.1661
C11H28N6O12,8679177,435.16941
C23H32O8,6184722,435.20242
C12H32N6O11,2026771,435.20566
C24H36O7,20328220,435.23881
C25H40O6,6657829,435.27525
C22H44O8,1343786,435.29649
C26H44O5,8085294,435.31163
C17H11N1O13,1349605,436.01589
C20H23N1O10,1466369,436.12495
C11H14N6O13,15016181,437.05476
C19H18O12,3991801,437.07257
C20H22O11,7346435,437.10898
C24H22O8,4442375,437.12428
C21H26O10,7508237,437.1454
C22H30O9,2445590,437.1817
C15H30N6O9,5544219,437.2003
C23H34O8,8720672,437.21809
C24H38O7,13447465,437.25452
C25H42O6,11608371,437.29091
C26H46O5,1619260,437.32726
C19H21N1O11,3463690,438.10413
C22H16O10,2304778,439.06697
C33H12O2,36918028,439.0763
C19H20O12,8274704,439.08813
C12H20N6O12,20394772,439.10684
C29H16N2O3,2016021,439.10862
C20H24O11,4850458,439.12466
C21H28O10,1592611,439.16101
C22H32O9,3194669,439.19737
C23H36O8,4774711,439.23372
C24H40O7,9610048,439.27014
C26H48O5,1089364,439.34279
C21H11N7O5,1377305,440.07497
C22H18O10,2533594368,441.0827
C23H22O9,4283700,441.11901
C12H22N6O12,1154357,441.12235
C20H26O11,1190714,441.14029
C24H26O8,1096510,441.15545
C24H42O7,3124578,441.28583
C23H13N3O7,856631,442.06809
C21H16O11,37361480,443.06202
C22H20O10,8370004,443.09838
C24H28O8,1880424,443.1711
C13H28N6O11,1390441,443.17451
C21H32O10,1299310,443.19245
C22H36O9,1450359,443.22863
C23H40O8,1793922,443.26506
C24H44O7,2134924,443.30135
C20H14O12,2133362,445.04127
C21H18O11,87169400,445.07764
C22H22O10,3255686,445.11406
C11H22N6O13,1976199,445.11733
C23H26O9,1920400,445.15042
C24H30O8,2010523,445.18688
C25H34O7,1911205,445.2231
C22H38O9,1290155,445.24427
C26H38O6,1522607,445.25956
C23H42O8,1350069,445.28056
C27H42O5,1694649,445.29603
C24H46O7,1978303,445.3171
C25H50O6,1308617,445.35354
C20H16O12,36707244,447.05689
C21H20O11,27237304,447.0933
C22H24O10,7625666,447.12972
C23H28O9,2468812,447.16607
C20H32O11,1385426,447.18733
C24H32O8,3435479,447.20243
C13H32N6O11,2011096,447.20576
C25H36O7,4406241,447.23875
C26H40O6,1441259,447.27524
C23H44O8,2237425,447.29637
C27H44O5,14822390,447.31166
C24H48O7,13544444,447.33278
C21H23N1O10,906975,448.12513
C22H10O11,2152929,449.01522
C20H18O12,27713010,449.07255
C21H22O11,4929020,449.10895
C22H26O10,5244423,449.14537
C23H30O9,2854417,449.18169
C24H34O8,5373468,449.21807
C28H34O5,1053984,449.23332
C25H38O7,4193830,449.25451
C26H42O6,4322865,449.29092
C27H46O5,23289404,449.32729
C20H21N1O11,1347870,450.10423
C20H20O12,7079999,451.08823
C24H20O9,28745796,451.10348
C21H24O11,3975242,451.12458
C22H28O10,3901524,451.16103
C23H32O9,3799135,451.19737
C16H32N6O9,10874980,451.21597
C24H36O8,8474730,451.23372
C25H40O7,5505141,451.2701
C26H44O6,9678975,451.30655
C27H48O5,2367626,451.34298
C20H23N1O11,2709872,452.11986
C19H18O13,1898122,453.06748
C23H18O10,923279,453.0828
C16H22O15,1711249,453.08865
C20H22O12,8651413,453.10383
C24H22O9,6632090,453.11911
C21H26O11,2969248,453.14032
C22H30O10,2045611,453.17675
C23H34O9,3347126,453.21309
C24H38O8,9667265,453.24941
C25H42O7,2641612,453.28578
C26H46O6,1037526,453.3223
C22H16O11,34743524,455.06212
C23H20O10,47031532,455.09841
C20H24O12,3583220,455.11953
C24H24O9,3796217,455.13477
C23H36O9,2795797,455.22876
C23H32N6O4,977177,455.2414
C24H40O8,7421217,455.26509
C25H44O7,3388715,455.30144
C26H48O6,1069366,455.33771
C21H11N7O6,2664981,456.06982
C22H19N1O10,2511389,456.09365
C20H43N1O10,1035094,456.2813
C22H18O11,6180546560,457.0776
C20H26O12,2069340,457.1352
C25H30O8,1335148,457.18679
C22H34O10,1129842,457.20802
C26H34O7,1040759,457.22308
C23H38O9,2221950,457.24414
C24H42O8,2963337,457.28072
C25H46O7,1859988,457.31713
C26H50O6,888735,457.35351
C28H17N3O4,1060490,458.1146
C24H45N1O7,1157832,458.31222
C21H16O12,11180463,459.05688
C22H20O11,26282426,459.0933
C23H24O10,3274182,459.12976
C24H28O9,4301265,459.16609
C25H32O8,2194908,459.20242
C26H36O7,1732072,459.23885
C15H36N6O10,5298665,459.24219
C23H40O9,1751534,459.26005
C27H40O6,1628147,459.27519
C24H44O8,2038266,459.29642
C25H48O7,1293829,459.33288
C26H52O6,1080592,459.36921
C20H14O13,1286684,461.0361
C21H18O12,52898856,461.07259
C22H22O11,5993523,461.10899
C23H26O10,2391102,461.14536
C24H30O9,4209738,461.18175
C25H34O8,9366613,461.21813
C26H38O7,2401377,461.25453
C23H42O9,1125991,461.27554
C27H42O6,4981869,461.2909
C24H46O8,1720947,461.312
C28H46O5,2970744,461.32731
C25H50O7,2532479,461.34832
C20H17N1O12,3632483,462.06792
C20H16O13,5942941,463.05186
C21H20O12,87502504,463.08825
C18H24O14,918191,463.10925
C22H24O11,4570804,463.12461
C23H28O10,3538623,463.16097
C22H28N2O9,1194179,463.17218
C20H32O12,2368198,463.18218
C24H32O9,3022539,463.19732
C13H32N6O12,4034252,463.20077
C21H36O11,1359570,463.21849
C25H36O8,7933655,463.23378
C26H40O7,2713314,463.27011
C27H44O6,22490862,463.30656
C28H48O5,3649274,463.34293
C21H23N1O11,1049587,464.11997
C20H18O13,4079909,465.06754
C24H18O10,1702186,465.08272
C21H22O12,6574385,465.10391
C25H22O9,1325366,465.1191
C22H26O11,4401469,465.14026
C23H30O10,2661705,465.17667
C24H34O9,3002709,465.21297
C17H34N6O9,15921498,465.23165
C25H38O8,5046624,465.24944
C26H42O7,4540780,465.28583
C27H46O6,25104760,465.32223
C19H17N1O13,1026665,466.06284
C21H25N1O11,881536,466.13535
C19H16O14,1528234,467.04684
C15H20N2O15,1215413,467.07904
C20H20O13,3321782,467.08318
C24H20O10,13202363,467.09837
C21H24O12,3652546,467.1196
C25H24O9,108180424,467.13481
C22H28O11,1417166,467.15589
C15H28N6O11,1143252,467.17436
C23H32O10,1516506,467.19236
C24H36O9,3812326,467.22872
C25H40O8,7549938,467.26503
C26H44O7,2867198,467.3015
C27H48O6,1032714,467.33775
C20H23N1O12,1685770,468.1148
C22H14O12,1251388,469.04117
C19H18O14,2332227,469.06233
C23H18O11,3968584,469.07775
C16H22O16,1834058,469.08365
C20H22O13,4169295,469.09885
C24H22O10,6989397,469.11405
C21H26O12,4077148,469.13515
C25H26O9,2696801,469.15045
C22H30O11,914535,469.17154
C26H30O8,1020013,469.18678
C23H34O10,1637492,469.20794
C24H38O9,4001408,469.24441
C25H42O8,2356876,469.28073
C26H46O7,1024152,469.31703
C30H46O4,993949,469.33234
C27H50O6,1660580,469.35345
C22H17N1O11,1057684,470.07282
C23H21N1O10,933536,470.10927
C23H41N3O7,2999259,470.28737
C22H16O12,140294368,471.05688
C23H20O11,171423984,471.09328
C20H24O13,2923760,471.1144
C24H24O10,8870133,471.12974
C17H28O15,2513144,471.13558
C21H28O12,1194237,471.1507
C25H28O9,8251650,471.16613
C26H32O8,1132302,471.20243
C23H36O10,1901845,471.22354
C27H36O7,1365274,471.2388
C24H40O9,1919777,471.26002
C29H44O5,6799667,471.31166
C26H48O7,1865018,471.3327
C21H14O13,925049,473.03621
C22H18O12,86326152,473.0726
C23H22O11,4713362,473.10898
C24H26O10,3518366,473.14536
C17H30O15,1277856,473.15128
C21H30O12,3100582,473.16639
C25H30O9,2190251,473.18178
C26H34O8,1565623,473.21797
C15H34N6O11,6036409,473.22145
C23H38O10,1492414,473.23929
C27H38O7,1635780,473.25448
C24H42O9,2272203,473.27573
C18H42N4O10,1009613,473.28264
C25H46O8,983255,473.31205
C29H46O5,6403036,473.32729
C26H50O7,1422308,473.34847
C28H21N5O3,956919,474.15695
C17H12N6O11,7495209,475.04915
C21H16O13,8158762,475.05184
C22H20O12,56540728,475.08825
C23H24O11,1945155,475.12464
C24H28O10,4232783,475.16094
C21H32O12,1397846,475.18201
C25H32O9,4720220,475.19737
C26H36O8,1910376,475.23363
C23H40O10,1084784,475.25505
C27H40O7,3708533,475.2702
C24H44O9,2251388,475.29138
C29H48O5,6117006,475.34288
C21H18O13,21586146,477.06732
C26H14N4O6,5681384,477.08388
C22H22O12,6932718,477.10381
C21H22N2O11,1423602,477.11491
C23H26O11,2544891,477.14024
C24H30O10,6969608,477.17669
C25H34O9,8347924,477.21306
C18H34N6O9,929051,477.2314
C26H38O8,3174689,477.24946
C27H42O7,6183214,477.28583
C24H46O9,1988405,477.30698
C28H46O6,3685690,477.32221
C29H50O5,3240263,477.35854
C20H17N1O13,198033984,478.0628
C17H21N1O15,1013827,478.08372
C22H25N1O11,1215061,478.13546
C21H20O13,115360672,479.08317
C22H24O12,3332014,479.11945
C26H24O9,1180851,479.13493
C23H28O11,2794427,479.15592
C22H28N2O10,2149311,479.16715
C24H32O10,2294728,479.19237
C13H32N6O13,2477001,479.19562
C17H32N6O10,2134990,479.21095
C25H36O9,7934932,479.22872
C26H40O8,2784225,479.26508
C27H44O7,10298350,479.30147
C28H48O6,4146171,479.33778
C29H52O5,943111,479.3742
C20H18O14,16959068,481.06232
C24H18O11,1852001,481.07768
C21H22O13,4779624,481.09878
C25H22O10,7661166,481.11405
C22H26O12,3224181,481.13516
C26H26O9,2568827,481.15056
C23H30O11,1782402,481.17151
C16H30N6O11,4529801,481.19009
C24H34O10,2205327,481.208
C25H38O9,5047964,481.2444
C26H42O8,3950249,481.28076
C27H46O7,4855478,481.31711
C28H50O6,1355459,481.35352
C21H41N1O11,3187717,482.2606
C15H20N2O16,3490088,483.07424
C20H20O14,20236586,483.07804
C24H20O11,4798767,483.09328
C17H24O16,1008433,483.09932
C21H24O13,5892407,483.11453
C25H24O10,184404288,483.12973
C25H20N6O5,1212736,483.14235
C26H28O9,10918217,483.1661
C23H32O11,996689,483.18726
C24H36O10,1886558,483.2237
C25H40O9,4202859,483.25994
C26H44O8,1770360,483.2965
C27H48O7,2115973,483.33279
C28H52O6,1925522,483.36918
C21H43N1O11,2537176,484.27629
C23H18O12,11774967,485.07258
C24H22O11,5678085,485.10891
C21H26O13,6747148,485.13008
C25H26O10,10091537,485.14528
C26H30O9,2329631,485.18168
C27H34O8,1283628,485.21821
C26H38N4O5,3267649,485.27675
C29H42O6,3188806,485.29083
C26H46O8,2263118,485.31203
C27H50O7,1846363,485.34835
C28H54O6,1363560,485.38495
C22H17N1O12,2121056,486.06782
C22H16O13,8404679,487.05179
C23H20O12,90132176,487.08824
C24H24O11,7925473,487.12465
C25H28O10,6504175,487.16106
C26H32O9,2651900,487.19747
C27H36O8,1828617,487.23379
C24H40O10,1421073,487.25504
C28H40O7,1343766,487.27002
C17H40N6O10,1915671,487.27329
C34H36N2O1,1059608,487.27535
C29H44O6,18845476,487.30656
C26H48O8,3013419,487.32768
C30H48O5,1049393,487.34313
C27H52O7,1411897,487.36423
C28H56O6,1091910,487.40048
C22H19N1O12,15085632,488.08346
C17H10N6O12,1080732,489.02833
C22H18O13,30708138,489.06752
C23H22O12,21295544,489.10387
C24H26O11,4123077,489.14025
C25H30O10,5388755,489.17665
C26H34O9,2428896,489.21301
C15H34N6O12,5939681,489.21641
C27H38O8,2549229,489.24946
C16H38N6O11,1424110,489.25267
C24H42O10,1983989,489.27057
C29H46O6,13799944,489.3222
C21H16O14,3628167,491.04686
C22H20O13,10437780,491.08315
C23H24O12,3452066,491.11948
C24H28O11,2008240,491.15586
C25H32O10,7668925,491.19233
C26H36O9,2777291,491.22871
C19H36N6O9,1718482,491.2473
C27H40O8,3273944,491.26512
C24H44O10,1307360,491.28618
C29H48O6,34657524,491.3378
C21H19N1O13,5281288,492.07842
C23H27N1O11,1008419,492.15127
C22H22O13,5214086,493.09866
C21H22N2O12,3030922,493.10996
C26H22O10,1898380,493.11389
C23H26O12,1741716,493.13523
C24H30O11,5083041,493.1716
C25H34O10,5304239,493.20793
C26H38O9,2229181,493.24431
C27H42O8,3480522,493.28074
C28H46O7,2407384,493.31706
C29H50O6,11180005,493.35348
C20H17N1O14,469227744,494.0577
C21H21N1O13,1796348,494.09421
C26H25N1O9,975632,494.14586
C21H20O14,5243504,495.07799
C22H24O13,3629694,495.11445
C26H24O10,3928708,495.12966
C27H28O9,1566353,495.16613
C24H32O11,2087577,495.18713
C17H32N6O11,8841889,495.20586
C25H36O10,4643496,495.22365
C26H40O9,2661045,495.26001
C27H44O8,5896899,495.29635
C28H48O7,6064849,495.33273
C29H52O6,1280222,495.36888
C20H19N1O14,1298922,496.07323
C24H18O12,2623847,497.07248
C21H22O14,7908719,497.09367
C25H22O11,6862197,497.10894
C22H26O13,3263869,497.13004
C26H26O10,10599810,497.14533
C27H30O9,1117072,497.1817
C24H34O11,1098648,497.20294
C28H34O8,1502110,497.21818
C25H38O10,6757799,497.23926
C26H42O9,2096564,497.27566
C19H42N6O9,954555,497.29411
C27H46O8,3295682,497.31204
C28H50O7,1423824,497.34837
C24H21N1O11,2078962,498.1043
C15H12N6O14,5115991,499.03386
C20H20O15,1007206,499.07303
C24H20O12,11006060,499.08823
C21H24O14,10055796,499.10934
C25H24O11,63135864,499.12459
C26H28O10,44556424,499.16096
C27H32O9,1827990,499.19751
C28H36O8,1218212,499.23394
C25H40O10,3495084,499.25498
C29H40O7,1949874,499.2702
C30H44O6,1744064,499.30659
C27H48O8,1471176,499.32772
C19H19N1O15,1530854,500.06832
C15H10N4O16,1961808,501.00212
C15H14N6O14,2394978,501.04937
C23H18O13,17597290,501.06757
C20H22O15,1988465,501.08856
C24H22O12,9769847,501.10392
C21H26O14,3607424,501.12504
C28H18N6O4,2258818,501.13145
C25H26O11,7635846,501.14028
C18H30O16,1221512,501.14606
C26H30O10,4946836,501.17666
C27H34O9,2230178,501.21314
C24H38O11,1535914,501.23421
C25H42O10,2490296,501.27052
C29H42O7,9987006,501.28582
C26H46O9,2185158,501.30695
C30H46O6,4322252,501.32224
C27H50O8,1272276,501.34331
C28H54O7,2442211,501.37975
C22H16O14,2781805,503.04665
C23H20O13,199026304,503.08312
C14H24N4O16,974982,503.11153
C24H24O12,3285641,503.11952
C25H28O11,4210328,503.15593
C18H32O16,8705690,503.16179
C26H32O10,3907238,503.19239
C27H36O9,2283188,503.22862
C16H36N6O12,1059253,503.23193
C24H40O11,1254588,503.24979
C17H40N6O11,5695172,503.26845
C29H44O7,30205648,503.30145
C26H48O9,2578137,503.32254
C30H48O6,2008287,503.33786
C22H19N1O13,441182208,504.07836
C26H39N3O7,1775693,504.27152
C22H18O14,18426244,505.06243
C23H22O13,24062356,505.09881
C24H26O12,1959329,505.1352
C17H30O17,1592228,505.14095
C25H30O11,5358000,505.17157
C26H34O10,3626430,505.20791
C19H34N6O10,1649605,505.22656
C27H38O9,2826701,505.24432
C20H38N6O9,4075988,505.26288
C28H42O8,1438171,505.28086
C29H46O7,25553386,505.31714
C30H50O6,1807864,505.35365
C34H9N3O3,2591502,506.05699
C23H41N1O11,1189215,506.26058
C22H20O14,5604515,507.07796
C23H24O13,3237041,507.11447
C14H28N4O16,2842813,507.14275
C24H28O12,1588928,507.15085
C21H32O14,1504456,507.17199
C25H32O11,2773198,507.18713
C26H36O10,1681629,507.22376
C15H36N6O13,1326814,507.22679
C19H36N6O10,3308772,507.24213
C27H40O9,2708715,507.26008
C27H36N6O4,1941744,507.27277
C28H44O8,1303290,507.29626
C29H48O7,42347784,507.33277
C30H52O6,1253655,507.36934
C21H19N1O14,13229615,508.07332
C31H10O8,1492910,509.03054
C21H18O15,1553336,509.05739
C22H22O14,2505671,509.09377
C26H22O11,3197901,509.10893
C27H26O10,1587676,509.14531
C24H30O12,1222116,509.16661
C25H34O11,1795059,509.20297
C18H34N6O11,11026426,509.22152
C26H38O10,1684481,509.23928
C27H42O9,4028432,509.27561
C28H46O8,2111519,509.31195
C29H50O7,10358829,509.34836
C32H62O4,1754201,509.45762
C20H17N1O15,1829192,510.05269
C21H21N1O14,1694038,510.08882
C23H45N1O11,2100648,510.29175
C25H20O12,2830057,511.08819
C36H16O4,1307116,511.0975
C22H24O14,2321137,511.10942
C26H24O11,6951672,511.12467
C19H28O16,2388730,511.13048
C27H28O10,12481286,511.16101
C28H32O9,1544981,511.19717
C25H36O11,2605853,511.21847
C29H36O8,1272099,511.23377
C26H40O10,1441068,511.25488
C27H44O9,4614971,511.29129
C28H48O8,5104457,511.32757
C30H56O6,1181031,511.40048
C32H64O4,1836420,511.4731
C22H15N3O12,71365744,512.05855
C24H18O13,5541386,513.06755
C21H22O15,2065938,513.08852
C25H22O12,7677465,513.10388
C36H18O4,3154460,513.11314
C26H26O11,27498024,513.14027
C27H30O10,3690038,513.17667
C28H34O9,1413701,513.21299
C25H38O11,2616910,513.23413
C29H38O8,1606740,513.24928
C27H46O9,2867819,513.30708
C28H50O8,2143866,513.34331
C26H9N7O6,10319771,514.05432
C23H17N1O13,1626527,514.06288
C22H17N3O12,2302883,514.07412
C24H21N1O12,8247214,514.09917
C24H20O13,27236672,515.08318
C26H12N8O5,3692865,515.08584
C21H24O15,3416392,515.10433
C25H24O12,46414160,515.11956
C26H28O11,63273308,515.15592
C27H32O10,4921708,515.19224
C28H36O9,1435515,515.2287
C25H40O11,1027459,515.24964
C29H40O8,3247498,515.26501
C26H44O10,1323923,515.28631
C30H44O7,1563545,515.30152
C28H52O8,1493424,515.35906
C29H56O7,2665919,515.39529
C28H11N3O8,12331722,516.04739
C15H15N7O14,1955536,516.06052
C24H23N1O12,1518822,516.11496
C15H10N4O17,3935313,516.99691
C15H14N6O15,8416356,517.04436
C23H18O14,1986668,517.06229
C24H22O13,19201146,517.09883
C26H14N8O5,1686652,517.1013
C28H18N6O5,1901702,517.12637
C25H26O12,5043338,517.1352
C18H30O17,1609868,517.14109
C26H30O11,4261017,517.17168
C27H34O10,5008552,517.20796
C28H38O9,2417847,517.2445
C17H38N6O12,4699320,517.24766
C29H42O8,15408326,517.28068
C26H46O10,1062350,517.30188
C30H46O7,4037845,517.31712
C27H50O9,1108701,517.33819
C22H17N1O14,1415686,518.05769
C23H21N1O13,7118357,518.09405
C23H20O14,6676397,519.078
C27H20O11,1105331,519.09336
C24H24O13,24264636,519.11446
C25H28O12,2901963,519.1508
C26H32O11,3304410,519.18724
C27H36O10,3885033,519.22361
C20H36N6O10,2641904,519.24214
C28H40O9,2216952,519.26016
C17H40N6O12,6113273,519.26331
C21H40N6O9,7319552,519.27857
C29H44O8,27328518,519.29632
C30H48O7,2174998,519.33275
C22H19N1O14,852492608,520.07328
C23H23N1O13,1049945,520.10989
C14H14N6O16,10048220,521.03961
C22H18O15,3666659,521.05741
C23H22O14,6126323,521.09362
C24H26O13,1909506,521.12995
C25H30O12,2833169,521.1665
C26H34O11,2659104,521.20287
C27H38O10,2205487,521.23933
C20H38N6O10,8737591,521.2579
C28H42O9,3084094,521.27567
C21H42N6O9,1258822,521.29431
