formula,intensity,m/z
C29H46O8,27796302,521.31204
C30H50O7,2205533,521.34835
C19H17N5O13,2495629,522.075
C14H16N6O16,5477928,523.05525
C22H20O15,8095279,523.073
C26H20O12,1755701,523.0883
C23H24O14,2790974,523.10934
C27H24O11,2665028,523.12455
C24H28O13,1376333,523.14591
C21H32O15,2148950,523.1669
C25H32O12,1668189,523.18205
C26H36O11,1299564,523.2186
C15H36N6O14,1971821,523.22188
C27H40O10,1493627,523.25487
C28H44O9,2995851,523.29125
C32H40N6O1,1552534,523.31909
C29H48O8,15247002,523.32772
C30H52O7,38667944,523.36411
C21H19N1O15,3058641,524.06811
C30H23N1O8,1753069,524.13535
C23H14N2O13,2933100,525.04248
C28H14O11,1788270,525.04623
C25H18O13,1283446,525.06723
C22H22O15,1007743,525.08849
C26H22O12,7037318,525.10388
C23H26O14,1149839,525.12491
C27H26O11,6033813,525.14034
C20H30O16,1093272,525.14586
C28H30O10,1645477,525.17665
C17H30N6O13,1003686,525.17991
C25H34O12,1026477,525.19767
C27H42O10,3127756,525.27061
C28H46O9,1939932,525.30692
C29H50O8,2927083,525.34329
C30H54O7,2223610,525.37959
C21H21N1O15,3892004,526.08384
C25H20O13,6573261,527.08322
C26H24O12,10169564,527.11957
C27H28O11,5371115,527.15595
C28H32O10,1815803,527.19219
C27H44O10,2219299,527.28625
C28H48O9,1325874,527.32266
C30H56O7,1447249,527.39538
C22H15N3O13,3526249,528.05334
C25H23N1O12,1013891,528.11487
C24H18O14,10641431,529.06242
C42H10O1,3051545,529.06568
C25H22O13,26570792,529.09876
C26H26O12,22237238,529.13515
C24H26N4O10,5734464,529.15766
C27H30O11,4708422,529.17154
C28H34O10,2802774,529.20796
C30H42O8,1813621,529.2808
C28H50O9,2320526,529.33829
C30H58O7,1506476,529.41093
C31H62O6,1432252,529.44733
C24H21N1O13,2215377,530.09421
C25H25N1O12,1596897,530.13047
C22H16N2O14,1433452,531.05269
C24H20O14,215094128,531.07802
C25H24O13,422843264,531.11445
C26H28O12,6763415,531.15096
C27H32O11,4604838,531.18723
C28H36O10,1693622,531.22346
C25H40O12,1018047,531.24448
C29H40O9,4328390,531.25989
C30H44O8,2878421,531.29627
C28H52O9,2392046,531.3539
C20H18N6O12,3110619,533.09112
C24H22O14,33248988,533.09373
C25H26O13,9406187,533.13014
C26H30O12,2083579,533.16634
C27H34O11,4781835,533.20286
C28H38O10,2217755,533.23915
C17H38N6O13,2333468,533.24253
C21H38N6O10,5500707,533.25786
C29H42O9,12498730,533.27556
C22H42N6O9,9987890,533.29419
C30H46O8,2528058,533.31197
C29H58O8,1056099,533.40588
C22H17N1O15,1870971,534.05256
C23H21N1O14,24787082,534.0889
C25H29N1O12,1732778,534.16172
C23H20O15,2571829,535.0731
C24H24O14,2805317,535.1093
C28H24O11,1122380,535.12456
C18H32O18,1658967,535.15148
C26H32O12,1932901,535.18218
C23H36O14,5452398,535.20322
C27H36O11,2815605,535.21846
C20H36N6O11,2891389,535.23704
C28H40O10,2545284,535.25504
C21H40N6O10,12946060,535.27353
C29H44O9,14457492,535.29129
C22H44N6O9,1289372,535.30981
C30H48O8,2057892,535.32786
C34H64O4,1294051,535.47302
C22H19N1O15,3851238,536.06824
C15H18N6O16,5125532,537.0709
C23H22O15,9952675,537.08867
C25H14N8O7,1506724,537.09133
C27H22O12,4224426,537.10398
C24H26O14,2076083,537.12498
C28H26O11,1592762,537.14025
C25H30O13,11980227,537.16135
C26H34O12,1239507,537.19769
C27H38O11,1134563,537.23423
C29H46O9,15572482,537.30699
C30H50O8,4093459,537.34345
C23H13N3O13,8548162,538.0378
C26H20O13,2360588,539.08313
C27H24O12,2788636,539.11962
C28H28O11,1787180,539.15601
C30H36O9,1113932,539.22857
C27H40O11,1167189,539.24964
C28H44O10,1800550,539.28623
C29H48O9,7745910,539.32257
C30H52O8,38838660,539.35903
C23H15N3O13,43360952,540.05345
C21H19N1O16,70951608,540.06294
C26H22O13,15754371,541.09883
C19H26O18,2057350,541.10461
C27H26O12,14836883,541.13523
C28H30O11,3058851,541.17145
C29H34O10,1982643,541.20795
C27H42O11,1598669,541.26547
C27H38N6O6,2231506,541.27827
C28H46O10,1106141,541.30177
C29H50O9,2467053,541.33834
C31H58O7,1736973,541.41115
C27H9N7O7,2576935,542.04932
C24H17N1O14,1638443,542.05781
C21H21N1O16,3456564,542.0786
C28H16O12,5863397,543.057
C25H20O14,8112110,543.07807
C24H16N8O8,1343993,543.10194
C26H24O13,10242046,543.1145
C28H16N8O5,1161216,543.11722
C23H28O15,2202632,543.13568
C27H28O12,3915791,543.15077
C28H32O11,2175007,543.18708
C29H36O10,2473007,543.22348
C27H44O11,1584200,543.28103
C31H44O8,2056271,543.29613
C28H48O10,1750104,543.31754
C31H60O7,1532041,543.42658
C24H18O15,2465630,545.05727
C42H10O2,2623327,545.06068
C25H22O14,51342188,545.09365
C27H14N8O6,4787055,545.09648
C18H26O19,21744496,545.09954
C26H26O13,24136574,545.13004
C28H34O11,3072926,545.20295
C30H42O9,1883071,545.27572
C27H46O11,2989000,545.29698
C31H46O8,2478031,545.31207
C28H50O10,1896409,545.33332
C20H21N1O17,1555235,546.07374
C25H25N1O13,10763578,546.12538
C24H20O15,630730496,547.07299
C25H24O14,955526912,547.10935
C26H28O13,5119746,547.14575
C27H32O12,2065170,547.18211
C28H36O11,1709859,547.21856
C29H40O10,3324723,547.25491
C22H40N6O10,7806780,547.27352
C30H44O9,2786115,547.29114
C31H48O8,1347924,547.32789
C28H52O10,1428317,547.34879
C24H22O15,3463787,549.0885
C19H34O18,2481806,549.16732
C21H38N6O11,5196469,549.25277
C29H42O10,5061309,549.27053
C22H42N6O10,18207428,549.28912
C30H46O9,2112205,549.30675
C31H50O8,1220317,549.34341
C35H9N3O5,1368091,550.04689
C26H21N3O11,1528375,550.11023
C27H20O13,2121711,551.08321
C28H24O12,4523520,551.1195
C25H28O14,1520137,551.14055
C26H32O13,1649689,551.1769
C30H32O10,1767968,551.19222
C23H36O15,15373859,551.19814
C27H36O12,1234474,551.2133
C28H40O11,1497658,551.2499
C29H44O10,8771147,551.2863
C30H48O9,1958491,551.32272
C31H52O8,1352300,551.35913
C28H52N6O5,1199739,551.3925
C32H56O7,10278524,551.39536
C23H23N1O15,1309116,552.09941
C28H27N1O11,2773971,552.15121
C44H10O1,8178035,553.06574
C23H22O16,4712827,553.08349
C27H22O13,4213122,553.09878
C24H26O15,1767820,553.11996
C28H26O12,3263891,553.13519
C17H42N6O14,2361808,553.26884
C29H46O10,7182815,553.30182
C30H50O9,1919471,553.33816
C32H58O7,1291792,553.41084
C34H66O5,1167921,553.48368
C22H21N1O16,1969985,554.07877
C27H25N1O12,1202009,554.13046
C28H28O12,3636523,555.15093
C19H36N6O13,7818575,555.22696
C31H40O9,1802589,555.26001
C29H48O10,2485624,555.31747
C30H52O9,1657224,555.35406
C21H19N1O17,258096848,556.05792
C18H23N1O19,17153750,556.07897
C22H14N4O14,4464785,557.04353
C26H14N4O11,30515352,557.05887
C26H22O14,21897384,557.09368
C27H26O13,9957561,557.1301
C28H30O12,4157642,557.16655
C30H38O10,1769707,557.23907
C35H42O6,3831043,557.29105
C33H66O6,6054234,557.47868
C27H9N7O8,9290335,558.04415
C24H17N1O15,4465251,558.05264
C26H25N1O13,1412741,558.1253
C27H29N1O12,1112981,558.1615
C30H37N7O4,1329870,558.28368
C27H45N1O11,1061074,558.29179
C28H16O13,48006192,559.05198
C25H20O15,2985020,559.07284
C26H24O14,33653836,559.10937
C15H24N6O17,3011662,559.11225
C19H28O19,4102735,559.11499
C23H28O16,4437078,559.13061
C27H28O13,13091933,559.14579
C28H32O12,2608238,559.18212
C27H44O12,2085018,559.27614
C31H44O9,3583137,559.29131
C25H23N1O14,2341403,560.10476
C26H27N1O13,2439724,560.14109
C28H10N4O10,1156811,561.03215
C42H10O3,3979222,561.05567
C25H22O15,45844452,561.08867
C29H22O12,1121773,561.10406
C26H26O14,65816568,561.12507
C30H26O11,3575806,561.14022
C27H30O13,2849800,561.16138
C28H34O12,3122201,561.19781
C29H38O11,2073130,561.23404
C30H42O10,1624122,561.27053
C27H46O12,1442372,561.29159
C31H46O9,4651084,561.30691
C25H25N1O14,19007944,562.12031
C22H16N2O16,2545529,563.04285
C24H20O16,3189637,563.06782
C25H24O15,15985558,563.10434
C29H24O12,8043421,563.11964
C29H20N6O7,2751907,563.13181
C26H28O14,17697704,563.1407
C40H24N2O2,1417656,563.17654
C28H36O12,1542601,563.2134
C29H40O11,2687962,563.2497
C22H40N6O11,7146467,563.26843
C19H44N6O13,2452461,563.28952
C27H48O12,2846710,563.30736
C34H14O9,1098031,565.05674
C45H10O1,1758003,565.06592
C28H22O13,4388675,565.09883
C25H26O15,1446221,565.11997
C29H26O12,2642772,565.13517
C40H22O4,1257817,565.14455
C28H38O12,1188737,565.22903
C29H42O11,1972114,565.2657
C30H46O10,1449379,565.3019
C32H54O8,2049990,565.37479
C23H21N1O16,1461012,566.07882
C24H20N6O11,8082175,567.11147
C28H24O13,91706112,567.11446
C25H28O15,1221386,567.13547
C29H28O12,2987794,567.15083
C31H36O10,1055796,567.22367
C29H44O11,2276176,567.28101
C30H48O10,1533793,567.31755
C31H52O9,1214834,567.35367
C32H56O8,11051908,567.39033
C23H23N1O16,2550996,568.09439
C28H27N1O12,7029997,568.14607
C44H10O2,20174500,569.06072
C23H22O17,4290220,569.07854
C27H22O14,10417843,569.09371
C28H26O13,6334149,569.13011
C29H30O12,2064086,569.16653
C19H34N6O14,1533161,569.20619
C31H38O10,1496313,569.23905
C17H42N6O15,1476357,569.26377
C29H46O11,1438485,569.29654
C33H46O8,1152796,569.31224
C30H50O10,1331494,569.33318
C33H62O7,1155163,569.44228
C21H17N1O18,1361529,570.03723
C22H21N1O17,7456907,570.07361
C27H25N1O13,41212068,570.12538
C25H12N6O11,7660130,571.04941
C27H24O14,17939070,571.10939
C28H28O13,9317008,571.14578
C29H32O12,2471586,571.18219
C19H36N6O14,19970742,571.22191
C31H40O10,1629381,571.25485
C30H52O10,1621747,571.34887
C34H68O6,5696314,571.49447
C18H23N1O20,26139730,572.07391
C27H27N1O13,1725555,572.14104
C28H31N1O12,1553029,572.17733
C24H47N1O14,1854652,572.29218
C26H22O15,12484160,573.08862
C27H26O14,20119122,573.12506
C28H30O13,27254372,573.16145
C29H34O12,1982069,573.19774
C30H38O11,2397831,573.23405
C31H42O10,1784473,573.27062
C32H17N1O10,1146659,574.07823
C26H25N1O14,13299768,574.12023
C27H29N1O13,3573834,574.15667
C27H49N3O10,2400417,574.33474
C36H8N4O5,3408380,575.04237
C26H24O15,68575768,575.10425
C30H24O12,3095074,575.11943
C27H28O14,32186924,575.14065
C28H32O13,1136702,575.17708
C29H36O12,1746512,575.21348
C30H40O11,1915490,575.24952
C27H44O13,1115756,575.27115
C31H44O10,2378356,575.28616
C41H40N2O1,1375358,575.30699
C32H48O9,1125254,575.3228
C17H19N7O16,1226747,576.08178
C29H19N7O7,3877906,576.12724
C26H27N1O14,5303318,576.13576
C28H10N4O11,4675023,577.02708
C42H10O4,3814874,577.05064
C46H10O1,3364322,577.06601
C25H22O16,5670379,577.08363
C29H22O13,2705906,577.09874
C26H26O15,12514812,577.11997
C30H26O12,45688324,577.1352
C27H30O14,4736526,577.15623
C41H26N2O2,1277472,577.19237
C19H42N6O14,40314440,577.26879
C27H46O13,3272271,577.28646
C31H46O10,1879638,577.30192
C20H21N1O19,1298384,578.0635
C35H21N3O6,1486836,578.13551
C20H12N4O17,2487721,579.01245
C28H20O14,1644490,579.07811
C25H24O16,1700308,579.09921
C29H24O13,21367260,579.1145
C26H28O15,2452966,579.13557
C30H28O12,7059950,579.15094
C19H44N6O14,8358449,579.28448
C28H23N1O13,2291662,580.10974
C23H14N6O13,2097576,581.05479
C28H22O14,14953916,581.09375
C25H26O16,1540550,581.11503
C29H26O13,7630286,581.13005
C30H30O12,2901472,581.16642
C31H34O11,1321458,581.20261
C33H42O9,1736215,581.27559
C19H46N6O14,13585955,581.30016
C31H50O10,1143348,581.33331
C24H25N1O16,3680188,582.11007
C28H25N1O13,1223620,582.12534
C27H20O15,3719588,583.07294
C28H24O14,189559216,583.10941
C29H28O13,6283721,583.14586
C31H36O11,2822638,583.21865
C21H40N6O13,2007554,583.2583
C29H44O12,1357322,583.27592
C33H44O9,3047954,583.29128
C35H68O6,7213690,583.49436
C31H7N1O12,5446518,583.98953
C28H27N1O13,3582915,584.14102
C28H47N3O10,2210845,584.31905
C27H22O15,16864678,585.08859
C28H26O14,12375481,585.12494
C29H30O13,7751116,585.16133
C30H34O12,1753566,585.19757
C31H38O11,2256369,585.23405
C32H42O10,1332227,585.27071
C33H46O9,3234326,585.30689
C30H50O11,1559585,585.32804
C35H70O6,23246462,585.50996
C27H25N1O14,104167352,586.12028
C28H29N1O13,1774538,586.15661
C36H12N8O2,2255280,587.1011
C27H24O15,23959986,587.1043
C28H28O14,22763972,587.14067
C29H32O13,4864472,587.17704
C30H36O12,1986026,587.21345
C31H40O11,1871357,587.24975
C33H48O9,4932131,587.32259
C41H80O1,2510521,587.61358
C26H23N1O15,1617845,588.09971
C27H27N1O14,11406279,588.13585
C28H31N1O13,3871707,588.17229
C26H22O16,2858420,589.08355
C23H26O18,5594559,589.10473
C36H14N8O2,2932165,589.11677
C27H26O15,32751046,589.11998
C28H30O14,55967192,589.15634
C31H26N8O5,1118062,589.19518
C30H38O12,1724416,589.2291
C31H42O11,1754642,589.26534
C32H46O10,1158181,589.30173
C33H50O9,2862648,589.3383
C26H25N1O15,36634572,590.11519
C44H17N1O2,3338192,590.11838
C36H8N4O6,11657649,591.03722
C26H24O16,57311696,591.09913
C30H24O13,6416858,591.11438
C27H28O15,16327141,591.13552
C31H28O12,2930157,591.15088
C28H32O14,1428984,591.17207
C31H44O11,1591857,591.28106
C33H52O9,1227351,591.3536
C36H64O6,2316945,591.46295
C20H10N4O18,2035127,592.99161
C31H14O13,3046863,593.03641
C29H22O14,10675693,593.09371
C26H26O16,12043769,593.11485
C30H26O13,45614592,593.1301
C27H30O15,10470924,593.1512
C20H34O20,2980367,593.15735
C31H30O12,13739540,593.1665
C19H42N6O15,15386184,593.26379
C27H46O14,2208337,593.28134
C31H46O11,2117209,593.29669
C32H50O10,1274988,593.33329
C36H66O6,1709754,593.47859
C29H25N1O13,1544721,594.1252
C26H45N1O14,2316386,594.27662
C28H20O15,2297355,595.073
C38H12N8O1,3418653,595.10612
C29H24O14,38111776,595.10939
C28H24N2O13,4680228,595.12054
C26H28O16,2885162,595.13071
C30H28O13,24898098,595.1458
C31H32O12,3450437,595.18218
C33H40O10,2514540,595.25509
C32H52O10,1280158,595.34895
C36H68O6,2628332,595.4943
C26H47N1O14,1680536,596.29222
C28H22O15,19811910,597.0887
C29H26O14,13479513,597.12504
C30H30O13,6350445,597.16149
C27H34O15,2164344,597.18252
C31H34O12,2261632,597.19778
C21H38N6O14,1464470,597.23753
C33H42O10,3493544,597.27075
C30H42N6O7,2350778,597.30443
C36H70O6,2308905,597.51007
C28H25N1O14,1828979,598.12034
C42H21N3O2,1118343,598.15624
C19H12N4O19,1186386,599.00229
C27H20O16,1495670,599.06811
C28H24O15,35885704,599.10433
C29H28O14,8360606,599.14065
C30H32O13,6054578,599.17713
C31H36O12,3930821,599.2133
C21H40N6O14,8479451,599.25317
C33H44O10,10826477,599.28617
C32H56O10,1167648,599.38023
C36H72O6,3498864,599.5257
C31H7N1O13,19436650,599.98447
C20H7N7O16,1733740,599.98782
C30H7N3O12,9946224,599.99541
C22H23N3O17,1336487,600.09559
C28H27N1O14,6094013,600.13587
C29H31N1O13,1600721,600.17211
C36H10N8O3,2098883,601.08026
C27H22O16,20543172,601.08362
C28H26O15,14128856,601.11995
C39H22O7,6604510,601.12918
C29H30O14,19740396,601.15634
C30H34O13,6395649,601.19273
C24H38N6O12,3413791,601.24754
C32H42O11,1282857,601.26528
C33H46O10,5625661,601.30191
C30H50O12,3596104,601.32297
C35H70O7,1759148,601.50509
C27H25N1O15,5243133,602.11511
C19H29N3O19,1287430,602.13221
C31H21N7O7,1178380,602.14279
C28H29N1O14,2317585,602.15154
C27H24O16,21338910,603.09926
C31H24O13,3789606,603.11447
C37H16N8O2,2497328,603.13231
C27H28N2O14,2406200,603.14699
C29H32O14,7170886,603.17205
C22H36O19,2427721,603.17807
C23H36N6O13,2109285,603.22685
C31H40O12,1387375,603.24494
C32H44O11,1252227,603.28137
C33H48O10,11721623,603.31742
C30H52O12,1462691,603.33877
C26H23N1O16,1396551,604.09455
C27H27N1O15,24501596,604.13076
C26H22O17,1558381,605.07849
C30H22O14,2407286,605.09382
C27H26O16,48652160,605.11491
C31H26O13,9011082,605.13008
C28H30O15,9678742,605.15127
C31H42O12,1611731,605.26017
C33H50O10,4556796,605.33316
C36H62O7,1581113,605.44227
C26H24O17,5862364,607.09409
C30H24O14,12071908,607.1094
C30H20N6O9,1765867,607.12165
C27H28O16,10789872,607.13056
C31H28O13,31482872,607.14578
C19H40N6O16,3042352,607.24288
C36H64O7,2835626,607.45795
C37H68O6,2306238,607.49427
C29H22O15,36415560,609.08859
C30H26O14,55388252,609.12499
C27H30O16,18098282,609.14614
C33H26N2O10,1815661,609.15151
C31H30O13,14223474,609.16139
C19H42N6O16,15485098,609.25869
C37H70O6,2095418,609.51004
C28H20O16,1775801,611.06791
C29H24O15,166309072,611.10423
C30H28O14,31255778,611.14059
C31H32O13,10804472,611.17698
C33H40O11,2285858,611.25006
C19H44N6O16,6610224,611.27435
C30H40N6O8,2674997,611.28371
C37H72O6,5004737,611.52559
C37H10N8O3,2259271,613.08005
C28H22O16,23269706,613.08356
C32H18N6O8,8474969,613.11112
C29H26O15,7930207,613.1199
C19H34O22,1192814,613.14708
C30H30O14,6723956,613.15626
C31H34O13,24318344,613.19264
C32H38O12,2886046,613.22879
C33H42O11,4825523,613.26552
C19H46N6O16,3537346,613.28985
C37H74O6,11035220,613.5413
C28H25N1O15,1703843,614.11507
C29H29N1O14,3119033,614.15154
C37H12N8O3,5027299,615.09576
C28H24O16,55490020,615.09925
C29H28O15,10434042,615.13562
C39H20N8O1,1824270,615.16859
C30H32O14,16250384,615.17204
C29H32N2O13,8226327,615.18326
C31H36O13,8463909,615.20836
C21H40N6O15,7968317,615.24811
C25H40N6O12,5740102,615.26337
C33H44O11,13858384,615.28114
C19H15N5O19,1297417,616.02868
C28H27N1O15,2742341,616.13062
C29H31N1O14,4513883,616.16727
C27H22O17,2784888,617.07861
C42H18O6,2217606,617.10294
C18H26N4O20,2220680,617.10653
C28H26O16,13273741,617.11485
C29H30O15,13163170,617.15121
C30H34O14,9263800,617.1876
C31H38O13,1255118,617.2241
C24H38N6O13,7863001,617.24268
C33H46O11,8776441,617.2968
C28H29N1O15,2688244,618.14648
C29H53N3O11,1758580,618.36087
C27H24O17,6848299,619.09415
C31H24O14,6129460,619.1094
C28H28O16,17137472,619.1305
C46H20O3,1718083,619.13409
C32H28O13,2117450,619.14593
C29H32O15,4312919,619.16692
C33H32O12,3598176,619.18222
C33H48O11,4741038,619.3125
C34H52O10,1970116,619.34895
C27H27N1O16,1495960,620.12573
C26H22O18,1313237,621.07337
C27H26O17,16794604,621.10974
C31H26O14,21906420,621.12499
C28H30O16,9696257,621.14609
C32H30O13,3002379,621.16141
C30H38O14,1226798,621.21897
C33H50O11,1893488,621.32803
C34H54O10,1357958,621.36456
C31H29N1O13,3157608,622.15657
C30H24O15,14772395,623.10434
C27H28O17,15239352,623.12547
C31H28O14,97798336,623.14067
C28H32O16,1508558,623.16207
C32H32O13,3537112,623.17706
C48H32O1,1922301,623.23779
C28H60N6O9,1332598,623.43505
C37H68O7,2045335,623.48943
C29H22O16,3149166,625.08364
C30H26O15,35196292,625.11992
C34H22N6O7,5229974,625.14767
C31H30O14,9215387,625.15637
C32H34O13,6282674,625.19274
C33H38O12,1625032,625.22896
C48H34O1,5213656,625.25368
C30H38N6O9,3982813,625.26303
C29H24O16,333894240,627.09923
C31H32O14,13066882,627.17194
C32H36O13,23892632,627.20831
C25H36N6O13,1309348,627.22707
C33H40O12,2788015,627.2449
C48H36O1,7090879,627.26914
C30H40N6O9,3941061,627.27851
C36H52O9,1981172,627.35384
C37H72O7,4524892,627.52063
C42H19N3O4,1403611,628.13011
C28H22O17,5039921,629.07849
C43H18O6,9819968,629.1029
C32H18N6O9,16217922,629.10608
C29H26O16,7857992,629.11465
C28H26N2O15,8046415,629.1259
C30H30O15,8578911,629.1512
C31H34O14,71554936,629.18762
C32H38O13,9340813,629.22401
C33H42O12,4194212,629.26042
C26H42N6O12,7415728,629.27908
C37H74O7,2119763,629.5364
C29H29N1O15,5466582,630.14652
C28H24O17,87317552,631.09413
C29H28O16,6954057,631.13037
C28H28N2O15,1485391,631.14139
C30H32O15,15498336,631.16695
C29H32N2O14,24280168,631.17811
C35H28N4O8,2471019,631.1835
C27H36O17,2480237,631.18821
C34H28N6O7,3783794,631.19473
C31H36O14,5491831,631.20328
C32H40O13,6687887,631.23972
C25H40N6O13,15277210,631.2583
C33H44O12,7179430,631.27603
C28H27N1O16,2010822,632.12557
C29H31N1O15,4769502,632.16225
C27H22O18,148496688,633.07339
C42H18O7,3158328,633.09799
C31H18N6O10,4084026,633.10119
C28H26O17,23724352,633.10977
C32H26O14,2715977,633.12506
C29H30O16,12575063,633.14614
C33H30O13,3312993,633.16133
C30H34O15,4454767,633.1824
C31H38O14,1198982,633.21917
C33H46O12,8675765,633.29164
C41H21N3O5,1559003,634.14077
C30H16N6O11,7624255,635.08056
C27H24O18,78997064,635.08903
C31H24O15,6760014,635.10421
C28H28O17,37086812,635.12541
C32H28O14,3880550,635.14074
C33H32O13,137422464,635.17701
C29H48O15,1283273,635.29212
C33H48O12,4116179,635.30748
C34H52O11,2125546,635.34377
C30H18N6O11,3410792,637.09587
C31H26O15,11070328,637.11994
C28H30O17,23997318,637.14102
C32H30O14,14781328,637.1563
C18H34N6O19,2743200,637.18054
C36H26N6O6,8383394,637.18393
C33H34O13,2992040,637.19267
C33H50O12,1401854,637.32295
C36H62O9,1617990,637.43209
C29H62N6O9,1521746,637.45077
C39H74O6,1258638,637.54129
C21H25N3O20,1345021,638.09592
C31H29N1O14,3196450,638.15141
C31H28O15,95678640,639.13562
C32H32O14,6901961,639.17206
C33H36O13,3694817,639.20834
C37H68O8,1550745,639.4844
C39H76O6,1332681,639.55691
C30H27N1O15,5364554,640.13094
C29H22O17,4281798,641.07855
C30H26O16,23074270,641.11493
C23H26N6O16,1972715,641.13349
C45H22O5,2690543,641.13914
C34H22N6O8,4431345,641.14265
C31H30O15,8795639,641.15137
C32H34O14,15595024,641.18768
C33H38O13,6739496,641.22406
C48H34O2,7358009,641.24853
C28H62N6O10,2205374,641.44571
C30H29N1O15,2115224,642.14641
C29H24O17,4934427,643.09418
C30H28O16,5233460,643.13058
C31H32O15,10333004,643.16688
C32H36O14,55507812,643.20328
C25H36N6O14,1428338,643.22147
C33H40O13,5387134,643.23962
C26H40N6O13,1920394,643.25784
C48H36O2,4569999,643.26411
C23H44N6O15,3623833,643.27927
C35H48O11,1393584,643.31257
C30H31N1O15,2645492,644.16226
C31H35N1O14,2159117,644.19819
C29H26O17,9334911,645.10985
C28H26N2O16,14762118,645.12091
C30H30O16,4903064,645.14619
C26H34N2O17,4751534,645.17875
C31H34O15,48087216,645.18253
C35H34O12,3499195,645.19773
C35H30N6O7,3446980,645.21012
C32H38O14,12701898,645.21882
C33H42O13,2620643,645.25527
C21H42N8O15,2441453,645.26997
C26H42N6O13,20726000,645.27385
C28H25N1O17,1945389,646.10504
C29H29N1O16,1817415,646.14166
C33H29N1O13,1883985,646.15679
C30H33N1O15,1836384,646.17765
C27H20O19,1883071,647.05281
C28H24O18,3304920,647.08916
C29H28O17,12838385,647.12541
C46H20N2O3,1532924,647.14013
C30H32O16,4494859,647.16182
C27H36O18,5406234,647.18292
C34H28N6O8,3028510,647.18962
C31H36O15,7210532,647.19809
C32H40O14,6276670,647.23438
C33H44O13,2362967,647.27088
C47H40N2O1,1412720,647.30697
C20H23N7O18,1386651,648.1025
C28H26O18,45353820,649.10471
C29H30O17,20736884,649.14107
C28H30N2O16,5081980,649.15246
C33H30O14,55249792,649.15629
C30H34O16,2610062,649.17747
C34H34O13,9227160,649.19267
C33H46O13,3183578,649.28664
C29H58N6O10,1484340,649.41385
C25H12N6O16,1987239,651.02387
C37H16O12,2435263,651.05709
C31H24O16,2079965,651.09934
C28H28O18,86937832,651.12032
C32H28O15,9584886,651.13554
C33H32O14,745083136,651.17193
C34H36O13,3279146,651.20845
C30H52O15,1715068,651.32333
C26H23N1O19,1725335,652.07917
C44H19N3O4,3240892,652.13039
C22H14N4O20,10044981,653.01309
C31H26O16,5588606,653.11494
C31H22N6O11,4058759,653.12752
C28H30O18,18200204,653.13604
C32H30O15,22501016,653.15127
C18H34N6O20,18503338,653.17547
C36H26N6O7,43685548,653.17893
C46H26N2O3,4568754,653.18714
C34H38O13,10700492,653.22402
C31H29N1O15,1974630,654.14668
C30H24O17,9419796,655.09411
C30H20N6O12,1376285,655.10675
C31H28O16,10923055,655.13053
C32H32O15,8219721,655.16695
C33H36O14,13327459,655.20328
C34H40O13,12475518,655.23966
C35H44O12,2583704,655.2759
C29H64N6O10,4627744,655.46137
C25H11N3O19,3009186,655.99113
C30H27N1O16,3155716,656.12577
C31H31N1O15,1751838,656.16179
C30H26O17,4862421,657.1098
C31H30O16,5243376,657.14617
C27H34N2O17,1647112,657.17864
C32H34O15,10600970,657.18261
C33H38O14,21324326,657.21896
C26H38N6O14,2401843,657.23742
C34H42O13,9069120,657.25542
C30H29N1O16,3243213,658.14123
C31H33N1O15,2112744,658.17768
C29H24O18,1716107,659.08902
C48H12N4O1,2558863,659.09386
C30H28O17,4261798,659.12548
C31H32O16,5924801,659.16185
C32H36O15,14321628,659.19812
C23H40N4O18,1398769,659.22626
C33H40O14,7952375,659.23458
C23H44N6O16,4220949,659.2744
C38H76O8,4757728,659.54666
C30H31N1O16,1343142,660.15674
C31H35N1O15,2138818,660.19372
C50H14O3,1725791,661.08722
C29H26O18,3002732,661.10469
C30H30O17,3446152,661.14113
C34H30O14,1579923,661.15652
C31H34O16,5023139,661.17735
C35H34O13,6385071,661.1928
C32H38O15,11476414,661.2138
C36H38O12,3271114,661.22903
C41H17N3O7,2228314,662.09954
C32H25N1O15,1542245,662.11505
C24H28N2O20,3093340,663.11644
C29H28O18,23368542,663.1204
C33H28O15,4326251,663.13553
C30H32O17,2321275,663.15693
C34H32O14,5815174,663.17199
C31H36O16,2553750,663.19294
C35H36O13,3570594,663.20827
C27H22O20,2174250,665.06333
C28H26O19,8046918,665.09965
C32H26O16,3973458,665.11484
C29H30O18,9128290,665.13608
C33H30O15,167197040,665.15125
C34H34O14,28981642,665.18764
C24H42O21,5339551,665.21464
C35H38O13,2814374,665.2241
C29H58N6O11,1325620,665.40928
C41H17N1O9,2084923,666.0832
C27H20N6O15,2554695,667.09131
C28H28O19,17235802,667.1152
C33H32O15,1076707200,667.16686
C34H36O14,9424798,667.20324
C35H40O13,1939387,667.2396
C36H44O12,2908119,667.27626
C29H60N6O11,1722443,667.42484
C22H14N4O21,38094112,669.00794
C31H26O17,5451119,669.10974
C32H30O16,10679692,669.14631
C47H26O5,29672862,669.17026
C36H26N6O8,61621664,669.17393
C41H26N4O6,6145445,669.17775
C29H38N2O16,3515841,669.21487
C34H38O14,36226500,669.21894
C36H46O12,9881086,669.29167
C30H66N6O10,7644816,669.47702
C27H33N3O17,10897589,670.17405
C32H33N1O15,6588600,670.17767
C36H16O14,2800488,671.04701
C30H24O18,1522057,671.089
C31H28O17,5049254,671.12546
C32H32O16,5675971,671.16181
