m/z,intensity,formula
625.2655500931953,5319152.687186308,C34H42O11
625.2501556448052,8692632.882616093,C30H42O14
625.2289263169122,8946650.293183262,C33H38O12
625.2135801934367,13088874.879041104,C29H38O15
625.192458547548,12776835.484166496,C32H34O13
625.1771811714963,11361801.200793495,C28H34O16
625.1559852884525,12476525.835375313,C31H30O14
625.1407543931581,14000245.062026309,C27H30O17
625.1196689938417,12283277.07584262,C30H26O15
625.1044858644619,4786035.695625446,C26H26O18
625.0834109169757,9755440.820995305,C29H22O16
625.0472212151485,4661446.840357357,C28H18O17
623.270943557436,7194041.228899456,C31H44O13
623.2499525711712,4572571.37908169,C34H40O11
623.2347062758714,16991083.007280078,C30H40O14
623.2136327188703,6380963.714412335,C33H36O12
623.1984048104594,19147614.319410857,C29H36O15
623.1620878263482,13446345.277398957,C28H32O16
623.1410904314947,9997479.253978368,C31H28O14
623.1046432102088,10142795.61185131,C30H24O15
623.089287962216,5647006.196224458,C26H24O18
623.0680787737383,7033218.851886714,C29H20O16
621.2918839634708,5123685.015349687,C32H46O12
621.2552928740987,13820648.994409457,C31H42O13
621.2186940330388,25000185.56460241,C30H38O14
621.1975991076954,5822079.615032224,C33H34O12
621.1822009064109,22790547.258899048,C29H34O15
621.1611909461968,6904205.737440751,C32H30O13
621.1457844845743,15374172.467660943,C28H30O16
621.1247409475731,7358982.277490881,C31H26O14
621.1095291784832,11398267.14376511,C27H26O17
621.0884668793806,6994034.302093448,C30H22O15
621.0733232281597,6153899.253334813,C26H22O18
621.05218976804,4124749.9387245006,C29H18O16
619.2761458106536,9276943.832478289,C32H44O12
619.2399215897354,19664682.055190824,C31H40O13
619.203647288633,24988555.149996247,C30H36O14
619.1672078475963,19895939.18870031,C29H32O15
619.1308554044157,14111715.815594891,C28H28O16
619.1096448778346,5161075.999292287,C31H24O14
619.0942983299329,10968033.773487207,C27H24O17
619.0730988266967,4491917.235970021,C30H20O15
619.0577474447254,4687691.40813222,C26H20O18
617.3578123112065,5383095.4861349175,C28H58O12S1
617.2966545105855,4879558.485347272,C33H46O11
617.2600585110334,14827525.332932368,C32H42O12
617.2236143915898,24461716.500388116,C31H38O13
617.187279104492,26665235.296774913,C30H34O14
617.1510401469087,19680849.031294953,C29H30O15
617.1300882849612,3788424.561960867,C32H26O13
617.1148115344585,13942797.760401681,C28H26O16
617.0939716948159,3705723.4369066996,C31H22O14
617.0786083106028,10799028.261428291,C27H22O17
615.2451288454869,14236831.975240633,C32H40O12
615.2296818773124,3461977.152616453,C28H40O15
615.208543197919,20412677.802285142,C31H36O13
615.193073634051,3593511.4430392166,C27H36O16
615.1719807076523,20131557.843675938,C30H32O14
615.1565534960132,3371014.50493268,C26H32O17
615.135418086045,17061705.330707103,C29H28O15
615.0988772233942,15449399.804962553,C28H24O16
615.0624268208196,8508815.646740517,C27H20O17
613.2653686911503,7477186.130568392,C33H42O11
613.2502441151948,4939981.688771333,C29H42O14
613.2292347220593,13330108.7793231,C32H38O12
613.2139850018232,8085675.681443703,C28H38O15
613.1930074728533,15836953.318204714,C31H34O13
613.1566802780083,15428092.792872746,C30H30O14
613.1202099197827,14167773.73041112,C29H26O15
613.0837079133315,12242429.397008458,C28H22O16
613.0471514370836,5516318.407893368,C27H18O17
611.2860039227528,3124700.8437512573,C34H44O10
611.2707015551773,4209955.93866748,C30H44O13
611.2495248073244,8255058.517187569,C33H40O11
611.2342370219983,12432778.045488825,C29H40O14
611.2131328052726,11972757.432425974,C32H36O12
611.1979522677825,15211142.185853884,C28H36O15
611.1769079289473,12423608.767114144,C31H32O13
611.1617912165548,11009142.294033134,C27H32O16
611.1407462894255,12803848.226089358,C30H28O14
611.1255829507671,6192270.444247081,C26H28O17
611.1045557289877,12363620.07362272,C29H24O15
611.0892841875839,3543336.6124791396,C25H24O18
609.2918405619226,3261820.657584957,C31H46O12
609.2552426833627,11920366.006092256,C30H42O13
609.2341438008431,5849362.789645763,C33H38O11
609.2186659483689,21759927.57462325,C29H38O14
609.1975101833297,9363160.936378714,C32H34O12
609.1821651922551,21198660.92454186,C28H34O15
609.1610680349659,10676614.61287908,C31H30O13
609.1457795747284,14186367.748493413,C27H30O16
609.1247735030375,11104996.174801972,C30H26O14
609.1094450555441,9499369.714382501,C26H26O17
609.0884350342784,11400102.85489019,C29H22O15
609.0732331228156,4967136.6854016725,C25H22O18
609.0524049271138,5300198.216519105,C28H18O16
607.2398805421452,20772786.279963378,C30H40O13
607.2187318021388,4275219.523258591,C33H36O11
607.203336139663,28517765.87014053,C29H36O14
607.1820763033926,6289040.58199619,C32H32O12
607.1667266220586,22248770.377177063,C28H32O15
607.1455129379746,7703763.92943547,C31H28O13
607.1302606276662,14725492.669048121,C27H28O16
607.1090254657155,9050983.79045468,C30H24O14
607.093780727758,11153007.87239542,C26H24O17
607.0575108596763,4238423.263308321,C25H20O18
605.2969821014863,3821242.6209796066,C32H46O11
605.2607107066225,12569292.278024415,C31H42O12
605.2243122340655,28630514.574913085,C30H38O13
605.1878225878024,28245078.03675138,C29H34O14
605.1512951873058,19885256.83208678,C28H30O15
605.1301768369069,4865054.034719922,C31H26O13
605.1147119339305,15262293.492119841,C27H26O16
605.0935475647373,5346466.026135287,C30H22O14
605.0781906085897,10526889.786004873,C26H22O17
605.0569854095663,3778968.1022795066,C29H18O15
603.2812742254846,7356206.123381315,C32H44O11
603.24496874125,17004406.27795694,C31H40O12
603.2086277854123,27856612.396463178,C30H36O13
603.1721784308363,23477267.36707584,C29H32O14
603.1356527594553,18754650.737378143,C28H28O15
603.1142375309569,3220954.6915849294,C31H24O13
603.0990908466988,16233492.114445552,C27H24O16
603.0779026922128,3524640.023230351,C30H20O14
603.0625228874076,8439557.614988677,C26H20O17
601.3624615381992,4177411.162637974,C28H58O11S1
601.3229108303691,18715218.798719633,C30H50O12
601.265765593487,8415771.32714142,C32H42O11
601.229409462178,18857354.542144217,C31H38O12
601.1930288216022,24586400.65519911,C30H34O13
601.1565865596251,20060864.503668364,C29H30O14
601.1200380667066,17741821.93364459,C28H26O15
601.0834349004601,14941450.849982498,C27H22O16
601.0469748121988,5928297.970153048,C26H18O17
599.2500392570901,9741344.51295169,C32H40O11
599.2136742891166,16268257.296726327,C31H36O12
599.1772837855431,19002308.325065035,C30H32O13
599.1620205186929,7119843.428291075,C26H32O16
599.1407666974511,16889175.934028283,C29H28O14
599.1255478376725,4567697.487352666,C25H28O17
599.1042323299099,17364850.109059934,C28H24O15
599.0677253328765,12214257.72132817,C27H20O16
597.2555455058008,7369087.4284134535,C29H42O13
597.2191567944105,14602544.012071563,C28H38O14
597.1979699403755,12879739.698156878,C31H34O12
597.182677945412,14651938.774543075,C27H34O15
597.1614090124451,14897743.32149853,C30H30O13
597.1461389885682,10232192.631354127,C26H30O16
597.1248474051856,13666234.553931488,C29H26O14
597.109475412946,6250853.908778051,C25H26O17
597.0883209761668,14033334.459914582,C28H22O15
597.073017952669,3593239.149697581,C24H22O18
595.239883885884,17144916.87604542,C29H40O13
595.2187158819384,6980347.912085926,C32H36O11
595.203330705156,25585573.890960705,C28H36O14
595.1821113811418,10209114.129252486,C31H32O12
595.1667920547185,19639654.85625691,C27H32O15
595.1455893788448,11064863.587518502,C30H28O13
595.130247760986,13370332.258787686,C26H28O16
595.1090685868426,12296500.268416103,C29H24O14
595.0937636736819,8557326.921026485,C25H24O17
595.0726260196893,10043623.449530857,C28H20O15
595.0364279508922,3416522.001979641,C27H16O16
593.260361770626,14233853.38121651,C30H42O12
593.2237660824899,29741406.684234075,C29H38O13
593.2026370710624,5813919.524437719,C32H34O11
593.1872551595885,34176765.559931755,C28H34O14
593.1661662936499,7858918.4747826755,C31H30O12
593.1508561046875,22454391.80815688,C27H30O15
593.1297995713174,9301878.171560908,C30H26O13
593.1145996102247,14835045.983559733,C26H26O16
593.0936921551806,8505756.071561927,C29H22O14
593.0785107600389,9816765.490396552,C25H22O17
593.0574023335379,6045231.097543695,C28H18O15
591.2807644593695,6876548.14022377,C31H44O11
591.2443373999108,27534949.3179048,C30H40O12
591.2080639788077,37629625.62609815,C29H36O13
591.187056923847,3265286.071639765,C32H32O11
591.1719128210715,28229358.418234054,C28H32O14
591.1509066611726,4673211.7841882715,C31H28O12
591.1357235160643,18520848.741057925,C27H28O15
591.1147267839978,5260275.495689925,C30H24O13
591.0994271052235,15112083.603776596,C26H24O16
591.0630120124513,7989786.01849125,C25H20O17
591.0417689878069,3181649.9442330752,C28H16O15
589.2655974683624,10119048.853053361,C31H42O11
589.2293966600336,29280561.604321375,C30H38O12
589.1931233348745,31109763.68005289,C29H34O13
589.1566791622024,23699237.411090456,C28H30O14
589.1201148053282,18755540.962632056,C27H26O15
589.0988798452697,3476898.987903732,C30H22O13
589.0835159971496,14674643.822449112,C26H22O16
589.0621642917355,3142111.212610902,C29H18O14
589.0468542105731,6066141.656044607,C25H18O17
587.2499977304848,13293070.018275468,C31H40O11
587.2133688326134,26600113.72655423,C30H36O12
587.1979218334953,3842822.201533519,C26H36O15
587.1767651201849,26715138.153332677,C29H32O13
587.1402674099186,24207618.587410435,C28H28O14
587.1039701371584,21170805.671851646,C27H24O15
587.0678009548708,13667674.192199592,C26H20O16
585.3278034201021,4853739.167700229,C30H50O11
585.2338822896949,14565906.03424113,C31H38O11
585.2187298902976,7486029.446175192,C27H38O14
585.1977132751263,22633804.8502172,C30H34O12
585.182661773024,8799328.945309455,C26H34O15
585.1615342820146,19889563.465082034,C29H30O13
585.1253313818265,17753004.519987598,C28H26O14
585.1100342758804,4367312.165825072,C24H26O17
585.0889354232129,15356841.870390622,C27H22O15
583.2188324723536,10543823.923209703,C31H36O11
583.2034773373329,15367114.784574555,C27H36O14
583.1822092234972,15962602.859490307,C30H32O12
583.1668348671756,15869331.320725344,C26H32O15
583.1456299950306,16191212.655640012,C29H28O13
583.1302521748115,10638162.690858206,C25H28O16
583.1091287793962,16787964.41177547,C28H24O14
583.0937911603996,7521134.202890624,C24H24O17
583.0726494818582,14033581.233210225,C27H20O15
583.036275813073,4475960.723448292,C26H16O16
581.2601703399262,11889641.887287011,C29H42O12
581.2390548693057,4651991.657077669,C32H38O10
581.2238162916265,25528813.771466684,C28H38O13
581.2027302655058,9366036.61131817,C31H34O11
581.1876091609079,29451894.760538924,C27H34O14
581.166565473783,11438967.03266857,C30H30O12
581.1513786254068,18864529.368070193,C26H30O15
581.130277732844,10949169.514389534,C29H26O13
581.1150594792654,11599417.036657823,C25H26O16
581.0939307362721,11536321.48824407,C28H22O14
581.0787371038361,6656141.5110557275,C24H22O17
581.0575650431679,8588852.886959348,C27H18O15
579.2813573245726,6854272.390050367,C30H44O11
579.2449454448927,23707936.946016815,C29H40O12
579.2238021080907,3737310.5961070117,C32H36O10
579.2084504987556,36191017.22218269,C28H36O13
579.1872512722264,5513697.152009253,C31H32O11
579.1719006954704,31477985.6951937,C27H32O14
579.1506696990189,8584455.474648684,C30H28O12
579.1353884052946,20543568.800285626,C26H28O15
579.1141034600315,8831502.881724043,C29H24O13
579.09888828451,15130258.418382624,C25H24O16
579.0778198842132,9272409.046788532,C28H20O14
579.0626469887476,7175055.54765532,C24H20O17
579.0415135107611,4398828.526610537,C27H16O15
577.2652529046308,15326680.40036014,C30H42O11
577.2290129221927,35950241.52220849,C29H38O12
577.1928488664264,41035171.02557172,C28H34O13
577.1718589238574,4018787.1621603076,C31H30O11
577.156580303419,27946788.239777423,C27H30O14
577.1353818905216,4739578.044417233,C30H26O12
577.1202742821501,20377577.692019567,C26H26O15
577.083695567973,14449533.339753293,C25H22O16
577.0623507486928,5565445.19919752,C28H18O14
577.0471404458272,4897660.321710692,C24H18O17
575.2862896962881,3971017.8669338264,C31H44O10
575.2496097490613,24967245.040414814,C30H40O11
575.2130604786621,47559067.01183477,C29H36O12
575.1767127824313,41319367.58814213,C28H32O13
575.1405251568582,25289863.07027191,C27H28O14
575.1196203209564,3389956.558167562,C30H24O12
575.1044013717435,20540567.274037264,C26H24O15
575.0833839541168,3911919.828666495,C29H20O13
575.0682093178845,14041997.780086312,C25H20O16
574.1564526344143,3049794.7163189757,C27H29N1O13
573.2343774146357,24990834.28912022,C30H38O11
573.2189956551457,3081479.5673210653,C26H38O14
573.1977511003687,35803916.856592,C29H34O12
573.182369182568,4190091.027114898,C25H34O15
573.1611682357793,30516415.781586632,C28H30O13
573.1458327104373,3416024.8185723303,C24H30O16
573.1247058829827,24835276.46970647,C27H26O14
573.0883720882564,21107508.735697042,C26H22O15
573.0521166640026,9005598.23655637,C25H18O16
572.1042846728876,3073180.8880973314,C26H23N1O14
571.218874473331,22161169.19667927,C30H36O11
571.2035259399377,9167353.639234781,C26H36O14
571.1823998825802,25346352.565578703,C29H32O12
571.1670347952729,8833954.986323886,C25H32O15
571.145815168247,22313009.428857133,C28H28O13
571.1303820190175,6792979.893573499,C24H28O16
571.1092246838414,21138533.10381392,C27H24O14
571.093921975143,4176537.523435882,C23H24O17
571.0726988224584,18008038.406558234,C26H20O15
571.0362560989308,6209918.447644076,C25H16O16
569.2603958682114,4959805.448728879,C28H42O12
569.2393869973648,8293100.082870074,C31H38O10
569.2242453092808,12714670.427195441,C27H38O13
569.2031295727396,16347832.704721315,C30H34O11
569.1879402803032,17996945.05230729,C26H34O14
569.166798268642,17397057.070437178,C29H30O12
569.1515061399954,14584568.249269022,C25H30O15
569.1302936595664,17394555.252764888,C28H26O13
569.1150115810372,9113161.286896892,C24H26O16
569.0937937103737,17682375.769903235,C27H22O14
569.0783572313718,5675452.4368044855,C23H22O17
569.0571630932878,11921476.274190662,C26H18O15
567.2808961608579,4737004.765464704,C29H44O11
567.2447222471088,15507167.683788493,C28H40O12
567.2236807829054,6395347.767527784,C31H36O10
567.2085035941077,29309969.359516926,C27H36O13
567.1875033275863,11190211.120285176,C30H32O11
567.172213742866,28808261.87798428,C26H32O14
567.1511363474796,12349943.827125994,C29H28O12
567.1357903817093,17943039.230767563,C25H28O15
567.1146183514778,13610205.77948193,C28H24O13
567.0993417282798,12056846.38413772,C24H24O16
567.0780807443482,12899878.060203385,C27H20O14
567.0627049719374,5520279.174571623,C23H20O17
567.04149065745,6705516.463961696,C26H16O15
565.2652903364691,14102422.538953485,C29H42O11
565.2291186586585,36772067.0913264,C28H38O12
565.2080991620676,5335600.4343441585,C31H34O10
565.1928954921876,45108177.75545453,C27H34O13
565.1717339334526,7375210.174614445,C30H30O11
565.1565694419187,33099556.211863294,C26H30O14
565.1201781865258,19905329.009969324,C25H26O15
565.0989839568696,9743685.158681743,C28H22O13
565.0836200575943,14616476.597140297,C24H22O16
565.0624618414205,7380745.027394618,C27H18O14
565.0470354030335,3870556.4224765645,C23H18O17
563.2860018252206,8030232.473463097,C30H44O10
563.2498061480676,31055634.386864252,C29H40O11
563.2136252708639,52099957.74046452,C28H36O12
563.1773880699238,46557485.7298557,C27H32O13
563.1561942531486,5025822.495122599,C30H28O11
563.1409722630473,31314125.21082979,C26H28O14
563.1198139801431,5798504.665673951,C29H24O12
563.1044525331007,22929702.471205175,C25H24O15
563.083195803357,7185328.254349798,C28H20O13
563.0678470296722,15372120.118185624,C24H20O16
563.0465263666774,4397585.593844505,C27H16O14
562.1203980836125,3332800.6893573212,C25H25N1O14
561.2707077576047,15220049.240624063,C30H42O10
561.234533179866,42006802.64308685,C29H38O11
561.1981564412489,53557296.59356052,C28H34O12
561.1616672143888,39744377.1851893,C27H30O13
561.1250574124722,29695561.48667082,C26H26O14
561.1038210817547,4864231.023995616,C29H22O12
561.0883959134841,26629019.5876718,C25H22O15
561.0672639110591,5463799.769357006,C28H18O13
561.0518862066181,13102927.505440839,C24H18O16
560.1409579813238,3176303.2457653307,C26H27N1O13
560.1044982029761,3079669.3275145427,C25H23N1O14
559.2551645237551,20698814.176086932,C30H40O10
559.2186886806725,44608216.09955416,C29H36O11
559.2034449313136,3971815.5677985162,C25H36O14
559.1821215877382,45156913.382362776,C28H32O12
559.1667234299026,5427389.257520836,C24H32O15
559.145553823979,37434514.88687077,C27H28O13
559.1302931429152,3419870.913311003,C23H28O16
559.109099885056,30520213.77189113,C26H24O14
559.0880916843832,3155555.5363679323,C29H20O12
559.0728256393404,22952518.589442115,C25H20O15
559.0366169077826,5848002.198881524,C24H16O16
558.088762237547,3963113.896482332,C25H21N1O14
557.3367264160137,6705652.722814777,C26H54O10S1
557.2756930977275,3495989.941838104,C31H42O9
557.239181839382,21982305.606888328,C30H38O10
557.2237706756738,7290446.962898887,C26H38O13
557.2026129724214,38550685.60762537,C29H34O11
557.1872911195471,12235518.474887727,C25H34O14
557.1661504382894,34898467.07779289,C28H30O12
557.1509224160466,10446094.562530609,C24H30O15
557.1298974283201,27710904.23573519,C27H26O13
557.1147568750691,6625490.2040281445,C23H26O16
557.0937347134791,24977640.418405183,C26H22O14
557.078448651134,3743420.950197616,C22H22O17
557.0576296515877,16911133.21264356,C25H18O15
556.1461965673368,3341058.4431495355,C27H27N1O12
555.2596536528555,5447100.904162432,C31H40O9
555.2445068750279,8038626.5080462005,C27H40O12
555.2234728733077,16539178.872718824,C30H36O10
555.2083413402847,18579972.944156,C26H36O13
555.1873611950157,21640929.419401444,C29H32O11
555.1721557929862,23178654.945138652,C25H32O14
555.1540236709805,3135458.5409044046,C25H32O12S1
555.1511403473024,22576383.62552448,C28H28O12
555.1359204568123,14948869.83757688,C24H28O15
555.1147740010633,21088085.128279578,C27H24O13
555.0994458543538,10137434.398205256,C23H24O16
555.078258548954,20456532.902098916,C26H20O14
555.0629226922523,3809975.477891436,C22H20O17
555.0416201867615,9687437.558253592,C25H16O15
553.2446103830582,3447360.3362645293,C31H38O9
553.2293786146644,22417065.019248817,C27H38O12
553.2081992749291,11145271.991217721,C30H34O10
553.1928379269145,38771827.38134417,C26H34O13
553.1716060144907,14844603.801711034,C29H30O11
553.1562256916844,33619319.17197068,C25H30O14
553.134976953626,16875861.36717444,C28H26O12
553.1196234948502,20946153.63729058,C24H26O15
553.0984585201783,20491583.618802045,C27H22O13
553.0831913382708,14066258.721201628,C23H22O16
553.0621146555499,15571934.218828011,C26H18O14
553.0470480368969,3499978.822657753,C22H18O17
553.0259199532805,4468787.174191832,C25H14O15
551.2860791780153,5398579.71913396,C29H44O10
551.2494258168807,23595479.16327199,C28H40O11
551.2283637637694,3564889.9151300234,C31H36O9
551.2130881408843,53316930.73008393,C27H36O12
551.1921512025386,8050166.335622522,C30H32O10
551.1769511170188,56312849.71169467,C26H32O13
551.1559746945727,10297795.450276786,C29H28O11
551.1407906946679,34221251.64922655,C25H28O14
551.1197293486302,10587652.221537162,C28H24O12
551.1045262305114,21600614.480620377,C24H24O15
551.0834012071631,11526093.957864521,C27H20O13
551.0681836367346,12708339.859443266,C23H20O16
551.0469098453681,6460808.585142964,C26H16O14
549.2707404583384,14518095.28787508,C29H42O10
549.234388412767,39634722.19343901,C28H38O11
549.1979492311657,62095943.94128198,C27H34O12
549.1955429847449,4311577.474476477,C31H34O7S1
549.1767821883963,4202952.664021759,C30H30O10
549.161425176616,54623622.51314419,C26H30O13
549.140206348003,6507765.2828921,C29H26O11
549.1248306039655,35412368.790668145,C25H26O14
549.1035499853303,8056570.64770588,C28H22O12
549.0882832357777,29607694.52906842,C24H22O15
549.0310297415045,3072042.1911179177,C26H14O14
548.1771485681805,3302008.089292171,C26H31N1O12
548.140753150886,3689441.7664949605,C25H27N1O13
547.2544695270935,33315150.104215,C29H40O10
547.2182848345194,58673434.67573282,C28H36O11
547.1821934017913,59921880.330322266,C27H32O12
547.1460258195906,43216518.56227227,C26H28O13
547.1096899493155,30310794.883775026,C25H24O14
547.0731455802216,23900829.6959866,C24H20O15
547.051872465154,4093621.799929938,C27H16O13
547.0364455069591,5937297.334696891,C23H16O16
546.1618907422362,3289781.62108547,C26H29N1O12
546.1252334534676,3832997.4814699455,C25H25N1O13
545.2757383708797,10600639.563077884,C30H42O9
545.2391690319663,35993179.129307814,C29H38O10
545.2026001151256,55337986.78072914,C28H34O11
545.1661608995885,52270123.06774266,C27H30O12
545.1299185399357,37242242.43718384,C26H26O13
545.1147042460542,3733834.8680328648,C22H26O16
545.0937123492188,31431099.34881331,C25H22O14
545.0575030787204,17792525.917988844,C24H18O15
544.1463375607434,3324893.6840165146,C26H27N1O12
543.2602456117522,12535378.239655083,C30H40O9
543.2238317499906,30872879.308987238,C29H36O10
543.2085277041514,7559086.682415549,C25H36O13
543.1873124917779,38783649.97829786,C28H32O11
543.171910661367,11221857.946171535,C24H32O14
543.1507011091303,36817128.84090668,C27H28O12
543.1353246036359,10965709.9170749,C23H28O15
543.1141227434515,33111218.67691811,C26H24O13
543.0988653448892,7513175.247372485,C22H24O16
543.0777143035947,29867087.190903865,C25H20O14
543.0625656731635,3343098.689940446,C21H20O17
543.0414866763247,12228070.083171664,C24H16O15
542.1305295976357,3558139.5649616844,C26H25N1O12
542.094085138707,3065094.712764623,C25H21N1O13
541.2443655199999,11460815.414162783,C30H38O9
541.2292213509636,10625542.102000259,C26H38O12
541.2082314240375,23111697.186379947,C29H34O10
541.1930113652674,22133032.587040547,C25H34O13
541.1746889349744,3453130.339135403,C25H34O11S1
541.1718438548565,26477817.893903483,C28H30O11
541.1565700850282,22198245.15139586,C24H30O14
541.1353268852768,23532860.101439234,C27H26O12
541.1199509112897,14555434.003077053,C23H26O15
541.0986250008654,23778271.831985395,C26H22O13
541.0832633839209,10001168.103916839,C22H22O16
541.0620485134457,19965723.816547036,C25H18O14
539.2497542438914,11160372.42917586,C27H40O11
539.2287453722648,7975533.4634786155,C30H36O9
539.2135247930148,30195844.856651545,C26H36O12
539.1924565815913,15350126.765081685,C29H32O10
539.1772524294053,40752938.64637283,C25H32O13
539.1591607568078,3183058.950961619,C25H32O11S1
539.1561364517144,15583777.939131463,C28H28O11
539.1408561881707,26564660.34601361,C24H28O14
539.1196576444738,16076649.242188001,C27H24O12
539.104335415069,17599118.460441533,C23H24O15
539.0831144906438,20854454.898936324,C26H20O13
539.0677721646657,11124573.941079922,C22H20O16
539.0465774827812,12021517.63706989,C25H16O14
537.2340031206621,30028050.345222514,C27H38O11
537.2130724688562,5270823.819698825,C30H34O9
537.1978827492848,58090563.32574252,C26H34O12
537.1768622291006,9778397.99112231,C29H30O10
537.1616824386049,50788699.344542794,C25H30O13
537.1405892774478,10408946.04758226,C28H26O11
537.1252862457765,30395635.79677977,C24H26O14
537.104072207666,12040460.66839164,C27H22O12
537.0886796441198,21717773.261648368,C23H22O15
537.0673957283094,11619650.68746381,C26H18O13
537.0519802582883,9336504.377295293,C22H18O16
536.1771800416691,3494783.0527080595,C25H31N1O12
536.1407377431814,3709223.21912121,C24H27N1O13
535.2909590395184,4043206.0839387155,C29H44O9
535.2547648587744,21659064.464460455,C28H40O10
535.2185866868695,54433426.58391051,C27H36O11
535.1823351781948,68513102.95017476,C26H32O12
535.1799000721027,3607720.445908912,C30H32O7S1
535.1612351248225,5197658.770725063,C29H28O10
535.1459532077772,47509552.983409025,C25H28O13
535.1248001881086,6504966.078921444,C28H24O11
535.1094424198393,29881868.73612597,C24H24O14
535.0881714022071,8173010.741342445,C27H20O12
535.0728313303448,24433472.01715285,C23H20O15
535.051600731193,7043903.45931134,C26H16O13
535.0363081115257,7222251.236268998,C22H16O16
534.1614981238198,3635926.9842330874,C25H29N1O12
534.1252416984512,4099164.742973868,C24H25N1O13
534.0891542357633,3329784.559236437,C23H21N1O14
533.2756154222175,10334463.609096905,C29H42O9
533.2393956230858,38047077.210828975,C28H38O10
533.2031077547474,67667785.50670792,C27H34O11
533.1666630647753,62686583.31962881,C26H30O12
533.1455328735129,3651251.007191684,C29H26O10
533.1300779394007,42032868.99396345,C25H26O13
533.1089204079148,4669757.950127501,C28H22O11
533.093480662478,33148973.787829112,C24H22O14
533.0722822160027,5553710.947365795,C27H18O12
533.0570005008436,22232758.367596377,C23H18O15
533.0360353978144,3841423.8553832974,C26H14O13
532.1461731796031,3773062.033415699,C25H27N1O12
532.1099481092991,3728695.7519628713,C24H23N1O13
531.260297456935,17699062.75418117,C29H40O9
531.2238204770777,46025762.327886224,C28H36O10
531.1871594955452,62028363.13482993,C27H32O11
531.1717690046437,4991574.576325549,C23H32O14
531.1505006870648,56147406.87786508,C26H28O12
531.1352656823068,5312480.399366029,C22H28O15
531.1140966731188,39576998.036221035,C25H24O13
531.0930587242598,3436617.8209583075,C28H20O11
531.0778674305394,30937366.522448905,C24H20O14
531.041746529678,11800660.54419399,C23H16O15
530.094157336964,3189306.2396022123,C24H21N1O13
529.3054149488848,15595266.794237427,C24H50O10S1
529.280829285601,5487195.836700471,C30H42O8
529.2441725899826,23136300.8262249,C29H38O9
529.228874445852,4152092.268283916,C25H38O12
529.2076584737507,44767303.40248575,C28H34O10
529.192393939889,10822442.640387438,C24H34O13
529.171306960712,49401408.723854326,C27H30O11
529.1561165084653,13299634.216306264,C23H30O14
529.1351360734828,37775095.91078891,C26H26O12
529.1199760296435,9663215.305781048,C22H26O15
529.0989778509576,29432506.673535302,C25H22O13
529.0837759622651,5540555.21038774,C21H22O16
529.0626982158357,23397004.313771073,C24H18O14
529.0262924930541,5556247.941982671,C23H14O15
528.1509733337027,3320389.1041346984,C26H27N1O11
528.1145717261795,4036072.1952566844,C25H23N1O12
528.0782605066361,3262544.373801073,C24H19N1O13
527.2648154286916,5748372.209996148,C30H40O8
527.2496996805933,3820515.4334947416,C26H40O11
527.2287493590471,19031342.81396831,C29H36O9
527.2136190273905,14116088.028620243,C25H36O12
527.1925935518765,27602676.71991698,C28H32O10
527.1773341070622,25141413.29886928,C24H32O13
527.1592761782165,4348946.118726641,C24H32O11S1
527.156193774015,28383688.89029867,C27H28O11
527.1408994290841,23102872.952265106,C23H28O14
527.1228355627882,3101078.199591164,C23H28O12S1
527.1196523919989,24765686.33941345,C26H24O12
527.1042384540091,13864205.451714473,C22H24O15
527.0829933489697,25366664.65448012,C25H20O13
527.067694246748,7476052.769424574,C21H20O16
527.0464654260751,16250262.224598302,C24H16O14
525.2495011605963,4659207.79271531,C30H38O8
525.2342386153886,15219062.13082719,C26H38O11
525.2129663315909,13229852.418475099,C29H34O9
525.1976165581568,42370131.15597964,C25H34O12
525.1764119494969,21429989.903482985,C28H30O10
525.1611207804924,52704942.81011217,C24H30O13
525.1400132339663,19087919.745688997,C27H26O11
525.124841494372,29338455.372939385,C23H26O14
525.1038054403946,19398843.5485238,C26H22O12
525.088654773001,18462849.29631275,C22H22O15
525.0676463381388,16930071.729087275,C25H18O13
525.0524881410338,6586457.802144041,C21H18O16
525.0313656427292,6433432.34626358,C24H14O14
524.1408867033063,3419794.586797562,C23H27N1O13
524.0833770225413,3525397.0302977883,C25H19N1O12
523.2547452493609,12406019.377978856,C27H40O10
523.2339226467109,3410103.728016423,C30H36O8
523.218674477626,39303588.67031937,C26H36O11
523.1824369912899,63180703.028775424,C25H32O12
523.161330241963,10624527.528838528,C28H28O10
523.1459953424783,51376044.0921475,C24H28O13
523.1247236383248,12180197.155032955,C27H24O11
523.1093290589164,31656715.22391252,C23H24O14
523.0880303021179,14219819.948002864,C26H20O12
523.072689608802,22871725.052838102,C22H20O15
523.0514967989117,12730524.192070795,C25H16O13
523.0363601465194,5834521.9438523175,C21H16O16
522.1619721065724,4301455.496986136,C24H29N1O12
521.2756486123467,5930395.640748546,C28H42O9
521.2390548560735,31150008.186782096,C27H38O10
521.2025242210833,83358904.46575232,C26H34O11
521.1814883664208,5873987.346660429,C29H30O9
521.1662480415566,90900385.38440737,C25H30O12
521.145290669828,6844494.117505149,C28H26O10
521.1301224787123,48076429.81935576,C24H26O13
521.1091508333132,7185379.907199475,C27H22O11
521.0939444415205,31097869.44657375,C23H22O14
521.0575775728005,17655029.714876737,C22H18O15
521.0363066932757,5088357.839203514,C25H14O13
