,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O,17O
0,0,699.30086955377,699.3024285111734,699.3022150696652,2273417.3168962505,8110.937789996295,221065.9498896978,3.7738047500309566,-1,0.3052206951567727,0.5959766816020134,0.0,0.35758600896120807,14.0,1.2972972972972974,0.35135135135135137,O13,de-protonated,0.0,,C37 H48 O13,37.0,48.0,13.0,,,,,,
1,1,699.264398164827,699.2659570851662,699.2658295602808,2434378.5425991826,10804.108079676895,176861.75990653477,4.0409955704817415,-1,0.18236967965266973,0.8312949977296463,0.0,0.4987769986377878,15.0,1.2222222222222223,0.3888888888888889,O14,de-protonated,0.0,,C36 H44 O14,36.0,44.0,14.0,,,,,,
2,2,699.1550682859843,699.1566270951881,699.156673032128,2399357.6039967854,7953.88194704131,221111.69992507403,3.9828618598488417,-1,-0.06570335607628412,0.9763023555728636,0.0,0.5857814133437181,18.0,0.9696969696969697,0.5151515151515151,O17,de-protonated,0.0,,C33 H32 O17,33.0,32.0,17.0,,,,,,
3,3,697.3215836654531,697.3231406046028,697.3229505145714,2061515.4380388244,12841.265521692907,177354.55989369506,3.4220539689361837,-1,0.2725997061816683,0.6617703638576791,0.0,0.3970622183146074,14.0,1.3157894736842106,0.3157894736842105,O12,de-protonated,0.0,,C38 H50 O12,38.0,50.0,12.0,,,,,,
4,4,697.2851084919147,697.2866653937413,697.2865650051872,2516186.03411031,14962.407697727154,126688.2570815484,4.176793559596336,-1,0.14397029730992866,0.8912302382265719,0.0,0.5347381429359431,15.0,1.2432432432432432,0.35135135135135137,O13,de-protonated,0.0,,C37 H46 O13,37.0,46.0,13.0,,,,,,
5,5,697.2487817601183,697.2503386247688,697.2501794958029,2034957.492014135,7401.679134698117,221716.19990785464,3.377968572861226,-1,0.22822362851501118,0.7487375155584296,0.0,0.44924250933505777,16.0,1.1666666666666667,0.3888888888888889,O14,de-protonated,0.0,,C36 H42 O14,36.0,42.0,14.0,,,,,,
6,6,697.1757335752949,697.1772903651755,697.1774084770343,2134074.7758730664,5980.227864978034,221739.44990192945,3.5425002995517167,-1,-0.16941435187138731,0.8526115424688518,0.0,0.5115669254813111,18.0,1.0,0.47058823529411764,O16,de-protonated,0.0,,C34 H34 O16,34.0,34.0,16.0,,,,,,
7,7,697.1183381434759,697.119894874595,697.1198935995506,2098313.6101943934,9499.179938204366,177406.35991872032,3.4831378341117745,-1,0.0018290175167254927,0.9999814151444979,0.0,0.5999888490866987,24.0,0.7222222222222222,0.4166666666666667,O15,de-protonated,0.0,,C36 H26 O15,36.0,26.0,15.0,,,,,,
8,9,696.2646738367773,696.2662296925411,696.2658946255225,2830334.4761139504,10846.447423028074,222029.94988763376,4.6982705774043545,-1,0.48123428298672616,0.2762106979234311,0.8972829137712826,0.5246395842625717,29.0,0.851063829787234,0.06382978723404255,13C1 S1 O3,de-protonated,1.0,11.0,C47 H40 O3 S1 13C1,47.0,40.0,3.0,1.0,,1.0,,,
9,10,695.2693818293502,695.2709366612816,695.2709149407092,2384978.2025948837,9764.243786472358,222347.44990473602,3.9589924835975943,-1,0.031240444402582182,0.9945926428593889,0.0,0.5967555857156333,16.0,1.1891891891891893,0.35135135135135137,O13,de-protonated,0.0,,C37 H44 O13,37.0,44.0,13.0,,,,,,
10,11,695.2613007184907,695.2628555420948,695.2625397904502,8929328.670294171,29351.228133368968,222350.44989865323,14.822418523911319,-1,0.45414735664602096,0.2970849274014846,0.8972829137712826,0.5371641219494038,29.0,0.8333333333333334,0.0625,S1 O3,de-protonated,0.0,,C48 H40 O3 S1,48.0,40.0,3.0,1.0,,,,,
11,12,695.223541447361,695.225096232053,695.2251465168545,2243811.4946712707,9530.347644661568,177889.75990583963,3.7246599706229535,-1,-0.0723288012294012,0.9713546439396128,0.0,0.5828127863637677,4.0,1.76,0.88,O22,de-protonated,0.0,,C25 H44 O22,25.0,44.0,22.0,,,,,,
12,13,695.1966777504391,695.1982325074443,695.1981439219406,2296319.9330324833,7375.639272337856,222370.69991299536,3.8118224078189464,-1,0.12742482769631722,0.9137429007577743,0.0,0.5482457404546646,18.0,1.0285714285714285,0.42857142857142855,O15,de-protonated,0.0,,C35 H36 O15,35.0,36.0,15.0,,,,,,
13,14,695.1907292073023,695.1922839581764,695.192270695126,3374728.651430567,12002.681585973583,222372.9499140864,5.6019486260539635,-1,0.019078247774570404,0.9979799345388737,0.0,0.5987879607233242,27.0,0.7619047619047619,0.23809523809523808,O10,de-protonated,0.0,,C42 H32 O10,42.0,32.0,10.0,,,,,,
14,15,695.1603259503215,695.161880669857,695.1617584125562,2363625.0392694445,8353.493328123204,222382.69987988786,3.92354687113268,-1,0.17586885265121716,0.8421202008994709,0.0,0.5052721205396825,19.0,0.9411764705882353,0.47058823529411764,O16,de-protonated,0.0,,C34 H32 O16,34.0,32.0,16.0,,,,,,
15,16,695.1238010016792,695.1253556835618,695.125372903172,2213892.455338698,8811.795219349047,177915.35991818813,3.6749952601844083,-1,-0.024771948855543565,0.9965966409884389,0.0,0.5979579845930634,20.0,0.8484848484848485,0.5151515151515151,O17,de-protonated,0.0,,C33 H28 O17,33.0,28.0,17.0,,,,,,
16,17,693.2536246775378,693.255177425189,693.2552648762312,1999382.546972994,10288.176507169595,178395.35991100242,3.318915228109883,-1,-0.12614551467775864,0.9153911321763994,0.0,0.5492346793058397,17.0,1.135135135135135,0.35135135135135137,O13,de-protonated,0.0,,C37 H42 O13,37.0,42.0,13.0,,,,,,
17,18,693.1444169955429,693.1459696298641,693.1461083480782,2791697.1451021843,9631.699133018763,223029.44989046958,4.634133763535186,-1,-0.2001283891204934,0.8005089044833312,0.0,0.4803053426899987,20.0,0.8823529411764706,0.47058823529411764,O16,de-protonated,0.0,,C34 H30 O16,34.0,30.0,16.0,,,,,,
18,19,693.1078520141273,693.1094046104939,693.109722838694,2403562.1414293256,7647.3882589349,223041.19990061512,3.989841266232649,-1,-0.45913105756858974,0.3100199933136374,0.0,0.18601199598818244,21.0,0.7878787878787878,0.5151515151515151,O17,de-protonated,0.0,,C33 H26 O17,33.0,26.0,17.0,,,,,,
19,20,691.2955844308278,691.2971351401349,691.2971296892368,2449344.800854365,7993.145114055802,223625.94993847425,4.065839111557035,-1,0.007885029145245602,0.9996546502879373,0.0,0.5997927901727623,12.0,1.3714285714285714,0.4,O14,de-protonated,0.0,,C35 H48 O14,35.0,48.0,14.0,,,,,,
20,21,691.259221425513,691.2607720968376,691.2607441798526,2485534.1221676916,8921.856900446019,223637.699907179,4.125912302544725,-1,0.04038560736978744,0.9909798320050425,0.0,0.5945878992030255,13.0,1.2941176470588236,0.4411764705882353,O15,de-protonated,0.0,,C34 H44 O15,34.0,44.0,15.0,,,,,,
21,22,691.1290292232147,691.1305797585106,691.1304582836002,2385327.999179821,7191.9230787377,223679.44992139703,3.959573135466466,-1,0.1757626349313576,0.8422949566078352,0.0,0.505376973964701,21.0,0.8235294117647058,0.47058823529411764,O16,de-protonated,0.0,,C34 H28 O16,34.0,28.0,16.0,,,,,,
22,23,689.3161686833992,689.3177173183436,689.3178651341432,2992638.351882684,9286.062793768851,224267.69993125641,4.9676901568068255,-1,-0.2144377899184923,0.7745568232657538,0.0,0.46473409395945225,12.0,1.3888888888888888,0.3611111111111111,O13,de-protonated,0.0,,C36 H50 O13,36.0,50.0,13.0,,,,,,
23,24,689.2799321978506,689.2814807946913,689.2814796247588,2794102.549674434,8483.589355678265,299039.5998576551,4.638126663181474,-1,0.0016973218100997454,0.999983995120707,0.0,0.5999903970724242,13.0,1.3142857142857143,0.4,O14,de-protonated,0.0,,C35 H46 O14,35.0,46.0,14.0,,,,,,
