,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O,17O
0,0,699.114469290837,699.1159864628537,699.116264770751,10318977.110958388,36716.01426987451,221124.94989387353,8.12386517154004,-1,-0.3980852846247151,0.4146172762392165,0.0,0.2487703657435299,15.0,1.037037037037037,0.7407407407407407,N2 O20,de-protonated,0.0,,C27 H28 O20 N2,27.0,28.0,20.0,,2.0,,,,
1,8,690.2880339195864,690.2895365104708,690.2894828147923,5249311.187584265,16408.743620179106,223951.9499387399,4.132647632884479,-1,0.07778718905539228,0.9669429178163444,0.0,0.5801657506898067,21.0,1.0714285714285714,0.14285714285714285,N1 S1 O6,de-protonated,0.0,,C42 H45 O6 S1 N1,42.0,45.0,6.0,1.0,1.0,,,,
2,12,680.1993275570351,680.2008133813721,680.2007109106266,13067557.872567892,53586.95508729407,227273.9498876111,10.287752084002683,-1,0.15064780704072187,0.8815425486801014,0.981790991523773,0.9216419258175701,27.0,0.7804878048780488,0.21951219512195122,13C1 O9,de-protonated,1.0,13.0,C41 H32 O9 13C1,41.0,32.0,9.0,,,1.0,,,
3,13,679.1961592289385,679.1976433802571,679.1973560755544,31118245.729759295,147334.57790022553,182087.9599294408,24.498594188657613,-1,0.42300621486208523,0.6258032938170035,0.981790991523773,0.7681983728997113,27.0,0.7619047619047619,0.21428571428571427,O9,de-protonated,0.0,,C42 H32 O9,42.0,32.0,9.0,,,,,,
4,14,679.0021514012255,679.0036352288687,679.003543690718,7613873.969322764,23493.68420332988,227674.69991828085,5.994207070600988,-1,0.1348124786559862,0.9039611335806389,0.0,0.5423766801483834,23.0,0.5333333333333333,0.5666666666666667,S1 O17,de-protonated,0.0,,C30 H16 O17 S1,30.0,16.0,17.0,1.0,,,,,
5,19,671.179249447123,671.1807201904084,671.1803858572111,4784721.269617395,14074.414404810732,230327.94992014157,3.7668879443964043,-1,0.49812718644166837,0.2519552328062733,0.0,0.15117313968376397,16.0,1.0909090909090908,0.3939393939393939,S1 O13,de-protonated,0.0,,C33 H36 O13 S1,33.0,36.0,13.0,1.0,,,,,
6,20,671.1696465756903,671.1711173028747,671.1711413270267,6262714.550673874,22411.671786469455,184265.15991977224,4.930474025713893,-1,-0.035794375751106736,0.9929072876604077,0.0,0.5957443725962446,30.0,0.6511627906976745,0.18604651162790697,O8,de-protonated,0.0,,C43 H28 O8,43.0,28.0,8.0,,,,,,
7,23,665.2133647306866,665.2148254524288,665.2145818328048,10663305.039001647,33173.83473558554,232393.69994279038,8.394945689709672,-1,0.3662271253261033,0.4746754699623879,0.0,0.2848052819774327,4.0,1.75,0.875,O21,de-protonated,0.0,,C24 H42 O21,24.0,42.0,21.0,,,,,,
8,25,663.2833252936708,663.2847827653176,663.2844570049357,4619697.585429568,17474.034683419224,233069.94993367352,3.6369690439049007,-1,0.49113224114248544,0.2618298444305859,0.0,0.15709790665835152,11.0,1.411764705882353,0.3235294117647059,S1 O11,de-protonated,0.0,,C34 H48 O11 S1,34.0,48.0,11.0,1.0,,,,,
9,27,658.1668335131925,658.1682823499843,658.1680906278054,23427286.094129704,70592.96668582787,187905.55992476604,18.44369955639221,-1,0.2912966788078445,0.3120608959067661,0.8630718033229757,0.5324652588732499,16.0,1.096774193548387,0.41935483870967744,13C1 S1 O13,de-protonated,1.0,29.0,C31 H34 O13 S1 13C1,31.0,34.0,13.0,1.0,,1.0,,,
10,28,658.1587218886673,658.1601707117477,658.1599847649261,7411228.604103723,22457.44094423866,234884.6999070813,5.834669588641781,-1,0.28252526119309807,0.641820023912286,0.0,0.38509201434737156,16.0,1.064516129032258,0.41935483870967744,N1 S1 O13,de-protonated,0.0,,C31 H33 O13 S1 N1,31.0,33.0,13.0,1.0,1.0,,,,
11,29,657.1634906626431,657.164937802919,657.1647357927332,110815402.32597093,334803.2646141685,235240.6999092278,87.24211496410041,-1,0.30739657018719274,0.3039253268429557,0.8630718033229757,0.5275839174349637,16.0,1.0625,0.40625,S1 O13,de-protonated,0.0,,C32 H34 O13 S1,32.0,34.0,13.0,1.0,,,,,
12,30,657.0203694932486,657.02181639144,657.0216956786404,18967264.16717345,58584.193216900596,235291.9499020491,14.932439049938807,-1,0.18372726557618557,0.4145014143140157,0.792708917554682,0.5657844156102823,16.0,0.75,0.9166666666666666,O22,de-protonated,0.0,,C24 H18 O22,24.0,18.0,22.0,,,,,,
13,42,641.1592960665598,641.1607160030545,641.1605766429769,8726644.194244493,24320.433635100184,241112.69989085346,6.870262437035346,-1,0.2173559676928669,0.3845768201225021,0.6860498980681444,0.505166051300759,30.0,0.6190476190476191,0.16666666666666666,O7,de-protonated,0.0,,C42 H26 O7,42.0,26.0,7.0,,,,,,
14,45,635.2028686335959,635.204278376752,635.204017148755,5637329.848427454,16389.608049023336,194698.75993626326,4.4381247408222455,-1,0.4112505429396103,0.39078626908875147,0.0,0.23447176145325088,4.0,1.7391304347826086,0.8695652173913043,O20,de-protonated,0.0,,C23 H40 O20,23.0,40.0,20.0,,,,,,
15,46,631.208009173895,631.2094120597117,631.2091025291834,4404848.04260693,11838.941067816591,244913.94991244844,3.467823526932626,-1,0.49037716193228464,0.26291010367420936,0.0,0.1577460622045256,5.0,1.6666666666666667,0.7916666666666666,O19,de-protonated,0.0,,C24 H40 O19,24.0,40.0,19.0,,,,,,
16,47,631.165548377207,631.166951190048,631.1668437929845,4052939.7033225717,11434.115162521068,195944.159907283,3.1907751460373244,-1,0.17015637714862422,0.8514188630777006,0.0,0.5108513178466204,15.0,1.0666666666666667,0.5,O15,de-protonated,0.0,,C30 H32 O15,30.0,32.0,15.0,,,,,,
17,51,629.1499823374378,629.1513816840289,629.1511937285065,5098494.371562601,17375.24983660524,245714.6999360749,4.0139134341566,-1,0.29874460108449735,0.6090687713231943,0.0,0.36544126279391653,16.0,1.0,0.5,O15,de-protonated,0.0,,C30 H30 O15,30.0,30.0,15.0,,,,,,
18,53,625.1185015600146,625.1198939607103,625.1198935995506,4408882.263454062,11932.159363453908,247299.69992790028,3.4709995652048216,-1,0.0005777448155748484,0.9999981456179865,0.0,0.5999988873707919,18.0,0.8666666666666667,0.5,O15,de-protonated,0.0,,C30 H26 O15,30.0,26.0,15.0,,,,,,
19,54,620.1455429612215,620.1469267704326,620.1468366238927,4771757.038137046,12978.120958984051,249282.4499476782,3.7566815385224013,-1,0.14536321822958398,0.8892370123692732,0.0,0.5335422074215639,10.0,1.2916666666666667,0.75,N1 O18,de-protonated,0.0,,C24 H31 O18 N1,24.0,31.0,18.0,,1.0,,,,
20,56,617.2589640794831,617.2603428898155,617.2603502566594,4205610.024053588,13977.425200010819,200358.75993076508,3.3109685613320847,-1,-0.011934743372736936,0.9992089902390013,0.0,0.5995253941434008,12.0,1.3125,0.375,O12,de-protonated,0.0,,C32 H42 O12,32.0,42.0,12.0,,,,,,
21,57,617.149854691207,617.1512333124159,617.1511937285065,4403455.380648973,12509.4412020019,200394.1599164773,3.4667271200064045,-1,0.06413972746406192,0.9774041719166235,0.0,0.5864425031499741,15.0,1.0344827586206897,0.5172413793103449,O15,de-protonated,0.0,,C29 H30 O15,29.0,30.0,15.0,,,,,,
22,61,615.1341742208875,615.1355493459924,615.1355436640285,4260299.3847549,11528.350793917312,251313.69988211832,3.354024087851604,-1,0.009236929904345641,0.9995261074666772,0.0,0.5997156644800063,16.0,0.9655172413793104,0.5172413793103449,O15,de-protonated,0.0,,C29 H28 O15,29.0,28.0,15.0,,,,,,
23,62,615.1165508107499,615.117925905269,615.1177855992992,4707858.325436104,13857.587819879329,201056.55991441253,3.706375726130769,-1,0.22809610304316522,0.748979614828495,0.0,0.449387768897097,16.0,0.9655172413793104,0.4482758620689655,S1 O13,de-protonated,0.0,,C29 H28 O13 S1,29.0,28.0,13.0,1.0,,,,,
24,66,611.1395436503612,611.140911834363,611.1406290444569,4215663.998256644,10578.705522828779,252955.94991864823,3.318883796532775,-1,0.46272476854504735,0.30436629145037375,0.0,0.18261977487022424,17.0,0.9333333333333333,0.4666666666666667,O14,de-protonated,0.0,,C30 H28 O14,30.0,28.0,14.0,,,,,,
25,68,609.1236484191403,609.1250130939461,609.1249789799789,4335098.907101147,11769.82172010545,253793.4499176673,3.412911827198481,-1,0.0560048732108059,0.9827256871698757,0.0,0.5896354123019254,18.0,0.8666666666666667,0.4666666666666667,O14,de-protonated,0.0,,C30 H26 O14,30.0,26.0,14.0,,,,,,
26,74,603.2800028453527,603.2813573236489,603.2810857015658,4581494.248969768,13108.102936627094,256251.44985024334,3.6068925400843037,-1,0.4502413378384864,0.3242608440791493,0.0,0.19455650644748956,11.0,1.375,0.34375,O11,de-protonated,0.0,,C32 H44 O11,32.0,44.0,11.0,,,,,,
27,78,603.1344721239045,603.1358263478083,603.1355436640285,4053870.1676293607,11102.995482765535,256313.69989836967,3.1915076766451556,-1,0.46869030149313323,0.29511439590663757,0.0,0.17706863754398253,15.0,1.0,0.5357142857142857,O15,de-protonated,0.0,,C28 H28 O15,28.0,28.0,15.0,,,,,,
28,83,601.1281824634888,601.1295331780678,601.129276514021,7016427.1039785715,16482.816621444035,205735.15992065528,5.523852525860198,-1,0.42696979989011014,0.3632021868493186,0.0,0.21792131210959115,29.0,0.5641025641025641,0.1794871794871795,O7,de-protonated,0.0,,C39 H22 O7,39.0,22.0,7.0,,,,,,
29,87,599.1030406051995,599.104387773193,599.1042435350726,4079024.115246787,10613.968071277257,258038.44989099397,3.211310732391732,-1,0.24075629913521818,0.724683714333074,0.0,0.43481022859984436,17.0,0.8571428571428571,0.5357142857142857,O15,de-protonated,0.0,,C28 H24 O15,28.0,24.0,15.0,,,,,,
