,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O
0,0,695.2620390310357,695.2627070344404,695.2625397904502,9169752.670640519,32802.14112620839,177879.9599241448,8.55911702967932,-1,0.24054796656693783,0.36254376066756283,0.6566013193347574,0.48016678413444064,29.0,0.8333333333333334,0.0625,S1 O3,de-protonated,0.0,,C48 H40 O3 S1,48.0,40.0,3.0,1.0,,,,
1,1,695.1604900033152,695.1611582056825,695.1612453482195,3588983.0763282315,14188.030492511569,222382.69987180014,3.349984156735834,-1,-0.12535586185750594,0.9164016648481255,0.0,0.5498409989088753,37.0,0.5106382978723404,0.10638297872340426,N2 O5,de-protonated,0.0,,C47 H24 O5 N2,47.0,24.0,5.0,,2.0,,,
2,2,691.2965275729773,691.2972032771531,691.2971296892368,3612464.225214711,12851.86170405869,178900.3599006338,3.3719016400671116,-1,0.10644904069453885,0.9389883444453652,0.0,0.563393006667219,12.0,1.3714285714285714,0.4,O14,de-protonated,0.0,,C35 H48 O14,35.0,48.0,14.0,,,,,
3,4,689.2809577847189,689.281637348908,689.2814796247588,3861924.6711975345,13658.475171857146,179423.55992437276,3.6047499216002974,-1,0.22882400563233438,0.7475969724691197,0.0,0.4485581834814718,13.0,1.3142857142857143,0.4,O14,de-protonated,0.0,,C35 H46 O14,35.0,46.0,14.0,,,,,
4,5,686.2871447516682,686.287829982006,686.2876872041946,5477838.587305359,18544.308305854873,225257.94990766508,5.113056286518663,-1,0.20804367322328252,0.7862688475378312,0.0,0.4717613085226987,5.0,1.75,0.6428571428571429,N1 O18,de-protonated,0.0,,C28 H49 O18 N1,28.0,49.0,18.0,,1.0,,,
5,6,685.2556314277804,685.2563185917486,685.2560527226174,6659278.320399575,21615.047859571554,225596.69988740407,6.215821137684507,-1,0.3879850899090155,0.43331459054187826,0.0,0.25998875432512697,6.0,1.6428571428571428,0.6785714285714286,O19,de-protonated,0.0,,C28 H46 O19,28.0,46.0,19.0,,,,,
6,10,683.2874598403581,683.2881506672834,683.2880215568159,3905102.609788722,12202.172586019537,226246.44986513778,3.6450525385602446,-1,0.18895467708485533,0.8200788102425418,0.0,0.49204728614552506,6.0,1.7142857142857142,0.6071428571428571,N2 O17,de-protonated,0.0,,C28 H48 O17 N2,28.0,48.0,17.0,,2.0,,,
7,11,683.179593225726,683.1802842523966,683.1803858572111,8202227.855735182,29064.74727372177,226282.19988812288,7.656021993494974,-1,-0.14872326053389126,0.8843687575297376,0.0,0.5306212545178426,17.0,1.0588235294117647,0.38235294117647056,S1 O13,de-protonated,0.0,,C34 H36 O13 S1,34.0,36.0,13.0,1.0,,,,
8,13,679.193167319745,679.1938656551632,679.1938463878985,7226173.263053715,27711.51090804708,182088.35995040834,6.744965197725029,-1,0.02836784350989215,0.9955392314404279,0.0,0.5973235388642567,5.0,1.6666666666666667,0.9166666666666666,O22,de-protonated,0.0,,C24 H40 O22,24.0,40.0,22.0,,,,,
9,14,677.2804106477417,677.2811124393917,677.2809665604221,3758386.8052284857,11207.40810990606,228253.44992058285,3.5081068883950803,-1,0.2153891468031199,0.7727992045939195,0.0,0.46367952275635166,30.0,0.8085106382978723,0.06382978723404255,N2 O3,de-protonated,0.0,,C47 H38 O3 N2,47.0,38.0,3.0,,2.0,,,
10,15,677.2442729541477,677.2449748107803,677.2450941153746,3442360.620935386,11889.110153016756,228265.69990682323,3.213125639394969,-1,-0.17616162213703254,0.8416381606260034,0.0,0.504982896375602,13.0,1.2727272727272727,0.45454545454545453,O15,de-protonated,0.0,,C33 H42 O15,33.0,42.0,15.0,,,,,
11,16,675.2652883626025,675.2659937599351,675.2658295602808,3665457.4807509626,11908.820347368262,183147.55991961696,3.421365948670628,-1,0.24316298420907811,0.7200099807311849,0.0,0.43200598843871096,13.0,1.2941176470588236,0.4117647058823529,O14,de-protonated,0.0,,C34 H44 O14,34.0,44.0,14.0,,,,,
12,17,673.2853202374204,673.2860291420391,673.2860519408505,4238330.850702845,15125.907529770448,183686.15990669566,3.956090318315206,-1,-0.03386199869882672,0.9936500524731812,0.0,0.5961900314839087,31.0,0.7916666666666666,0.041666666666666664,N2 O2,de-protonated,0.0,,C48 H38 O2 N2,48.0,38.0,2.0,,2.0,,,
13,18,673.1768037675963,673.1775128634225,673.1774084770343,4300324.878098736,14974.469530362598,183715.75994003937,4.013956015971532,-1,0.15506519812084935,0.874953504727788,0.0,0.5249721028366727,16.0,1.0625,0.5,O16,de-protonated,0.0,,C32 H34 O16,32.0,34.0,16.0,,,,,
14,20,671.2700992749714,671.2708117131948,671.2709149407092,3507695.428359103,13117.03460438427,184237.55989455245,3.27410964659089,-1,-0.15377921505237524,0.8768862147205704,0.0,0.5261317288323422,14.0,1.2571428571428571,0.37142857142857144,O13,de-protonated,0.0,,C35 H44 O13,35.0,44.0,13.0,,,,,
15,21,671.2394513629112,671.2401638545931,671.2404026581394,4610702.562579669,14236.222150779347,230307.69993747986,4.303664912197152,-1,-0.3557645596444903,0.49501961079075896,0.0,0.2970117664744554,6.0,1.6296296296296295,0.7037037037037037,O19,de-protonated,0.0,,C27 H44 O19,27.0,44.0,19.0,,,,,
16,22,671.1605766190929,671.1612892483155,671.1612453482195,3913549.514042771,14769.317512063626,230334.4498783676,3.6529369433687173,-1,0.06540916403161856,0.9765115901497632,0.0,0.5859069540898579,35.0,0.5333333333333333,0.1111111111111111,N2 O5,de-protonated,0.0,,C45 H24 O5 N2,45.0,24.0,5.0,,2.0,,,
17,24,665.2136911732524,665.2144140117716,665.2145818328048,11435453.241837595,37369.59231450239,232393.9499427904,10.673939210781013,-1,-0.2522810500110856,0.7021646355624709,0.0,0.4212987813374825,4.0,1.75,0.875,O21,de-protonated,0.0,,C24 H42 O21,24.0,42.0,21.0,,,,,
18,25,663.3015917004795,663.3023177541589,663.3022150696652,3519806.5231184596,11812.652005128957,186450.95992424202,3.285414234743498,-1,0.15480800669930447,0.8753409845753903,0.0,0.5252045907452342,11.0,1.411764705882353,0.38235294117647056,O13,de-protonated,0.0,,C34 H48 O13,34.0,48.0,13.0,,,,,
19,27,662.3860045696438,662.3867321512485,662.3866784661608,4218952.244221674,14207.7192248396,233385.9499050099,3.9380021793324067,-1,0.08104795795191606,0.9641646743611078,0.9283151555900958,0.949824866852703,18.0,1.2857142857142858,0.047619047619047616,13C1 N2 S1 O2,de-protonated,1.0,28.0,C42 H54 O2 S1 N2 13C1,42.0,54.0,2.0,1.0,2.0,1.0,,
20,28,661.382632641538,661.3833618889229,661.3833236310885,12837282.144260302,39055.86465973396,233739.69989216243,11.982416992285316,-1,0.05784517542113593,0.9728735712596595,0.9283151555900958,0.955050204991834,18.0,1.255813953488372,0.046511627906976744,N2 S1 O2,de-protonated,0.0,,C43 H54 O2 S1 N2,43.0,54.0,2.0,1.0,2.0,,,
21,29,661.2854070312966,661.2861364396136,661.2860519408505,4637870.360641232,15971.94095175958,187019.35989570906,4.329023541966102,-1,0.12777944266339794,0.9132836103891891,0.0,0.5479701662335135,30.0,0.8085106382978723,0.0425531914893617,N2 O2,de-protonated,0.0,,C47 H38 O2 N2,47.0,38.0,2.0,,2.0,,,
22,30,661.2490615124707,661.2497909809265,661.2496664314662,3806486.5139939087,11566.807148269549,233786.94992244244,3.553003523146734,-1,0.18835466641560714,0.8211108888051839,0.0,0.49266653328311033,31.0,0.7391304347826086,0.06521739130434782,N2 O3,de-protonated,0.0,,C46 H34 O3 N2,46.0,34.0,3.0,,2.0,,,
23,31,659.2697819992037,659.270514724761,659.2704018763725,3556365.7931542853,11427.280445255501,187591.15990637554,3.3195389360299528,-1,0.17117162884660203,0.8497812985262098,0.0,0.5098687791157258,31.0,0.7659574468085106,0.0425531914893617,N2 O2,de-protonated,0.0,,C47 H36 O2 N2,47.0,36.0,2.0,,2.0,,,
24,32,659.1969857751529,659.1977186198333,659.1976308576038,3486988.407934158,12210.181860263874,234514.69989084676,3.254781555908518,-1,0.13313492848402908,0.9062213222930242,0.0,0.5437327933758145,33.0,0.6222222222222222,0.08888888888888889,N2 O4,de-protonated,0.0,,C45 H28 O4 N2,45.0,28.0,4.0,,2.0,,,
25,33,659.1607019586742,659.1614348627114,659.1617584125562,4304899.496902343,13252.84423648932,234527.94993752262,4.018226000028093,-1,-0.49085044854321286,0.26223266711821075,0.0,0.15733960027092644,16.0,1.032258064516129,0.5161290322580645,O16,de-protonated,0.0,,C31 H32 O16,31.0,32.0,16.0,,,,,
26,34,657.1814058086704,657.1821419327404,657.1819807931258,3477691.0631571207,11614.562511803431,235233.94993778947,3.246103343434289,-1,0.2451978588017504,0.716045866053888,0.0,0.42962751963233275,34.0,0.5777777777777777,0.08888888888888889,N2 O4,de-protonated,0.0,,C45 H26 O4 N2,45.0,26.0,4.0,,2.0,,,
27,35,657.1448304266914,657.1455666099334,657.1455952837415,3678512.5297029037,12534.531283043449,188197.75992921207,3.4335516308609035,-1,-0.04363387393321066,0.9894784376814336,0.0,0.5936870626088602,35.0,0.5,0.11363636363636363,N2 O5,de-protonated,0.0,,C44 H22 O5 N2,44.0,22.0,5.0,,2.0,,,
28,36,655.1659659179892,655.1667052847649,655.1668437929845,3721647.7889974904,12261.502399678095,235957.94987751098,3.4738144106401254,-1,-0.21140907986845145,0.7801267413284999,0.0,0.4680760447970999,17.0,1.0,0.46875,O15,de-protonated,0.0,,C32 H32 O15,32.0,32.0,15.0,,,,,
29,37,655.1293450299768,655.1300844553358,655.1299452192635,3448116.311147603,10600.888495835341,188776.75995417507,3.2184980445058153,-1,0.2125319920365774,0.7780662548184659,0.0,0.46683975289107954,36.0,0.45454545454545453,0.11363636363636363,N2 O5,de-protonated,0.0,,C44 H20 O5 N2,44.0,20.0,5.0,,2.0,,,
30,40,653.1507051938727,653.1514477666166,653.1511937285065,3549673.4185479996,11655.654820390093,236685.94988331804,3.3132922225667802,-1,0.3889422731951435,0.43152806386111214,0.0,0.2589168383166673,18.0,0.9375,0.46875,O15,de-protonated,0.0,,C32 H30 O15,32.0,30.0,15.0,,,,,
31,42,651.2653759741485,651.2661215131608,651.2658295602808,4579505.906773481,15362.533466165924,189896.7599269033,4.2745457159035904,-1,0.44828527259138923,0.3274425373083768,0.0,0.19646552238502607,11.0,1.375,0.4375,O14,de-protonated,0.0,,C32 H44 O14,32.0,44.0,14.0,,,,,
32,43,651.1349003586138,651.1356461017286,651.1355436640285,3477524.9307031026,9315.939229405276,237418.69986312801,3.245948274135537,-1,0.15732162234098673,0.8715339004017536,0.0,0.5229203402410522,19.0,0.875,0.46875,O15,de-protonated,0.0,,C32 H28 O15,32.0,28.0,15.0,,,,,
33,44,649.2859241094758,649.2866727285153,649.2865650051872,4194707.155686999,13209.170944758658,238094.44992986688,3.915371628911167,-1,0.16591029900837082,0.8581953840378259,0.0,0.5149172304226955,11.0,1.393939393939394,0.3939393939393939,O13,de-protonated,0.0,,C33 H46 O13,33.0,46.0,13.0,,,,,
34,46,649.2132042734096,649.2139530049316,649.2137939864186,3648551.283657441,12583.820428301062,238121.44992159717,3.4055855754536295,-1,0.24494013282622734,0.7165485526386147,0.0,0.4299291315831688,13.0,1.2258064516129032,0.4838709677419355,O15,de-protonated,0.0,,C31 H38 O15,31.0,38.0,15.0,,,,,
35,47,647.3065418381034,647.3072935018997,647.3073004500934,3725552.993193564,10929.988399455546,191058.15991648447,3.477459558000098,-1,-0.010733995555671196,0.9993601011527093,0.0,0.5996160606916255,11.0,1.411764705882353,0.35294117647058826,O12,de-protonated,0.0,,C34 H48 O12,34.0,48.0,12.0,,,,,
36,48,647.270295594115,647.2710473133388,647.2709149407092,4872960.073645128,14558.427445645224,238835.9498775358,4.548458071810789,-1,0.20450884876020672,0.7926648129327918,0.0,0.47559888775967507,12.0,1.3333333333333333,0.3939393939393939,O13,de-protonated,0.0,,C33 H44 O13,33.0,44.0,13.0,,,,,
37,51,647.1976617093495,647.198413539609,647.1981439219406,3485019.178168759,9424.640054804644,238862.69991101278,3.2529434618370883,-1,0.4165921531992631,0.3813028895746965,0.0,0.2287817337448179,14.0,1.1612903225806452,0.4838709677419355,O15,de-protonated,0.0,,C31 H36 O15,31.0,36.0,15.0,,,,,
38,53,646.3910399319362,646.391792992098,646.391763846589,3675038.5023550163,11572.619547160966,191328.75988521986,3.430308947257225,-1,0.04508954258249859,0.9887687311219661,0.9346903038126047,0.9671373601982215,18.0,1.2857142857142858,0.023809523809523808,13C1 N2 S1 O1,de-protonated,1.0,54.0,C42 H54 O1 S1 N2 13C1,42.0,54.0,1.0,1.0,2.0,1.0,,
39,54,645.3877428145692,645.388497396367,645.3884090115167,10808980.267462622,32996.970977736,239532.9499528575,10.08918456186068,-1,0.13694830751019804,0.9449098068086541,0.9346903038126047,0.9408220056102343,18.0,1.255813953488372,0.023255813953488372,N2 S1 O1,de-protonated,0.0,,C43 H54 O1 S1 N2,43.0,54.0,1.0,1.0,2.0,,,
40,55,645.2909280508911,645.2916827790439,645.2916503856154,4030017.585522787,12093.290319339265,191654.95991219746,3.761649128944916,-1,0.050199670855530065,0.9860975061666081,0.0,0.5916585036999649,12.0,1.3529411764705883,0.35294117647058826,O12,de-protonated,0.0,,C34 H46 O12,34.0,46.0,12.0,,,,,
41,56,645.2545929189985,645.2553477020572,645.2552648762312,5338777.750214145,19363.60904567141,191665.75991451368,4.983255841331112,-1,0.12836133309239672,0.9125276948020143,0.0,0.5475166168812086,13.0,1.2727272727272727,0.3939393939393939,O13,de-protonated,0.0,,C33 H42 O13,33.0,42.0,13.0,,,,,
42,57,645.2182771993243,645.2190320372481,645.2188793668469,3899879.56195178,15246.59370653652,191676.55995009743,3.640177305901993,-1,0.23661800067709657,0.7326809930417482,0.0,0.4396085958250489,14.0,1.1875,0.4375,O14,de-protonated,0.0,,C32 H38 O14,32.0,38.0,14.0,,,,,
43,60,643.2753634535815,643.2761212095563,643.2760003211374,4106072.491311428,15955.290341551588,240319.19991708436,3.832639357657458,-1,0.18792620717250666,0.8218466645608904,0.0,0.4931079987365342,13.0,1.2941176470588236,0.35294117647058826,O12,de-protonated,0.0,,C34 H44 O12,34.0,44.0,12.0,,,,,
44,63,643.1662516117954,643.16700953064,643.1668437929845,5202970.406076551,18630.934616414994,192288.1599374536,4.856492231262838,-1,0.25768998680916017,0.6914863764939885,0.0,0.41489182589639306,16.0,1.032258064516129,0.4838709677419355,O15,de-protonated,0.0,,C31 H32 O15,31.0,32.0,15.0,,,,,
45,64,643.1297240409982,643.1304820143432,643.1304582836002,4123506.2503844104,11970.968090380591,192298.95990455782,3.8489121612468775,-1,0.03689880133044469,0.9924645265672739,0.0,0.5954787159403643,17.0,0.9333333333333333,0.5333333333333333,O16,de-protonated,0.0,,C30 H28 O16,30.0,28.0,16.0,,,,,
46,65,641.259850772763,641.2606115200246,641.2603502566594,3716217.59053416,14180.464997511128,241074.44987146585,3.468745822008412,-1,0.4074216736273609,0.3976511713524793,0.0,0.23859070281148756,14.0,1.2352941176470589,0.35294117647058826,O12,de-protonated,0.0,,C34 H42 O12,34.0,42.0,12.0,,,,,
47,66,641.2234723034662,641.2242331043833,641.2239647472752,3632562.703158502,12815.698638541384,241088.1999089709,3.390661712559593,-1,0.41850760865384,0.37792939725301966,0.0,0.22675763835181179,15.0,1.1515151515151516,0.3939393939393939,O13,de-protonated,0.0,,C33 H38 O13,33.0,38.0,13.0,,,,,
48,67,641.1502491959257,641.1510101048053,641.1511937285065,3921048.2710825526,13395.250814336228,241115.6999393717,3.6599363403411265,-1,-0.28639687957322696,0.6340139685433269,0.0,0.3804083811259961,17.0,0.967741935483871,0.4838709677419355,O15,de-protonated,0.0,,C31 H30 O15,31.0,30.0,15.0,,,,,
49,69,639.2653281946014,639.266091866108,639.2658295602808,3476167.460250761,11535.455538926944,241826.94987176984,3.2446812008694144,-1,0.4103235540435929,0.39244321047905706,0.0,0.23546592628743424,10.0,1.4193548387096775,0.45161290322580644,O14,de-protonated,0.0,,C31 H44 O14,31.0,44.0,14.0,,,,,
50,70,639.2286074621129,639.2293711871225,639.2294440508966,3510214.8501182385,9626.072011246462,193472.55993217384,3.276461294062539,-1,-0.1139868865330989,0.9303602608723546,0.0,0.5582161565234127,11.0,1.3333333333333333,0.5,O15,de-protonated,0.0,,C30 H40 O15,30.0,40.0,15.0,,,,,
51,71,639.1342376070602,639.1350014695134,639.1350305996917,4471180.625112601,13447.598909207749,193501.15990521933,4.173434072404521,-1,-0.0455775022432082,0.988525733385053,0.0,0.5931154400310318,36.0,0.45454545454545453,0.09090909090909091,N2 O4,de-protonated,0.0,,C44 H20 O4 N2,44.0,20.0,4.0,,2.0,,,
52,72,637.2857728192232,637.2865393577302,637.2865650051872,3841355.380606494,15117.10124495426,194062.35991283986,3.585550388994594,-1,-0.040244778950715814,0.9910423485623376,0.0,0.5946254091374026,10.0,1.4375,0.40625,O13,de-protonated,0.0,,C32 H46 O13,32.0,46.0,13.0,,,,,
53,73,637.2491208637196,637.2498874549782,637.2501794958029,4900222.357831559,15790.243395661131,194073.5599399792,4.5739048956488135,-1,-0.4582828440974453,0.31136315029270245,0.0,0.18681789017562148,11.0,1.3548387096774193,0.45161290322580644,O14,de-protonated,0.0,,C31 H42 O14,31.0,42.0,14.0,,,,,
54,74,637.1190659132741,637.1198326916181,637.1198935995506,3440335.773501251,12191.612627057859,194113.15993942352,3.2112356313676536,-1,-0.09559885526258532,0.9504944023220656,0.0,0.5702966413932393,19.0,0.8387096774193549,0.4838709677419355,O15,de-protonated,0.0,,C31 H26 O15,31.0,26.0,15.0,,,,,
55,75,635.2697388370823,635.2705082592759,635.2704018763725,6449520.082885341,20468.926829707736,243347.94988561978,6.0200312001246985,-1,0.16746082149281025,0.855734470883139,0.0,0.5134406825298834,29.0,0.8,0.044444444444444446,N2 O2,de-protonated,0.0,,C45 H36 O2 N2,45.0,36.0,2.0,,2.0,,,
56,76,635.2334339059746,635.2342033797636,635.2340163669882,4883401.378574464,14283.005061142072,194689.35990714718,4.558204065409819,-1,0.29439981268143967,0.6178516228568338,0.0,0.3707109737141003,30.0,0.7272727272727273,0.06818181818181818,N2 O3,de-protonated,0.0,,C44 H32 O3 N2,44.0,32.0,3.0,,2.0,,,
57,77,635.2029789235107,635.2037484405721,635.204017148755,3921035.1447800626,12528.76805298849,243373.1998954163,3.6599240881503405,-1,-0.4230265799478221,0.3700286182624376,0.0,0.22201717095746257,4.0,1.7391304347826086,0.8695652173913043,O20,de-protonated,0.0,,C23 H40 O20,23.0,40.0,20.0,,,,,
58,78,633.3973696156361,633.398141683352,633.3983049903238,4769870.254902707,14624.50901565268,195253.75994341235,4.452233249301681,-1,-0.2578266637261595,0.6912157539348595,0.0,0.4147294523609157,12.0,1.45,0.1,S1 O4,de-protonated,0.0,,C40 H58 O4 S1,40.0,58.0,4.0,1.0,,,,
59,79,633.2907670373646,633.2915392547557,633.2916503856154,4399576.130375807,14498.890335513981,244108.44989981208,4.106597891286403,-1,-0.17548132788810808,0.8427574445064894,0.0,0.5056544667038936,11.0,1.393939393939394,0.36363636363636365,O12,de-protonated,0.0,,C33 H46 O12,33.0,46.0,12.0,,,,,
60,80,633.2546961335913,633.2554684016045,633.2552648762312,5369416.969493829,15978.17409178684,195297.75991021688,5.011854722122354,-1,0.3213954697212745,0.5633459421094041,0.0,0.33800756526564246,12.0,1.3125,0.40625,O13,de-protonated,0.0,,C32 H42 O13,32.0,42.0,13.0,,,,,
61,81,633.2183368633546,633.2191091823829,633.2188793668469,4640921.790914347,14220.407999177087,195308.9599019179,4.331871770239381,-1,0.3629322238066313,0.48105356105061015,0.0,0.2886321366303661,13.0,1.2258064516129032,0.45161290322580644,O14,de-protonated,0.0,,C31 H38 O14,31.0,38.0,14.0,,,,,
62,82,633.1819748091541,633.1827471791894,633.1824938574626,3835050.479438219,11338.839227706321,195320.15992569577,3.579665346191574,-1,0.40007695917529834,0.41097168386210414,0.0,0.24658301031726249,14.0,1.1333333333333333,0.5,O15,de-protonated,0.0,,C30 H34 O15,30.0,34.0,15.0,,,,,
63,83,633.1456174478004,633.1463898688245,633.1461083480782,3697741.4683966422,11599.940283719385,244164.449887893,3.4515000687902266,-1,0.44463788464090975,0.33342105506343706,0.0,0.20005263303806223,15.0,1.0344827586206897,0.5517241379310345,O16,de-protonated,0.0,,C29 H30 O16,29.0,30.0,16.0,,,,,
64,85,631.2754812091179,631.2762562368778,631.2760003211374,4759186.839235016,15466.89294247398,195909.9599313982,4.442261267694232,-1,0.40539437618996677,0.40130820457590244,0.0,0.24078492274554145,12.0,1.3333333333333333,0.36363636363636365,O12,de-protonated,0.0,,C33 H44 O12,33.0,44.0,12.0,,,,,
65,86,631.2390469088522,631.2398219870852,631.2396148117532,5317494.291613105,15422.213026432823,195921.35992341346,4.963389698861873,-1,0.32820394525057367,0.5496726349744677,0.0,0.3298035809846806,13.0,1.25,0.40625,O13,de-protonated,0.0,,C32 H40 O13,32.0,40.0,13.0,,,,,
66,87,631.2023189570203,631.2030940861212,631.2032293023689,3737096.55315492,12275.939153785908,195932.75992029344,3.488234404846809,-1,-0.214219828790696,0.7749589686512247,0.0,0.4649753811907348,14.0,1.1612903225806452,0.45161290322580644,O14,de-protonated,0.0,,C31 H36 O14,31.0,36.0,14.0,,,,,
67,88,631.1657816009682,631.166556780661,631.1668437929845,5412067.751241672,15531.458330765106,244929.94988012323,5.05166528686702,-1,-0.45473289086645147,0.3170204804168226,0.0,0.19021228825009356,15.0,1.0666666666666667,0.5,O15,de-protonated,0.0,,C30 H32 O15,30.0,32.0,15.0,,,,,
68,89,631.1291260341462,631.1299012645825,631.1299452192635,3565822.512297763,11299.660088816641,244944.19988234728,3.328365909752482,-1,-0.06964442323079136,0.9734134492240847,0.0,0.5840480695344508,34.0,0.47619047619047616,0.11904761904761904,N2 O5,de-protonated,0.0,,C42 H20 O5 N2,42.0,20.0,5.0,,2.0,,,
69,90,629.2957663987954,629.2965441518298,629.2967357660438,3418014.5383483083,12658.624590541522,196526.35988831753,3.1904008203554954,-1,-0.3044894451657195,0.5974547142516597,0.0,0.3584728285509958,12.0,1.3529411764705883,0.3235294117647059,O11,de-protonated,0.0,,C34 H46 O11,34.0,46.0,11.0,,,,,
70,91,629.2590961303056,629.2598739334884,629.2598371923227,5229909.946415912,16963.68958890001,196537.75992324724,4.881637803534227,-1,0.05838790830266945,0.9812385191337933,0.0,0.588743111480276,31.0,0.7391304347826086,0.021739130434782608,N2 O1,de-protonated,0.0,,C46 H34 O1 N2,46.0,34.0,1.0,,2.0,,,
71,92,629.2226901329998,629.2234679859578,629.2234516829385,4026572.9921593843,13687.31618027036,196549.1599268883,3.758433919246685,-1,0.025909745133699074,0.996277418865921,0.0,0.5977664513195526,32.0,0.6666666666666666,0.044444444444444446,N2 O2,de-protonated,0.0,,C45 H30 O2 N2,45.0,30.0,2.0,,2.0,,,
72,93,629.1864320475647,629.1872099500838,629.1870661735542,4728865.151956452,14406.343439028882,245700.4498843824,4.413958773692893,-1,0.2285115784409329,0.7481906508450458,0.0,0.44891439050702747,33.0,0.5909090909090909,0.06818181818181818,N2 O3,de-protonated,0.0,,C44 H26 O3 N2,44.0,26.0,3.0,,2.0,,,
73,94,629.1502018955459,629.1509798475762,629.1511937285065,6333884.86510327,19123.61687480978,245714.94992516507,5.9120964065377235,-1,-0.33995156089351186,0.526218242248688,0.0,0.31573094534921275,16.0,1.0,0.5,O15,de-protonated,0.0,,C30 H30 O15,30.0,30.0,15.0,,,,,
74,95,629.1141833628279,629.1149613640683,629.1148082191222,3438553.3107933537,10716.417478323534,245728.699941432,3.209571867091134,-1,0.24342925031269247,0.7194919079491181,0.0,0.43169514476947085,17.0,0.896551724137931,0.5517241379310345,O16,de-protonated,0.0,,C29 H26 O16,29.0,26.0,16.0,,,,,
75,96,627.3126223378797,627.3134027856444,627.3134484589574,4344559.334883338,11971.869942016365,246434.69990809137,4.055244795065424,-1,-0.07280780148610405,0.9709795550933541,0.0,0.5825877330560124,8.0,1.6,0.4,N2 O12,de-protonated,0.0,,C30 H48 O12 N2,30.0,48.0,12.0,,2.0,,,
76,97,627.2804185875663,627.2811990787987,627.2810857015658,3933434.1554238587,15186.359569914333,197157.75991965196,3.671497419183824,-1,0.1807439050476119,0.8340258478228261,0.0,0.5004155086936957,13.0,1.2941176470588236,0.3235294117647059,O11,de-protonated,0.0,,C34 H44 O11,34.0,44.0,11.0,,,,,
77,98,627.2651698492269,627.2659503610384,627.2658295602808,4311306.693960615,13404.682883353304,197162.55991389105,4.024206526594481,-1,0.19258303562361132,0.8137958867243639,0.0,0.4882775320346183,9.0,1.4666666666666666,0.4666666666666667,O14,de-protonated,0.0,,C30 H44 O14,30.0,44.0,14.0,,,,,
78,99,627.2441138295105,627.244894369735,627.2447001921814,4199401.965406729,14706.543048676936,197169.15992793228,3.919753800084868,-1,0.30957225068221955,0.587184295579526,0.0,0.3523105773477156,14.0,1.2121212121212122,0.36363636363636365,O12,de-protonated,0.0,,C33 H40 O12,33.0,40.0,12.0,,,,,
79,100,627.2137148440193,627.214495425257,627.2141879096117,3617891.8446357776,10388.726596202996,197178.75992467842,3.37696782140112,-1,0.49028808857581435,0.2630377207408785,0.0,0.1578226324445271,6.0,1.6,0.72,O18,de-protonated,0.0,,C25 H40 O18,25.0,40.0,18.0,,,,,
80,101,627.2077818528206,627.2085624420621,627.2083146827972,4092920.899173784,12698.84539435317,197180.5599451529,3.820363561321847,-1,0.39501910143759583,0.4202567723932376,0.0,0.25215406343594254,15.0,1.125,0.40625,O13,de-protonated,0.0,,C32 H36 O13,32.0,36.0,13.0,,,,,
81,102,627.1714256909512,627.1722063292303,627.1719291734129,5226559.535195931,14414.94727857553,246490.1999150392,4.878510504166472,-1,0.4419136197988358,0.3379249754563095,0.0,0.2027549852737857,16.0,1.032258064516129,0.45161290322580644,O14,de-protonated,0.0,,C31 H32 O14,31.0,32.0,14.0,,,,,
82,104,627.0985103706233,627.0992911072159,627.0991581546442,3826255.553417452,12506.575653331502,197214.95993432344,3.571456095213613,-1,0.21201203979733826,0.7790210200450131,0.0,0.4674126120270078,18.0,0.8275862068965517,0.5517241379310345,O16,de-protonated,0.0,,C29 H24 O16,29.0,24.0,16.0,,,,,
83,105,625.2971415464423,625.2979246967135,625.2977983944794,9406581.67503864,25606.039642247262,247228.69990724654,8.780175027367317,-1,0.20198733214461212,0.7971914167219426,0.0,0.47831485003316554,9.0,1.5333333333333334,0.4,N2 O12,de-protonated,0.0,,C30 H46 O12 N2,30.0,46.0,12.0,,2.0,,,
84,106,625.2493349598328,625.250118173764,625.2501794958029,4831027.183177548,12863.85121171422,247247.94989853303,4.509317592258502,-1,-0.09807600358523831,0.9479643839489715,0.0,0.5687786303693829,10.0,1.4,0.4666666666666667,O14,de-protonated,0.0,,C30 H42 O14,30.0,42.0,14.0,,,,,
85,107,625.212725593884,625.2135088565509,625.2137939864186,3682577.564663627,14016.793204904905,197809.75991317368,3.4373459654747442,-1,-0.4560517865675988,0.31491188791986924,0.0,0.18894713275192154,11.0,1.3103448275862069,0.5172413793103449,O15,de-protonated,0.0,,C29 H38 O15,29.0,38.0,15.0,,,,,
86,108,625.1550560006951,625.1558393401097,625.1557660445981,3850054.37191318,11670.810798090752,247285.19991957967,3.5936700937792696,-1,0.11724359841929174,0.9264761203668359,0.0,0.5558856722201015,35.0,0.5,0.06818181818181818,N2 O3,de-protonated,0.0,,C44 H22 O3 N2,44.0,22.0,3.0,,2.0,,,
