,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O
239,306,567.1713136550924,567.172159058425,567.1719291734129,4381487.059223244,12015.03745468648,272565.9498485996,4.089713414407468,-1,0.4053180354903639,0.40144621222447263,0.0,0.24086772733468356,11.0,1.2307692307692308,0.5384615384615384,O14,de-protonated,0.0,,C26 H32 O14,26.0,32.0,14.0,,,,,
240,308,567.1137922939071,567.1146377438276,567.1144142959291,8097605.497696115,19570.64835749469,218074.75991661887,7.558366687126189,-1,0.39400849791050513,0.4221226258444904,0.0,0.2532735755066942,17.0,0.8571428571428571,0.4642857142857143,O13,de-protonated,0.0,,C28 H24 O13,28.0,24.0,13.0,,,,,
241,309,567.0773291469175,567.0781746263549,567.0780287865449,5843090.84086978,14527.36397899566,272611.1998972853,5.453985523751145,-1,0.2571776767662384,0.6925004229592623,0.0,0.4155002537755574,18.0,0.7407407407407407,0.5185185185185185,O14,de-protonated,0.0,,C27 H20 O14,27.0,20.0,14.0,,,,,
242,312,565.2643366098324,565.2651835418415,565.2654356370878,10044387.790965764,27661.564035198287,273485.199878919,9.375508116987515,-1,-0.445976757849991,0.33121958852445915,0.0,0.19873175311467547,9.0,1.4482758620689655,0.3793103448275862,O11,de-protonated,0.0,,C29 H42 O11,29.0,42.0,11.0,,,,,
243,313,565.2281937074536,565.2290406681204,565.2290501277034,10602185.45285503,27085.856646575503,273502.94987806666,9.89616070582754,-1,-0.016735840091143428,0.9984451636593427,0.0,0.5990670981956056,10.0,1.3571428571428572,0.42857142857142855,O12,de-protonated,0.0,,C28 H38 O12,28.0,38.0,12.0,,,,,
244,314,565.1919809929017,565.1928279822699,565.1926646183192,6628120.537785381,19462.981283434194,218816.35991137414,6.186738225924624,-1,0.2890411729411818,0.6286769319935783,0.0,0.377206159196147,11.0,1.2592592592592593,0.48148148148148145,O13,de-protonated,0.0,,C27 H34 O13,27.0,34.0,13.0,,,,,
245,317,565.1192964029472,565.1201434498881,565.1198935995506,3723102.8631233466,9589.74564841206,273555.6999005022,3.4751725879189888,-1,0.4421191687137697,0.33758400860942533,0.0,0.2025504051656552,13.0,1.04,0.6,O15,de-protonated,0.0,,C25 H26 O15,25.0,26.0,15.0,,,,,
246,318,565.0981569630479,565.0990040267244,565.0987642314511,5450333.869642818,12542.691317857985,273565.94987936196,5.087383173426342,-1,0.4243422361747425,0.36774389562197923,0.0,0.22064633737318753,18.0,0.7857142857142857,0.4642857142857143,O13,de-protonated,0.0,,C28 H22 O13,28.0,22.0,13.0,,,,,
247,319,565.0616295440682,565.0624766366528,565.0623787220669,3822947.2028137506,8293.992338418613,218866.75995884946,3.568368055545656,-1,0.17328102101460086,0.846357995969847,0.0,0.5078147975819082,19.0,0.6666666666666666,0.5185185185185185,O14,de-protonated,0.0,,C27 H18 O14,27.0,18.0,14.0,,,,,
248,320,564.2521903552512,564.2530380853618,564.253140407682,5027807.7742594555,12046.457122038915,273975.6999542656,4.692994095729763,-1,-0.18134116215475005,0.833024423617783,0.9974476733237196,0.8987937235001576,10.0,1.4285714285714286,0.39285714285714285,13C1 O11,de-protonated,1.0,323.0,C28 H40 O11 13C1,28.0,40.0,11.0,,,1.0,,
249,322,563.2850581867613,563.2859066708892,563.286171081994,9436667.84128033,21472.332704020948,274446.4499031235,8.808257684237825,-1,-0.46940812393913894,0.2940124222128348,0.0,0.17640745332770089,9.0,1.4666666666666666,0.3333333333333333,O10,de-protonated,0.0,,C30 H44 O10,30.0,44.0,10.0,,,,,
250,323,563.2488784258791,563.2497269380514,563.2497855726098,16136990.00710383,40956.36167154611,219571.15988955178,15.062389460055051,-1,-0.10410045401101799,0.8872979457942458,0.9974476733237196,0.9313578368060353,10.0,1.3793103448275863,0.3793103448275862,O11,de-protonated,0.0,,C29 H40 O11,29.0,40.0,11.0,,,,,
251,324,563.2127856664277,563.2136342065653,563.2134000632254,10794932.660341358,26773.590208238587,274481.69990336633,10.076072418310416,-1,0.41572757296017426,0.38283032017981,0.0,0.229698192107886,11.0,1.2857142857142858,0.42857142857142855,O12,de-protonated,0.0,,C28 H36 O12,28.0,36.0,12.0,,,,,
252,327,563.1188584026471,563.1197070155063,563.1194996763575,3578077.6236817753,10876.86828503742,219622.15991195542,3.3398049241201604,-1,0.36819742331827526,0.47087481111734886,0.0,0.2825248866704093,18.0,0.8275862068965517,0.41379310344827586,O12,de-protonated,0.0,,C29 H24 O12,29.0,24.0,12.0,,,,,
253,328,563.1035297774735,563.104378402193,563.1042435350726,4702848.323311355,14956.408012151343,219627.7599101538,4.38967446754934,-1,0.23950648922514392,0.7271043153422116,0.0,0.43626258920532696,14.0,0.96,0.6,O15,de-protonated,0.0,,C25 H24 O15,25.0,24.0,15.0,,,,,
254,329,563.082307129459,563.0831557705959,563.0831141669731,3441315.2611175375,9107.728586457832,274544.94989417674,3.212149892573821,-1,0.07388540293507764,0.9701272108016871,0.0,0.5820763264810123,19.0,0.7142857142857143,0.4642857142857143,O13,de-protonated,0.0,,C28 H20 O13,28.0,20.0,13.0,,,,,
255,330,562.2730436317678,562.2738928959176,562.2738758525884,3815011.84268905,9059.067583026665,274940.4498773111,3.5609611299262305,-1,0.030311437052491747,0.9949086538626721,0.9633424339290723,0.9822821658892322,10.0,1.4482758620689655,0.3448275862068966,13C1 O10,de-protonated,1.0,332.0,C29 H42 O10 13C1,29.0,42.0,10.0,,,1.0,,
256,332,561.2697879585862,561.2706379869345,561.270521017516,14378578.836056305,35602.83944217324,220345.35993144917,13.421075071338835,-1,0.20840114371522483,0.8902637482382432,0.9633424339290723,0.9194952225145747,10.0,1.4,0.3333333333333333,O10,de-protonated,0.0,,C30 H42 O10,30.0,42.0,10.0,,,,,
257,337,561.124126422444,561.1249765609944,561.1249789799789,5739212.887786894,13600.595781294905,220402.5599407953,5.357025050641912,-1,-0.004310955004412052,0.9998967590349926,0.0,0.5999380554209955,14.0,1.0,0.5384615384615384,O14,de-protonated,0.0,,C26 H26 O14,26.0,26.0,14.0,,,,,
258,338,561.0875331809149,561.0883833471204,561.0885934705946,5064128.668346427,14518.232851941668,220416.95990973627,4.726896295088785,-1,-0.3744925072814341,0.45880184249584366,0.0,0.2752811054975062,15.0,0.88,0.6,O15,de-protonated,0.0,,C25 H22 O15,25.0,22.0,15.0,,,,,
259,340,560.2212630627191,560.2221138800945,560.2218402787261,3549253.1696135146,9004.524992691006,275947.44989465724,3.3128999590084214,-1,0.48838040360301926,0.26578019164329486,0.9834187794316654,0.5528356267586432,12.0,1.2857142857142858,0.39285714285714285,13C1 O11,de-protonated,1.0,345.0,C28 H36 O11 13C1,28.0,36.0,11.0,,,1.0,,
260,341,559.2906790393566,559.2915305487431,559.2912564624223,3968342.9964688127,9195.991796072876,276406.1998865306,3.7040815974715207,-1,0.4900600852375728,0.2633645619113343,0.0,0.15801873714680056,10.0,1.4193548387096775,0.2903225806451613,O9,de-protonated,0.0,,C31 H44 O9,31.0,44.0,9.0,,,,,
261,342,559.2728188158372,559.273670338429,559.273498397693,4585491.176841456,9753.979059868048,221132.15992583768,4.280132412601535,-1,0.30743587276667506,0.5915001029790351,0.0,0.35490006178742106,10.0,1.4193548387096775,0.22580645161290322,S1 O7,de-protonated,0.0,,C31 H44 O7 S1,31.0,44.0,7.0,1.0,,,,
262,344,559.2390357711324,559.2398873186947,559.2396148117532,5442992.187084663,12550.132923570749,221145.55992931637,5.0805303909722195,-1,0.48728118381533975,0.26736847610559256,0.0,0.16042108566335553,7.0,1.5384615384615385,0.5,O13,de-protonated,0.0,,C26 H40 O13,26.0,40.0,13.0,,,,,
263,345,559.2178288521956,559.2186804154277,559.2184854436538,12329205.29083004,30453.800748939928,276442.1999181882,11.50817418500608,-1,0.34865044518933763,0.38738751450764475,0.9834187794316654,0.625800020477253,12.0,1.2413793103448276,0.3793103448275862,O11,de-protonated,0.0,,C29 H36 O11,29.0,36.0,11.0,,,,,
264,346,559.2024867982645,559.2033383728302,559.2032293023689,3439611.0173925892,7037.80637710943,221159.95988402766,3.210559138492129,-1,0.195046193644058,0.8094906161530425,0.0,0.4856943696918255,8.0,1.44,0.56,O14,de-protonated,0.0,,C25 H36 O14,25.0,36.0,14.0,,,,,
265,347,559.181182234231,559.1820338245316,559.1820999342694,7501435.4652258605,16794.766406696297,221168.35992327676,7.00189703513238,-1,-0.11822577632624016,0.9252865028652922,0.0,0.5551719017191753,13.0,1.1428571428571428,0.42857142857142855,O12,de-protonated,0.0,,C28 H32 O12,28.0,32.0,12.0,,,,,
266,348,559.1446495373217,559.1455011545947,559.1457144248851,7154943.1210824875,17250.113618727362,276478.6998998842,6.678478440331404,-1,-0.38142166678862677,0.4456434688420099,0.0,0.2673860813052059,14.0,1.037037037037037,0.48148148148148145,O13,de-protonated,0.0,,C27 H28 O13,27.0,28.0,13.0,,,,,
267,349,559.1081047682079,559.1089564124503,559.1088158511642,7111163.498312265,16235.763297693076,276496.4499348483,6.6376142067730335,-1,0.2514023784480953,0.7038931965143727,0.0,0.42233591790862357,33.0,0.41025641025641024,0.07692307692307693,N2 O3,de-protonated,0.0,,C39 H16 O3 N2,39.0,16.0,3.0,,2.0,,,
268,350,559.0718851822544,559.0727368532142,559.0729434061166,4996907.178941208,13015.371912754998,221211.5599009639,4.664151244552059,-1,-0.3694560875773423,0.4684522447587857,0.0,0.2810713468552714,16.0,0.8,0.6,O15,de-protonated,0.0,,C25 H20 O15,25.0,20.0,15.0,,,,,
269,353,557.2749183861055,557.2757713678234,557.2756063979443,4202250.017644784,9902.237104781092,221924.95992043638,3.9224121937501852,-1,0.2960292486475093,0.614558130833655,0.0,0.368734878500193,11.0,1.3548387096774193,0.2903225806451613,O9,de-protonated,0.0,,C31 H42 O9,31.0,42.0,9.0,,,,,
270,354,557.2594575024556,557.2603104953254,557.2603502566594,3898791.9763224986,8095.217299645408,277413.6998753964,3.6391621451866314,-1,-0.07135145005870788,0.972112736874853,0.0,0.5832676421249118,7.0,1.5555555555555556,0.4444444444444444,O12,de-protonated,0.0,,C27 H42 O12,27.0,42.0,12.0,,,,,
271,355,557.2382345155481,557.2390875237224,557.23922088856,9758863.908731094,21880.24621429291,221939.55991916932,9.108997949200816,-1,-0.2393313904564141,0.7274430791137637,0.0,0.43646584746825823,12.0,1.2666666666666666,0.3333333333333333,O10,de-protonated,0.0,,C30 H38 O10,30.0,38.0,10.0,,,,,
272,356,557.2229337627414,557.2237867819471,557.2239647472752,6043810.594422868,13718.266919144397,277432.19987511175,5.641338871495177,-1,-0.3193784535368065,0.5674054836504563,0.0,0.34044329019027375,8.0,1.4615384615384615,0.5,O13,de-protonated,0.0,,C26 H38 O13,26.0,38.0,13.0,,,,,
273,358,557.1863919634511,557.1872450089937,557.1870661735542,3845225.0070588384,8238.60122083937,277450.44991718483,3.5891623278174154,-1,0.32096121825639223,0.564219630896701,0.0,0.3385317785380206,27.0,0.6842105263157895,0.07894736842105263,N2 O3,de-protonated,0.0,,C38 H26 O3 N2,38.0,26.0,3.0,,2.0,,,
274,359,557.1651941827236,557.1660472435387,557.1659368054546,8563983.19371217,18683.486876829727,277460.94987776276,7.993687183066544,-1,0.198213991221805,0.4019537624942597,0.6912167449139238,0.5176589554621254,32.0,0.5365853658536586,0.024390243902439025,N2 O1,de-protonated,0.0,,C41 H22 O1 N2,41.0,22.0,1.0,,2.0,,,
275,360,557.1290045791012,557.1298576659807,557.1300643604071,9912713.022389097,23415.65475768359,277478.9498947014,9.252601884444067,-1,-0.3709985147930942,0.46548933197173936,0.0,0.2792935991830436,15.0,0.9629629629629629,0.48148148148148145,O13,de-protonated,0.0,,C27 H26 O13,27.0,26.0,13.0,,,,,
276,361,557.0928814047005,557.0937345175848,557.0936788510229,6841400.948443563,18659.287046301666,277496.94987888564,6.385815786741096,-1,0.09992316202373822,0.9460402031141332,0.0,0.5676241218684799,16.0,0.8461538461538461,0.5384615384615384,O14,de-protonated,0.0,,C26 H22 O14,26.0,22.0,14.0,,,,,
277,366,555.243564641436,555.2444190699846,555.2441871278447,7224292.5301557155,16560.548812596226,278421.1999075329,6.743209707304105,-1,0.4177299740177836,0.3792972148078244,0.0,0.22757832888469465,26.0,0.8,0.025,N2 O1,de-protonated,0.0,,C40 H32 O1 N2,40.0,32.0,1.0,,2.0,,,
278,367,555.2224733063917,555.2233277497684,555.223570824082,5249468.72255815,14173.825378457694,222745.3599309255,4.899894114251823,-1,-0.4377953790206572,0.34479528650669933,0.0,0.20687717190401958,13.0,1.2,0.3333333333333333,O10,de-protonated,0.0,,C30 H36 O10,30.0,36.0,10.0,,,,,
279,368,555.207400072467,555.2082545264383,555.2083146827972,7943009.119376525,16909.740486991184,222751.3599540012,7.414065249352566,-1,-0.10834916793610487,0.9368616320867771,0.0,0.5621169792520663,9.0,1.3846153846153846,0.5,O13,de-protonated,0.0,,C26 H36 O13,26.0,36.0,13.0,,,,,
280,369,555.1864650236794,555.187319492362,555.1871853146978,4988353.818766702,12796.250323723716,222759.75989018433,4.656167472976082,-1,0.24168004552558822,0.7228917421613029,0.0,0.43373504529678175,14.0,1.103448275862069,0.3793103448275862,O11,de-protonated,0.0,,C29 H32 O11,29.0,32.0,11.0,,,,,
281,370,555.171270217356,555.1721246967138,555.1719291734129,4305829.763591973,9444.867163861494,278457.44994781446,4.019094318046185,-1,0.3521851351928245,0.5020378165864675,0.0,0.3012226899518805,10.0,1.28,0.56,O14,de-protonated,0.0,,C25 H32 O14,25.0,32.0,14.0,,,,,
282,373,555.077381825463,555.0782363707365,555.0780287865449,6607703.615064983,18111.82866365649,222803.55996321433,6.167680914650645,-1,0.3739729926349015,0.4597940246242587,0.0,0.2758764147745552,17.0,0.7692307692307693,0.5384615384615384,O14,de-protonated,0.0,,C26 H20 O14,26.0,20.0,14.0,,,,,
283,374,553.2760827893592,553.2769385839416,553.2766690263801,3435585.085067579,7383.471383848024,279410.9498871816,3.206801302576482,-1,0.4872021117352009,0.2674829557358715,0.0,0.1604897734415229,8.0,1.5555555555555556,0.37037037037037035,N2 O10,de-protonated,0.0,,C27 H42 O10 N2,27.0,42.0,10.0,,2.0,,,
284,378,553.1919708200014,553.192826672209,553.1926646183192,7676973.103782606,17643.306184718072,279453.44993149146,7.165745204814343,-1,0.29294294760520245,0.6207957415636777,0.0,0.3724774449382066,10.0,1.3076923076923077,0.5,O13,de-protonated,0.0,,C26 H34 O13,26.0,34.0,13.0,,,,,
285,379,553.1707736657021,553.1716295324218,553.1715352502198,4189681.620512162,11643.833308192516,279464.199919476,3.910680756077059,-1,0.1704393591808816,0.8509630859126688,0.0,0.5105778515476013,15.0,1.0344827586206897,0.3793103448275862,O11,de-protonated,0.0,,C29 H30 O11,29.0,30.0,11.0,,,,,
286,380,553.155254678297,553.1561105556389,553.1562791089349,4212018.465760971,13715.510751014483,159698.68567276522,3.9315301376716714,-1,-0.30471189135277255,0.5970050847181894,0.0,0.3582030508309136,11.0,1.2,0.56,O14,de-protonated,0.0,,C25 H30 O14,25.0,30.0,14.0,,,,,
287,381,553.134090462826,553.1349463546504,553.1351497408355,7483474.821489788,17179.04193663786,279482.69993654964,6.985132433382802,-1,-0.3676970901782484,0.471838977626531,0.0,0.2831033865759186,16.0,0.9285714285714286,0.42857142857142855,O12,de-protonated,0.0,,C28 H26 O12,28.0,26.0,12.0,,,,,
288,382,553.0976605482207,553.0985164649646,553.0987642314511,6388508.418847821,14932.130554168405,279501.44991616893,5.963082447914118,-1,-0.4479606582375443,0.3279722111567872,0.0,0.1967833266940723,17.0,0.8148148148148148,0.48148148148148145,O13,de-protonated,0.0,,C27 H22 O13,27.0,22.0,13.0,,,,,
289,383,553.0612547877735,553.0621107294086,553.0623787220669,4992280.058845877,12150.615439268906,279519.44993798836,4.659832255389666,-1,-0.4845613598887646,0.271323663184659,0.0,0.16279419791079539,18.0,0.6923076923076923,0.5384615384615384,O14,de-protonated,0.0,,C26 H18 O14,26.0,18.0,14.0,,,,,
290,385,551.2851387539656,551.2859958955079,551.286171081994,6966781.824546727,15071.733582024146,224336.15988146476,6.502847252081126,-1,-0.3177777627899699,0.5706295601048997,0.0,0.3423777360629398,8.0,1.5172413793103448,0.3448275862068966,O10,de-protonated,0.0,,C29 H44 O10,29.0,44.0,10.0,,,,,
291,386,551.248534066658,551.2493912326318,551.2491341239871,12197987.762239683,26977.165006740932,280438.69990038377,11.38569474375069,-1,0.4664109723109777,0.2986296554481337,0.0,0.1791777932688802,0.0,2.2,0.65,N2 S1 O13,de-protonated,0.0,,C20 H44 O13 S1 N2,20.0,44.0,13.0,1.0,2.0,,,
292,387,551.212206459843,551.2130636500515,551.2128869988887,10926222.339919789,25619.154449279802,280457.19990040397,10.198619205847969,-1,0.3204772002127052,0.2825968242449911,0.6964620084754163,0.44814289793716117,28.0,0.7,0.025,N2 O1,de-protonated,0.0,,C40 H28 O1 N2,40.0,28.0,1.0,,2.0,,,
293,388,551.1760141205604,551.1768713349018,551.1770145538411,7462608.295476993,21163.014110515564,224380.55991434347,6.9656554589690645,-1,-0.2598420027703633,0.6872210633558027,0.0,0.4123326380134816,11.0,1.2307692307692308,0.5,O13,de-protonated,0.0,,C26 H32 O13,26.0,32.0,13.0,,,,,
294,389,551.1398581670855,551.1407154055237,551.1406290444569,4619976.65119252,12571.483853445241,224395.35992099057,4.312321417190482,-1,0.15669515590200656,0.8724869155056977,0.0,0.5234921493034186,12.0,1.12,0.56,O14,de-protonated,0.0,,C25 H28 O14,25.0,28.0,14.0,,,,,
295,390,551.1188786297455,551.1197358821605,551.1194996763575,5395456.586288865,13256.898710232963,280504.94991148554,5.03616029889874,-1,0.42859271571268437,0.36041125190900813,0.0,0.21624675114540487,17.0,0.8571428571428571,0.42857142857142855,O12,de-protonated,0.0,,C28 H24 O12,28.0,24.0,12.0,,,,,
296,391,551.1036428691718,551.1045001317345,551.1042435350726,4432355.959707559,12700.200957515428,280512.6998548843,4.137194833814819,-1,0.4656045838771455,0.2998791514325969,0.0,0.17992749085955814,13.0,1.0,0.625,O15,de-protonated,0.0,,C24 H24 O15,24.0,24.0,15.0,,,,,
297,395,549.3059930139559,549.3068514592177,549.3069065269003,4718824.456411831,10643.222919245394,281430.6998654146,4.404586711946784,-1,-0.10024939061121771,0.9456970524415806,0.0,0.5674182314649484,8.0,1.5333333333333334,0.3,O9,de-protonated,0.0,,C30 H46 O9,30.0,46.0,9.0,,,,,
298,396,549.2698485489078,549.2707070176522,549.270521017516,14065615.960313844,32348.23271509078,281448.94990617275,13.128953137886773,-1,0.3386312009561544,0.2644220460314625,0.7598924731182773,0.4626102168661885,9.0,1.4482758620689655,0.3448275862068966,O10,de-protonated,0.0,,C29 H42 O10,29.0,42.0,10.0,,,,,
299,398,549.1970944457115,549.1979529616875,549.1977499987474,11173812.116822746,27278.325261343987,281486.19990187313,10.429721390604776,-1,0.36956258484298293,0.4682474627750042,0.0,0.28094847766500247,11.0,1.2592592592592593,0.4444444444444444,O12,de-protonated,0.0,,C27 H34 O12,27.0,34.0,12.0,,,,,
300,399,549.1605507723377,549.1614093120199,549.1613644893631,6989181.406062516,17094.978134252196,281504.9499038099,6.523755192185479,-1,0.08162019350003705,0.9636661988982617,0.0,0.578199719338957,12.0,1.1538461538461537,0.5,O13,de-protonated,0.0,,C26 H30 O13,26.0,30.0,13.0,,,,,
301,400,549.1238743320914,549.1247328955538,549.1249789799789,5385074.177825707,13686.408567917842,225219.15989043613,5.026469279710117,-1,-0.44813919319551376,0.3276808368682322,0.0,0.1966085021209393,13.0,1.04,0.56,O14,de-protonated,0.0,,C25 H26 O14,25.0,26.0,14.0,,,,,
302,401,549.1027128328026,549.1035714099801,549.1033365475428,5204939.953439348,14516.945272275007,281534.9499285768,4.858330621782099,-1,0.42771992387906815,0.36191083591290624,0.0,0.21714650154774373,36.0,0.34146341463414637,0.024390243902439025,N2 O1,de-protonated,0.0,,C41 H14 O1 N2,41.0,14.0,1.0,,2.0,,,
303,402,549.0874478610465,549.0883064481151,549.0880804062579,4920952.691360423,10371.998706400773,281542.44991008984,4.5932547469600635,-1,0.4116677547443902,0.3900415954541949,0.0,0.23402495727251693,32.0,0.3783783783783784,0.10810810810810811,N2 O4,de-protonated,0.0,,C37 H14 O4 N2,37.0,14.0,4.0,,2.0,,,
304,403,549.066358904372,549.0672175051018,549.0674641024951,4127763.641354549,8078.529198160326,281553.19990653556,3.8528860424259403,-1,-0.4491203895314374,0.3260820487267322,0.0,0.1956492292360393,19.0,0.6666666666666666,0.48148148148148145,O13,de-protonated,0.0,,C27 H18 O13,27.0,18.0,13.0,,,,,
305,406,548.220754152932,548.2216132981488,548.2218402787261,4815434.458794566,10911.970861690857,225590.15994380953,4.4947632244801,-1,-0.4140305267039516,0.3858369423096506,0.9923436908791904,0.6284396417374666,11.0,1.3333333333333333,0.4074074074074074,13C1 O11,de-protonated,1.0,410.0,C27 H36 O11 13C1,27.0,36.0,11.0,,,1.0,,
306,408,547.2536130644864,547.2544728245808,547.2542195044155,21905910.71963397,45973.87755940753,282486.1999236472,20.447144020729308,-1,0.462893032784469,0.15205152335720323,0.8137954859511739,0.4167491083947915,1.0,2.0952380952380953,0.5714285714285714,N2 S1 O12,de-protonated,0.0,,C21 H44 O12 S1 N2,21.0,44.0,12.0,1.0,2.0,,,
307,409,547.2383394516385,547.2391992213759,547.2391017474165,4273052.79040486,7812.470071511707,282493.69989116857,3.9885000414649423,-1,0.178119507678642,0.8384010934563524,0.0,0.5030406560738114,24.0,0.8421052631578947,0.05263157894736842,N2 O2,de-protonated,0.0,,C38 H32 O2 N2,38.0,32.0,2.0,,2.0,,,
308,410,547.2173624894824,547.2182222724605,547.2184854436538,16481704.283969032,35523.10693776981,282504.949867272,15.384148393307113,-1,-0.4809252616584499,0.33125213397817,0.9923436908791904,0.5956887567385782,11.0,1.2857142857142858,0.39285714285714285,O11,de-protonated,0.0,,C28 H36 O11,28.0,36.0,11.0,,,,,
309,411,547.1813020946196,547.1821619003496,547.1820999342694,8186182.759826123,18259.498403639227,282523.1998929772,7.641045378686401,-1,0.1132458100005817,0.9312310554077525,0.0,0.5587386332446515,12.0,1.1851851851851851,0.4444444444444444,O12,de-protonated,0.0,,C27 H32 O12,27.0,32.0,12.0,,,,,
310,414,547.0722902784552,547.0731501528943,547.0729434061166,5314562.862799337,13282.441782537557,226063.7599528635,4.960653480865335,-1,0.37791446319372557,0.4522858958944633,0.0,0.271371537536678,15.0,0.8333333333333334,0.625,O15,de-protonated,0.0,,C24 H20 O15,24.0,20.0,15.0,,,,,
311,415,546.2782870821849,546.2791474538592,546.2789612330166,3723420.441105568,8618.283110216757,226392.35990905168,3.475469017628002,-1,0.3408896475873969,0.524354388053135,0.9665374810438584,0.7012276252494243,10.0,1.4482758620689655,0.3103448275862069,13C1 O9,de-protonated,1.0,419.0,C29 H42 O9 13C1,29.0,42.0,9.0,,,1.0,,
312,419,545.274905469286,545.2757664612236,545.2756063979443,13766875.818660023,31682.929193013904,283510.9498729326,12.850106812831049,-1,0.2935456444473982,0.5719661193995567,0.9665374810438584,0.7297946640572774,10.0,1.4,0.3,O9,de-protonated,0.0,,C30 H42 O9,30.0,42.0,9.0,,,,,
313,420,545.259591473951,545.2604524752853,545.2603502566594,4585643.907453514,9467.58945113799,283518.949939209,4.28027497251886,-1,0.18746755719494554,0.8226331568079377,0.0,0.4935798940847626,6.0,1.6153846153846154,0.46153846153846156,O12,de-protonated,0.0,,C26 H42 O12,26.0,42.0,12.0,,,,,
314,421,545.2383087055207,545.2391697199107,545.23922088856,19526408.227632653,42573.208135212575,283529.9498786541,18.226098259412144,-1,-0.09384623727065805,0.4761246429126148,0.7598924731182773,0.5896317749948798,11.0,1.3103448275862069,0.3448275862068966,O10,de-protonated,0.0,,C29 H38 O10,29.0,38.0,10.0,,,,,
315,422,545.2229260313629,545.2237870551868,545.2239647472752,4465807.889987067,8436.403399231489,226830.5599339965,4.168419120490261,-1,-0.32590659967848273,0.5542807487136194,0.0,0.33256844922817164,7.0,1.52,0.52,O13,de-protonated,0.0,,C25 H38 O13,25.0,38.0,13.0,,,,,
316,424,545.1710808977684,545.1719419533719,545.1718100322693,3663404.3610129417,8129.221905665739,283564.9499178092,3.4194495510593894,-1,0.24198078507610368,0.7223078175775193,0.0,0.4333846905465116,22.0,0.7878787878787878,0.18181818181818182,N2 O6,de-protonated,0.0,,C33 H26 O6 N2,33.0,26.0,6.0,,2.0,,,
317,425,545.1652354446016,545.1660965037865,545.1659368054547,7926898.780363115,16351.617349986298,283567.9499431172,7.399027736133144,-1,0.2929352716629971,0.3104056259407732,0.6964620084754162,0.4648281789546304,31.0,0.55,0.025,N2 O1,de-protonated,0.0,,C40 H22 O1 N2,40.0,22.0,1.0,,2.0,,,
318,426,545.129082603731,545.1299436850605,545.1300643604071,8759082.395644119,17301.35556308392,378115.9332745239,8.175794265090595,-1,-0.2213698243207938,0.7616655176431406,0.0,0.45699931058588433,14.0,1.0,0.5,O13,de-protonated,0.0,,C26 H26 O13,26.0,26.0,13.0,,,,,
319,427,545.0928511492946,545.0937122528048,545.0936788510229,6992739.021336932,16481.234602307148,283605.94985286694,6.52707589739684,-1,0.06127714048073912,0.9793555863216593,0.0,0.5876133517929956,15.0,0.88,0.56,O14,de-protonated,0.0,,C25 H22 O14,25.0,22.0,14.0,,,,,
320,428,545.0565462543582,545.0574073800825,545.0572933416386,4330093.017394008,11357.934791474223,226899.7599335834,4.041741824066423,-1,0.20922285662923176,0.7841225000638273,0.0,0.47047350003829636,16.0,0.75,0.625,O15,de-protonated,0.0,,C24 H18 O15,24.0,18.0,15.0,,,,,
321,429,544.2258707464741,544.2267323772354,544.2269256591543,4042654.8113325415,8757.672151930583,284057.449918812,3.773444811829852,-1,-0.3551494969644333,0.4962235761145626,0.9968331746571903,0.6964674155316137,12.0,1.2857142857142858,0.35714285714285715,13C1 O10,de-protonated,1.0,432.0,C28 H36 O10 13C1,28.0,36.0,10.0,,,1.0,,
322,431,543.2441090737595,543.244971293431,543.2447001921814,7611558.403403146,14738.51358120269,284571.1999423088,7.10468662492463,-1,0.4990407628705207,0.25068329597098116,0.0,0.1504099775825887,7.0,1.5384615384615385,0.46153846153846156,O12,de-protonated,0.0,,C26 H40 O12,26.0,40.0,12.0,,,,,
323,432,543.2229778855823,543.2238401178342,543.223570824082,12575023.025915733,28837.196810547328,284582.199880812,11.737622332425108,-1,0.4957328192353551,0.3757659323422339,0.9968331746571903,0.6241928292682165,12.0,1.2413793103448276,0.3448275862068966,O10,de-protonated,0.0,,C29 H36 O10,29.0,36.0,10.0,,,,,
324,434,543.186465028791,543.1873272827714,543.1871853146978,9028838.146427413,20922.46550199714,227680.95989318637,8.427586338804394,-1,0.26136123510851667,0.6842045839330078,0.0,0.4105227503598046,13.0,1.1428571428571428,0.39285714285714285,O11,de-protonated,0.0,,C28 H32 O11,28.0,32.0,11.0,,,,,
325,435,543.1710800601288,543.1719423232612,543.1719291734129,4307454.144952766,9014.210890188362,284609.44991346274,4.020610527988506,-1,0.024209366515411453,0.9967492206671933,0.0,0.598049532400316,9.0,1.3333333333333333,0.5833333333333334,O14,de-protonated,0.0,,C24 H32 O14,24.0,32.0,14.0,,,,,
326,436,543.1498285244112,543.1506908001817,543.1507998053135,8680187.817736473,17615.648963516993,284620.1999245775,8.102153464779725,-1,-0.20069036410348948,0.7995077825639663,0.0,0.47970466953837976,14.0,1.037037037037037,0.4444444444444444,O12,de-protonated,0.0,,C27 H28 O12,27.0,28.0,12.0,,,,,
